track_index,artist,track,download_success,error_log,node_processed
49,Radiohead,Exit Music (For A Film),True,Success,0
50,Interpol,Obstacle 1,True,Success,0
51,Pink Floyd,Wish You Were Here,True,Success,0
52,Joy Division,She'S Lost Control,True,Success,0
53,Radiohead,Videotape,True,Success,0
54,Britney Spears,Gimme More,True,Success,0
55,The Killers,When You Were Young,True,Success,0
56,Oasis,Wonderwall,True,Success,0
57,Interpol,Slow Hands,True,Success,0
58,Death Cab For Cutie,Crooked Teeth,True,Success,0
59,The Postal Service,The District Sleeps Alone Tonight,True,Success,0
60,Coldplay,Yellow,True,Success,0
61,Coldplay,Don'T Panic,True,Success,0
62,Imogen Heap,Hide And Seek,True,Success,0
63,Arcade Fire,Keep The Car Running,True,Success,0
64,The Cure,Just Like Heaven,True,Success,0
65,Death Cab For Cutie,Summer Skin,True,Success,0
66,Air,All I Need,True,Success,0
67,Arcade Fire,Crown Of Love,True,Success,0
68,Amy Winehouse,Rehab,True,Success,0
69,Coldplay,Viva La Vida,True,Success,0
70,Modest Mouse,Float On,True,Success,0
71,Coldplay,Fix You,True,Success,0
72,Arctic Monkeys,Mardy Bum,True,Success,0
73,The Smiths,This Charming Man,True,Success,0
74,Air,Sexy Boy,True,Success,0
75,The Postal Service,Sleeping In,True,Success,0
76,Arcade Fire,Intervention,True,Success,0
77,Radiohead,High And Dry,True,Success,0
78,Arcade Fire,Neighborhood #2 (Laika),True,Success,0
79,Arctic Monkeys,Fake Tales Of San Francisco,True,Success,0
80,Death Cab For Cutie,Your Heart Is An Empty Room,True,Success,0
81,The White Stripes,Seven Nation Army,True,Success,0
82,Zero 7,In The Waiting Line,True,Success,0
83,José González,Heartbeats,True,Success,0
84,Massive Attack,Angel,True,Success,0
85,Bloc Party,Helicopter,True,Success,0
86,Amy Winehouse,You Know I'M No Good,True,Success,0
87,Death Cab For Cutie,Marching Bands Of Manhattan,True,Success,0
88,Feist,Mushaboom,True,Success,0
89,Yeah Yeah Yeahs,Maps,True,Success,0
90,Nirvana,Smells Like Teen Spirit,True,Success,0
91,Muse,Stockholm Syndrome,True,Success,0
92,The Killers,Jenny Was A Friend Of Mine,True,Success,0
93,Coldplay,Speed Of Sound,True,Success,0
94,Blur,Song 2,True,Success,0
95,Johnny Cash,Hurt,True,Success,0
96,Regina Spektor,Fidelity,True,Success,0
97,The Knife,Heartbeats,True,Success,0
98,Death Cab For Cutie,Someday You Will Be Loved,True,Success,0
99,Death Cab For Cutie,Different Names For The Same Thing,True,Success,0
100,Bloc Party,Like Eating Glass,True,Success,0
101,Dread Zeppelin,Stairway To Heaven,True,Success,0
102,The Shins,Caring Is Creepy,True,Success,0
103,Radiohead,Let Down,True,Success,0
104,Coldplay,In My Place,True,Success,0
105,Pixies,Where Is My Mind?,True,Success,0
106,Bloc Party,This Modern Love,True,Success,0
107,Damien Rice,The Blower'S Daughter,True,Success,0
108,Arcade Fire,Black Mirror,True,Success,0
109,The Postal Service,Clark Gable,True,Success,0
110,Ladytron,Destroy Everything You Touch,True,Success,0
111,Depeche Mode,Personal Jesus,True,Success,0
112,Arcade Fire,Neighborhood #4 (7 Kettles),True,Success,0
113,Death Cab For Cutie,What Sarah Said,True,Success,0
114,Kaiser Chiefs,I Predict A Riot,True,Success,0
115,U2,With Or Without You,True,Success,0
116,Death Cab For Cutie,Title And Registration,True,Success,0
117,Amy Winehouse,Tears Dry On Their Own,True,Success,0
118,Interpol,Pda,True,Success,0
119,The Killers,Mr. Brightside,True,Success,0
120,The Strokes,Last Nite,True,Success,0
121,The Postal Service,Brand New Colony,True,Success,0
122,The Cure,Boys Don'T Cry,True,Success,0
123,Amy Winehouse,Back To Black,True,Success,0
124,Nirvana,Come As You Are,True,Success,0
125,Muse,Sing For Absolution,True,Success,0
126,Yeah Yeah Yeahs,Gold Lion,True,Success,0
127,Red Hot Chili Peppers,Scar Tissue,True,Success,0
128,Arctic Monkeys,The View From The Afternoon,True,Success,0
129,Coldplay,Violet Hill,True,Success,0
130,Hot Chip,Over And Over,True,Success,0
131,Franz Ferdinand,Do You Want To,True,Success,0
132,The Kooks,Naïve,True,Success,0
133,Britney Spears,Piece Of Me,True,Success,0
134,Tool,Vicarious,True,Success,0
135,Peter Bjorn And John,Young Folks,True,Success,0
136,Arctic Monkeys,Dancing Shoes,True,Success,0
137,Coldplay,Trouble,True,Success,0
138,Arctic Monkeys,Fluorescent Adolescent,True,Success,0
139,The Shins,Phantom Limb,True,Success,0
140,Radiohead,Airbag,True,Success,0
141,The Smiths,There Is A Light That Never Goes Out,True,Success,0
142,Klaxons,Atlantis To Interzone,True,Success,0
143,Klaxons,Gravity'S Rainbow,True,Success,0
144,M.I.A.,Paper Planes,True,Success,0
145,Joy Division,Transmission,True,Success,0
146,Damien Rice,Cannonball,True,Success,0
147,Regina Spektor,Samson,True,Success,0
148,Nine Inch Nails,Closer,True,Success,0
149,Pink Floyd,Comfortably Numb,True,Success,0
150,Air,Kelly Watch The Stars,True,Success,0
151,Muse,Knights Of Cydonia,True,Success,0
152,Radiohead,Lucky,True,Success,0
153,Coldplay,Talk,True,Success,0
154,Keane,Somewhere Only We Know,True,Success,0
155,Nelly Furtado,Say It Right,True,Success,0
156,Portishead,Roads,True,Success,0
157,The Goo Goo Dolls,Iris,True,Success,0
158,The Killers,On Top,True,Success,0
159,The Shins,Australia,True,Success,0
160,The Postal Service,Recycled Air,True,Success,0
161,Radiohead,Street Spirit (Fade Out),True,Success,0
162,Interpol,Narc,True,Success,0
163,Tool,The Pot,True,Success,0
164,The Kooks,She Moves In Her Own Way,True,Success,0
165,The Clash,London Calling,True,Success,0
166,Depeche Mode,Precious,True,Success,0
167,Kaiser Chiefs,Everyday I Love You Less And Less,True,Success,0
168,Elliott Smith,Between The Bars,True,Success,0
169,Nirvana,Lithium,True,Success,0
170,Sufjan Stevens,Chicago,True,Success,0
171,Air,Cherry Blossom Girl,True,Success,0
172,Sigur Rós,Sæglópur,True,Success,0
173,Death Cab For Cutie,Brothers On A Hotel Bed,True,Success,0
174,The Smashing Pumpkins,1979,True,Success,0
175,Neutral Milk Hotel,In The Aeroplane Over The Sea,True,Success,0
176,Muse,Butterflies And Hurricanes,True,Success,0
177,The Cure,Lullaby,True,Success,0
178,Arcade Fire,Neon Bible,True,Success,0
179,Air,La Femme D'Argent,True,Success,0
180,Portishead,Sour Times,True,Success,0
181,Radiohead,Everything In Its Right Place,True,Success,0
182,Bloc Party,Blue Light,True,Success,0
183,Pink Floyd,Money,True,Success,0
184,Snow Patrol,Run,True,Success,0
185,Frou Frou,Let Go,True,Success,0
186,Interpol,C'Mere,True,Success,0
187,Death Cab For Cutie,Transatlanticism,True,Success,0
188,Joy Division,Disorder,True,Success,0
189,The Fray,How To Save A Life,True,Success,0
190,Sigur Rós,Svefn-G-Englar,True,Success,0
191,Led Zeppelin Jam,Immigrant Song,True,Success,0
192,Britney Spears,Break The Ice,True,Success,0
193,Queen,Bohemian Rhapsody,True,Success,0
194,The Strokes,Reptilia,True,Success,0
195,Muse,Invincible,True,Success,0
196,Sigur Rós,Hoppípolla,True,Success,0
197,The Postal Service,We Will Become Silhouettes,True,Success,0
198,Red Hot Chili Peppers,Dani California,True,Success,0
199,Evanescence,My Immortal,True,Success,0
200,Hot Chip,Ready For The Floor,True,Success,0
201,The Killers,Read My Mind,True,Success,0
202,Editors,Munich,True,Success,0
203,Black Rebel Motorcycle Club,Spread Your Love,True,Success,0
204,Mika,Grace Kelly,True,Success,0
205,Gary Jules,Mad World,True,Success,0
206,Daft Punk,One More Time,True,Success,0
207,Muse,Take A Bow,True,Success,0
208,Radiohead,Subterranean Homesick Alien,True,Success,0
209,Bloc Party,Positive Tension,True,Success,0
210,Death Cab For Cutie,A Lack Of Color,True,Success,0
211,Placebo,Every You Every Me,True,Success,0
212,Pink Floyd,The Great Gig In The Sky,True,Success,0
213,Red Hot Chili Peppers,Snow ((Hey Oh)),True,Success,0
214,Britney Spears,Radar,True,Success,0
215,The Postal Service,This Place Is A Prison,True,Success,0
216,Arcade Fire,Haiti,True,Success,0
217,Nelly Furtado,Maneater,True,Success,0
218,Pink Floyd,Time,True,Success,0
219,Radiohead,Idioteque,True,Success,0
220,Sufjan Stevens,Casimir Pulaski Day,True,Success,0
221,Röyksopp,Eple,True,Success,0
222,The Smiths,Bigmouth Strikes Again,True,Success,0
223,Arctic Monkeys,Still Take You Home,True,Success,0
224,The Killers,Bones,True,Success,0
225,Black Rebel Motorcycle Club,Love Burns,True,Success,0
226,Muse,Plug In Baby,True,Success,0
227,Radiohead,My Iron Lung,True,Success,0
228,Kings Of Leon,Sex On Fire,True,Success,0
229,Red Hot Chili Peppers,Otherside,True,Success,0
230,Arcade Fire,Ocean Of Noise,True,Success,0
231,Radiohead,Just,True,Success,0
232,The Cure,Close To Me,True,Success,0
233,Lily Allen,Smile,True,Success,0
234,Pink Floyd,Us And Them,True,Success,0
235,Damien Rice,9 Crimes,True,Success,0
236,Coldplay,God Put A Smile Upon Your Face,True,Success,0
237,Daft Punk,Aerodynamic,True,Success,0
238,A Perfect Circle,3 Libras,True,Success,0
239,The Smiths,How Soon Is Now?,True,Success,0
240,Arcade Fire,Black Wave/Bad Vibrations,True,Success,0
241,Radiohead,The Bends,True,Success,0
242,The Kooks,Ooh La,True,Success,0
243,David Bowie,Ziggy Stardust,True,Success,0
244,Interpol,Untitled,True,Success,0
245,Queens Of The Stone Age,No One Knows,True,Success,0
246,Lily Allen,Ldn,True,Success,0
247,Modest Mouse,Dashboard,True,Success,0
248,Red Hot Chili Peppers,Californication,True,Success,0
249,Arctic Monkeys,Brianstorm,True,Success,0
250,Black Rebel Motorcycle Club,Ain'T No Easy Way,True,Success,0
251,Pixies,Debaser,True,Success,0
252,The Smashing Pumpkins,Bullet With Butterfly Wings,True,Success,0
253,Gorillaz,Dare,True,Success,0
254,Madonna,Hung Up,True,Success,0
255,The Knife,Pass This On,True,Success,0
256,Broken Social Scene,Cause = Time,True,Success,0
257,Radiohead,Climbing Up The Walls,True,Success,0
258,The Knife,Silent Shout,True,Success,0
259,Arctic Monkeys,A Certain Romance,True,Success,0
260,Interpol,Nyc,True,Success,0
261,The Strokes,Juicebox,True,Success,0
262,Muse,Apocalypse Please,True,Success,0
263,The Doors,Light My Fire,True,Success,0
264,Coldplay,Warning Sign,True,Success,0
265,Muse,Bliss,True,Success,0
266,Coldplay,Green Eyes,True,Success,0
267,Feist,My Moon My Man,True,Success,0
268,Maxïmo Park,Apply Some Pressure,True,Success,0
269,Arctic Monkeys,Riot Van,True,Success,0
270,30 Seconds To Mars,From Yesterday,True,Success,0
271,Radiohead,Electioneering,True,Success,0
272,Air,Run,True,Success,0
273,Arcade Fire,The Well And The Lighthouse,True,Success,0
274,Britney Spears,Womanizer,True,Success,0
275,Portishead,Mysterons,True,Success,0
276,Muse,Feeling Good,True,Success,0
277,Klaxons,It'S Not Over Yet,True,Success,0
278,Pearl Jam,Black,True,Success,0
279,Coldplay,A Rush Of Blood To The Head,True,Success,0
280,The Killers,Human,True,Success,0
281,Broken Social Scene,Anthems For A Seventeen Year-Old Girl,True,Success,0
282,Sigur Rós,Gong,True,Success,0
283,The Postal Service,Natural Anthem,True,Success,0
284,30 Seconds To Mars,The Kill,True,Success,0
285,The Beatles,Eleanor Rigby,True,Success,0
286,Arctic Monkeys,When The Sun Goes Down,True,Success,0
287,Muse,Falling Away With You,True,Success,0
288,John Lennon,Imagine,True,Success,0
289,Nirvana,Heart-Shaped Box,True,Success,0
290,The Smiths,Hand In Glove,True,Success,0
291,Franz Ferdinand,Jacqueline,True,Success,0
292,Arctic Monkeys,Teddy Picker,True,Success,0
293,Bloc Party,She'S Hearing Voices,True,Success,0
294,Duffy,Mercy,True,Success,0
295,Air,Talisman,True,Success,0
296,Iron & Wine,Such Great Heights,True,Success,0
297,Muse,Exo-Politics,True,Success,0
298,Franz Ferdinand,The Dark Of The Matinée,True,Success,0
299,David Bowie,Changes,True,Success,0
300,The Beatles,Come Together,True,Success,0
301,Death Cab For Cutie,The Sound Of Settling,True,Success,0
302,Damien Rice,Volcano,True,Success,0
303,Moby,Porcelain,True,Success,0
304,The Ting Tings,That'S Not My Name,True,Success,0
305,The Strokes,Someday,True,Success,0
306,Interpol,Not Even Jail,True,Success,0
307,Interpol,Take You On A Cruise,True,Success,0
308,Justice,D.A.N.C.E.,True,Success,0
309,Regina Spektor,On The Radio,True,Success,0
310,Sia,Breathe Me,True,Success,0
311,Amy Winehouse,Love Is A Losing Game,True,Success,0
312,Klaxons,Totem On The Timeline,True,Success,0
313,Goldfrapp,Ooh La La,True,Success,0
314,Sigur Rós,Glósóli,True,Success,0
315,Interpol,Say Hello To The Angels,True,Success,0
316,Echo & The Bunnymen,The Killing Moon,True,Success,0
317,Air,Alone In Kyoto,True,Success,0
318,Pink Floyd,Brain Damage,True,Success,0
319,Portishead,Glory Box,True,Success,0
320,The Cure,A Forest,True,Success,0
321,Pixies,Monkey Gone To Heaven,True,Success,0
322,The Shins,Kissing The Lipless,True,Success,0
323,Cat Power,The Greatest,True,Success,0
324,Bright Eyes,First Day Of My Life,True,Success,0
325,Gorillaz,Feel Good Inc.,True,Success,0
326,Feist,I Feel It All,True,Success,0
327,Pixies,Here Comes Your Man,True,Success,0
328,Afi,Miss Murder,True,Success,0
329,The Strokes,You Only Live Once,True,Success,0
330,No Doubt,Don'T Speak,True,Success,0
331,The Beatles,While My Guitar Gently Weeps,True,Success,0
332,The Smiths,What Difference Does It Make?,True,Success,0
333,Franz Ferdinand,Michael,True,Success,0
334,Interpol,No I In Threesome,True,Success,0
335,Black Sabbath,Paranoid,True,Success,0
336,Beirut,Postcards From Italy,True,Success,0
337,The Cranberries,Zombie,True,Success,0
338,Nine Inch Nails,The Hand That Feeds,True,Success,0
339,Kaiser Chiefs,Ruby,True,Success,0
340,The Beatles,Strawberry Fields Forever,True,Success,0
341,Coldplay,Politik,True,Success,0
342,Interpol,Obstacle 2,True,Success,0
343,Band Of Horses,The Funeral,True,Success,0
344,Interpol,Next Exit,True,Success,0
345,Death Cab For Cutie,Tiny Vessels,True,Success,0
346,Mgmt,Weekend Wars,True,Success,0
347,Massive Attack,Inertia Creeps,True,Success,0
348,The Smashing Pumpkins,Zero,True,Success,0
349,The White Stripes,Blue Orchid,True,Success,0
350,Placebo,Infra-Red,True,Success,0
351,Klaxons,Magick,True,Success,0
352,Death Cab For Cutie,Passenger Seat,True,Success,0
353,The Killers,Midnight Show,True,Success,0
354,The Shins,Pink Bullets,True,Success,0
355,U2,One,True,Success,0
356,Muse,Blackout,True,Success,0
357,Red Hot Chili Peppers,Under The Bridge,True,Success,0
358,The Doors,People Are Strange,True,Success,0
359,Portishead,Wandering Star,True,Success,0
360,Oasis,Live Forever,True,Success,0
361,The Beatles,Help!,True,Success,0
362,Panic At The Disco,Lying Is The Most Fun A Girl Can Have Without Taking Her Clothes Off,True,Success,0
363,Black Rebel Motorcycle Club,Shuffle Your Feet,True,Success,0
364,Air,Ce Matin-Là,True,Success,0
365,Damien Rice,Delicate,True,Success,0
366,The Cure,Friday I'M In Love,True,Success,0
367,Amy Winehouse,Wake Up Alone,True,Success,0
368,Antony And The Johnsons,Hope There'S Someone,True,Success,0
369,Muse,Soldier'S Poem,True,Success,0
370,Elliott Smith,Angeles,True,Success,0
371,A-Ha,Take On Me,True,Success,0
372,Air,You Make It Easy,True,Success,0
373,Air,Playground Love,True,Success,0
374,The Beatles,Here Comes The Sun,True,Success,0
375,Björk,All Is Full Of Love,True,Success,0
376,Fleet Foxes,White Winter Hymnal,True,Success,0
377,Röyksopp,So Easy,True,Success,0
378,Yeah Yeah Yeahs,Way Out,True,Success,0
379,Audioslave,Like A Stone,True,Success,0
380,The Jesus And Mary Chain,Just Like Honey,True,Success,0
381,Arcade Fire,My Body Is A Cage,True,Success,0
382,Daft Punk,Digital Love,True,Success,0
383,Franz Ferdinand,Auf Achse,True,Success,0
384,Sigur Rós,Starálfur,True,Success,0
385,Pixies,Hey,True,Success,0
386,R.E.M.,Losing My Religion,True,Success,0
387,Daft Punk,Something About Us,True,Success,0
388,Tool,Jambi,True,Success,0
389,Black Rebel Motorcycle Club,Berlin,True,Success,0
390,Radiohead,Black Star,True,Success,0
391,Britney Spears,Circus,True,Success,0
392,Pulp,Common People,True,Success,0
393,Kasabian,Club Foot,True,Success,0
394,Jack Johnson,Better Together,True,Success,0
395,The Smashing Pumpkins,Disarm,True,Success,0
396,Röyksopp,Remind Me,True,Success,0
397,Tool,Schism,True,Success,0
398,Metric,Combat Baby,True,Success,0
399,David Bowie,Space Oddity,True,Success,0
400,Jeff Buckley,Last Goodbye,True,Success,0
401,Snow Patrol,You'Re All I Have,True,Success,0
402,The Killers,Believe Me Natalie,True,Success,0
403,Oasis,Don'T Look Back In Anger,True,Success,0
404,Interpol,Pioneer To The Falls,True,Success,0
405,Air,Remember,True,Success,0
406,Lady Gaga,Just Dance,True,Success,0
407,Stars,Your Ex-Lover Is Dead,True,Success,0
408,Ladytron,Seventeen,True,Success,0
409,Nirvana,About A Girl,True,Success,0
410,Metallica,Nothing Else Matters,True,Success,0
411,Kanye West,Stronger,True,Success,0
412,The Beatles,Lucy In The Sky With Diamonds,True,Success,0
413,Radiohead,Planet Telex,True,Success,0
414,Kaiser Chiefs,Modern Way,True,Success,0
415,Nine Inch Nails,Hurt,True,Success,0
416,The Beatles,Something,True,Success,0
417,U2,Beautiful Day,True,Success,0
418,Porcupine Tree,Blackest Eyes,True,Success,0
419,Ac/Dc,Back In Black,True,Success,0
420,Britney Spears,If U Seek Amy,True,Success,0
421,Bob Dylan,Like A Rolling Stone,True,Success,0
422,The Beatles,Let It Be,True,Success,0
423,Queen,Don'T Stop Me Now,True,Success,0
424,The Beatles,Hey Jude,True,Success,0
425,David Bowie,Starman,True,Success,0
426,Queen,Another One Bites The Dust,True,Success,0
427,Yeah Yeah Yeahs,Date With The Night,True,Success,0
428,Guns N' Roses,Welcome To The Jungle,True,Success,0
429,Death Cab For Cutie,Lightness,True,Success,0
430,Queens Of The Stone Age,Little Sister,True,Success,0
431,Muse,City Of Delusion,True,Success,0
432,The Rolling Stones,Paint It Black,True,Success,0
433,Boards Of Canada,Dayvan Cowboy,True,Success,0
434,Muse,Assassin,True,Success,0
435,Arctic Monkeys,Red Light Indicates Doors Are Secured,True,Success,0
436,Franz Ferdinand,The Fallen,True,Success,0
437,Portishead,Strangers,True,Success,0
438,Interpol,Stella Was A Diver And She Was Always Down,True,Success,0
439,Amy Winehouse,Just Friends,True,Success,0
440,Elliott Smith,Needle In The Hay,True,Success,0
441,Mgmt,The Youth,True,Success,0
442,The Cure,Pictures Of You,True,Success,0
443,Yeah Yeah Yeahs,Y Control,True,Success,0
444,Interpol,Public Pervert,True,Success,0
445,Franz Ferdinand,This Fire,True,Success,0
446,Snow Patrol,Chocolate,True,Success,0
447,The Kooks,Sofa Song,True,Success,0
448,Muse,New Born,True,Success,0
449,Kaiser Chiefs,Oh My God,True,Success,0
450,Coldplay,Shiver,True,Success,0
451,The Shins,Sleeping Lessons,True,Success,0
452,Foo Fighters,Everlong,True,Success,0
453,Ratatat,Wildcat,True,Success,0
454,Placebo,The Bitter End,True,Success,0
455,Keane,Everybody'S Changing,True,Success,0
456,Arcade Fire,Windowsill,True,Success,0
457,Evanescence,Bring Me To Life,True,Success,0
458,Vampire Weekend,A-Punk,True,Success,0
459,Modest Mouse,The World At Large,True,Success,0
460,Sigur Rós,Mílanó,True,Success,0
461,Death Cab For Cutie,The New Year,True,Success,0
462,Tool,Parabola,True,Success,0
463,Arctic Monkeys,From The Ritz To The Rubble,True,Success,0
464,Röyksopp,What Else Is There,True,Success,0
465,Feist,One Evening,True,Success,0
466,Jeff Buckley,Grace,True,Success,0
467,Vampire Weekend,Oxford Comma,True,Success,0
468,The Smiths,The Boy With The Thorn In His Side,True,Success,0
469,Gorillaz,Clint Eastwood,True,Success,0
470,Interpol,Roland,True,Success,0
471,Tv On The Radio,Wolf Like Me,True,Success,0
472,Pixies,Wave Of Mutilation,True,Success,0
473,Placebo,Post Blue,True,Success,0
474,Lady Gaga,Poker Face,True,Success,0
475,The Who,Baba O'Riley,True,Success,0
476,Bloc Party,Hunting For Witches,True,Success,0
477,Metallica,Enter Sandman,True,Success,0
478,Pink Floyd,On The Run,True,Success,0
479,Green Day,Boulevard Of Broken Dreams,True,Success,0
480,David Bowie,Life On Mars?,True,Success,0
481,Radiohead,Pyramid Song,True,Success,0
482,Placebo,Pure Morning,True,Success,0
483,Radiohead,I Might Be Wrong,True,Success,0
484,Broken Social Scene,Lover'S Spit,True,Success,0
485,Beirut,Nantes,True,Success,0
486,The Beatles,I Am The Walrus,True,Success,0
487,Led Zeppelin Jam,Black Dog,True,Success,0
488,Broken Social Scene,Stars And Sons,True,Success,0
489,Kaiser Chiefs,Na Na Na Na Naa,True,Success,0
490,Coldplay,Square One,True,Success,0
491,Yeah Yeah Yeahs,Cheated Hearts,True,Success,0
492,Nirvana,Rape Me,True,Success,0
493,Broken Social Scene,7/4 (Shoreline),True,Success,0
494,Madonna,Jump,True,Success,0
495,Coldplay,The Hardest Part,True,Success,0
496,Queen,Killer Queen,True,Success,0
497,Interpol,The Heinrich Maneuver,True,Success,0
498,Radiohead,How To Disappear Completely,True,Success,0
499,Placebo,Because I Want You,True,Success,0
500,The Strokes,Heart In A Cage,True,Success,0
501,Jet,Are You Gonna Be My Girl,True,Success,0
502,José González,Crosses,True,Success,0
503,Rage Against The Machine,Killing In The Name,True,Success,0
504,Panic At The Disco,I Write Sins Not Tragedies,True,Success,0
505,Portishead,It Could Be Sweet,True,Success,0
506,Black Rebel Motorcycle Club,Howl,True,Success,0
507,Guns N' Roses,Sweet Child O' Mine,True,Success,0
508,The Verve,Bitter Sweet Symphony,True,Success,0
509,Muse,The Small Print,True,Success,0
510,The Decemberists,We Both Go Down Together,True,Success,0
511,Röyksopp,Only This Moment,True,Success,0
512,Lez Zeppelin,Whole Lotta Love,True,Success,0
513,Björk,Jóga,True,Success,0
514,The Beatles,All You Need Is Love,True,Success,0
515,New Order,Blue Monday,True,Success,0
516,Dire Straits,Sultans Of Swing,True,Success,0
517,Interpol,Leif Erikson,True,Success,0
518,Portishead,Numb,True,Success,0
519,Interpol,Hands Away,True,Success,0
520,Joy Division,New Dawn Fades,True,Success,0
521,The White Stripes,Fell In Love With A Girl,True,Success,0
522,The Fratellis,Chelsea Dagger,True,Success,0
523,The Killers,Sam'S Town,True,Success,0
524,David Bowie,Suffragette City,True,Success,0
525,Franz Ferdinand,Darts Of Pleasure,True,Success,0
526,Soundgarden,Black Hole Sun,True,Success,0
527,Depeche Mode,Strangelove,True,Success,0
528,Queens Of The Stone Age,Go With The Flow,True,Success,0
529,Porcupine Tree,Trains,True,Success,0
530,Feist,Inside And Out,True,Success,0
531,The Dandy Warhols,Bohemian Like You,True,Success,0
532,Beck,Girl,True,Success,0
533,Nick Drake,Pink Moon,True,Success,0
534,Black Rebel Motorcycle Club,Weapon Of Choice,True,Success,0
535,Motörhead,Ace Of Spades,True,Success,0
536,Interpol,Rest My Chemistry,True,Success,0
537,Sigur Rós,Olsen Olsen,True,Success,0
538,The Beach Boys,God Only Knows,True,Success,0
539,Kings Of Leon,On Call,True,Success,0
540,Daft Punk,Around The World,True,Success,0
541,Muse,Endlessly,True,Success,0
542,Air,Venus,True,Success,0
543,Sigur Rós,Intro,True,Success,0
544,The Kooks,Seaside,True,Success,0
545,Interpol,The New,True,Success,0
546,Joy Division,Isolation,True,Success,0
547,Nine Inch Nails,Only,True,Success,0
548,The Velvet Underground,Sunday Morning,True,Success,0
549,Björk,Army Of Me,True,Success,0
550,Radiohead,Knives Out,True,Success,0
551,Jimi Hendrix,All Along The Watchtower,True,Success,0
552,Radiohead,The National Anthem,True,Success,0
553,Eagles,Hotel California,True,Success,0
554,Rihanna,Disturbia,True,Success,0
555,Sigur Rós,Heysátan,True,Success,0
556,Coldplay,Lost!,True,Success,0
557,The White Stripes,Icky Thump,True,Success,0
558,Franz Ferdinand,Walk Away,True,Success,0
559,Weezer,Say It Ain'T So,True,Success,0
560,Johnny Cash,I Walk The Line,True,Success,0
561,Joy Division,Atmosphere,True,Success,0
562,Damien Rice,Cold Water,True,Success,0
563,Coldplay,Daylight,True,Success,0
564,System Of A Down,B.Y.O.B.,True,Success,0
565,Interpol,Length Of Love,True,Success,0
566,Cansei De Ser Sexy,Alala,True,Success,0
567,Regina Spektor,Better,True,Success,0
568,Nine Inch Nails,Wish,True,Success,0
569,Bloc Party,The Prayer,True,Success,0
570,Imogen Heap,Goodnight And Go,True,Success,0
571,Franz Ferdinand,Ulysses,True,Success,0
572,Muse,Muscle Museum,True,Success,0
573,Kings Of Leon,The Bucket,True,Success,0
574,Arctic Monkeys,Perhaps Vampires Is A Bit Strong But...,True,Success,0
575,Red Hot Chili Peppers,By The Way,True,Success,0
576,The Strokes,12:51,True,Success,0
577,The Clash,Rock The Casbah,True,Success,0
578,The Beatles,Sgt. Pepper'S Lonely Hearts Club Band,True,Success,0
579,David Bowie,Heroes,True,Success,0
580,The Stone Roses,I Wanna Be Adored,True,Success,0
581,The Knife,Marble House,True,Success,0
582,Massive Attack,Risingson,True,Success,0
583,Beirut,A Sunday Smile,True,Success,0
584,Röyksopp,Sparks,True,Success,0
585,The Velvet Underground,I'M Waiting For The Man,True,Success,0
