artist_name,track_name,Vocal Register,Vocal Timbre Thin to Full,Vocal Breathiness,Vocal Smoothness,Vocal Grittiness,Vocal Nasality,Vocal Accompaniment
Mark Ronson,God Put A Smile Upon Your Face (Feat. The Daptone Horns),,,,,,,
3 Doors Down,Father'S Son,,,,,,,
Telefon Tel Aviv,Fahrenheit Far Away,,,,,,,
3 Doors Down,It'S Not My Time,,,,,,,
Infected Mushroom,I Wish,,,,,,,
India.Arie,Ready For Love,,,,,,,
Sleater-Kinney,The Size Of Our Love,,,,,,,
Dead Can Dance,Music For Vampires,,,,,,,
Within Temptation,The Promise,,,,,,,
Dead Can Dance,As The Bell Rings The Maypole Spins,,,,,,,
Ingrid Michaelson,The Hat,,,,,,,
The Innocence Mission,Going Away,,,,,,,
The Hush Sound,Momentum,,,,,,,
Insomnium,At The Gates Of Sleep,,,,,,,
Tori Amos,Sweet Sangria,,,,,,,
Ulrich Schnauss,Blumenwiese Neben Autobahn,,,,,,,
Incubus,Stellar (Acoustic),,,,,,,
Chapterhouse,Mesmerise,,,,,,,
Limp Bizkit,No Sex,,,,,,,
Charlie,Spacer Woman,,,,,,,
Seeed,Respectness,,,,,,,
Lindsey De Paul,Sugar Me,,,,,,,
311,Down,,,,,,,
Tori Amos,Time,,,,,,,
Bad Brains,Fearless Vampire Killers,,,,,,,
Insomnium,The Day It All Came Down,,,,,,,
Pantera,Hard Ride,,,,,,,
Sleater-Kinney,Banned From The End Of The World,,,,,,,
Wire,The Other Window,,,,,,,
Wire,Start To Move,,,,,,,
The Haunted,The Flood,,,,,,,
Bertine Zetlitz,Abigail,,,,,,,
Sleater-Kinney,Call The Doctor,,,,,,,
Alice In Chains,Sunshine,,,,,,,
Live,The Dolphins Cry,0.6,0.8,0.6,0.8,0.6,0.4,0.4
Patti Smith,Land,,,,,,,
In Flames,Cloud Connected (Club Connected Remix),,,,,,,
In Flames,Dead Eternity,,,,,,,
Patrick Watson,The Great Escape,,,,,,,
Army Of Lovers,Crucified,,,,,,,
Dead Boys,Ain'T Nothin' To Do,,,,,,,
Marvin Gaye,What'S Happening Brother,,,,,,,
The Haunted,Who Will Decide,,,,,,,
Sleater-Kinney,Little Babies,,,,,,,
Alva Noto + Ryuichi Sakamoto,Logic Moon,,,,,,,
City And Colour,Sometimes (I Wish),,,,,,,
Tiamat,Brighter Than The Sun,,,,,,,
David Bowie,Within You,,,,,,,
Him,I Love You (Prelude To Tragedy),,,,,,,
Ennio Morricone,A Fistful Of Dollars,,,,,,,
Boards Of Canada,Nova Scotia Robots,,,,,,,
Diablo,In Flesh,,,,,,,
Dispatch,Flying Horses,,,,,,,
Supertramp,Ain'T Nobody But Me,,,,,,,
Travis,Walking In The Sun,,,,,,,
Tristania,Deadlocked,,,,,,,
The Stone Roses,What The World Is Waiting For,,,,,,,
Martha Wainwright,G.P.T.,,,,,,,
Lollobrigida Feat Una Bitcharka Na Travi,Lollobrigida Incorporated,,,,,,,
Fear Factory,Bite The Hand That Bleeds,0.6,0.8,0.2,0.4,1.0,0.2,0.4
Mark Lanegan,Methamphetamine Blues,,,,,,,
Maroon 5,Back At Your Door,,,,,,,
Alter Ego,Rocker (Dub Mix),,,,,,,
Diana King,Shy Guy,,,,,,,
Him,Please Don'T Let It Go,,,,,,,
2Pac,Dear Mama,,,,,,,
Aphex Twin,Iz-Us,,,,,,,
Fort Minor,Get Me Gone,,,,,,,
The Black Heart Procession,Tropics Of Love,,,,,,,
The Black Ghosts,Face (The Teenagers Remix),,,,,,,
Martha And The Vandellas,Jimmy Mack,,,,,,,
Aphex Twin,Kesson Daslef,,,,,,,
Ll Cool J,Control Myself,,,,,,,
Chemistry,You Go Your Way,,,,,,,
The Black Crowes,My Morning Song,,,,,,,
Chemistry,Solid Dream,,,,,,,
Saosin,3Rd Measurement In C,,,,,,,
Forgotten Boys,Watching Over You,,,,,,,
Forgotten Boys,Bla Bla Bla,,,,,,,
Patrick Wolf,X,0.6,0.6,0.4,0.6,0.2,0.4,0.6
Basement Jaxx,Broken Dreams,,,,,,,
Basement Jaxx,Intro,,,,,,,
The Goo Goo Dolls,Lazy Eye,,,,,,,
Bad Company,Bad Company,,,,,,,
Iliketrains,We All Fall Down,,,,,,,
Imogen Heap,Useless,,,,,,,
Patrick Wolf,Vulture,,,,,,,
Sublime,Scarlet Begonias,,,,,,,
Alice In Chains,God Smack,,,,,,,
The Goo Goo Dolls,We'Ll Be Here (When You'Re Gone),,,,,,,
Los Hermanos,Retrato Pra Iaiá,,,,,,,
Blur,Jets,,,,,,,
Mariah Carey,Say Somethin' (Morales Edit),,,,,,,
Anthrax,Antisocial,,,,,,,
Avenged Sevenfold,Sidewinder,,,,,,,
Trio Odemira,No Reino Do Amor,,,,,,,
Foo Fighters,Halo,,,,,,,
Marilyn Manson,User Friendly,,,,,,,
Louis Xiv,God Killed The Queen,,,,,,,
河辺千恵子,Sakura Kiss (Tv Size),,,,,,,
22-20S,Devil In Me,,,,,,,
The Streets,Such A Twat,,,,,,,
Marilyn Manson,Minute Of Decay,,,,,,,
Sublime,We'Re Only Gonna Die For Our Arrogance,,,,,,,
Pinback,Soaked,,,,,,,
Hocico,Twisted Lines,,,,,,,
Paul Van Dyk,Forbidden Fruit,,,,,,,
Iggy Pop,Mass Production,,,,,,,
Paul Van Dyk Feat. Rea Garvey,Let Go,,,,,,,
Paul Van Dyk,Nothing But You,,,,,,,
Iggy Pop,I'M Bored,,,,,,,
Skid Row,Riot Act,,,,,,,
Ben Harper,When It'S Good,,,,,,,
Pink Floyd,03 - Time,,,,,,,
Ben Kweller,I Need You Back,,,,,,,
Alphabeat,Boyfriend,,,,,,,
Engenheiros Do Hawaii,3X4,,,,,,,
Lou Reed,This Magic Moment,,,,,,,
Anthrax,Panic,,,,,,,
Tom Waits,Jersey Girl,,,,,,,
Mariah Carey,Don'T Forget About Us,,,,,,,
Super Furry Animals,Zoom!,,,,,,,
Suede,The Chemistry Between Us,,,,,,,
Lotus Plaza,What Grows?,,,,,,,
Lovage,Anger Management,,,,,,,
Sarah Mclachlan,Full Of Grace,,,,,,,
Flogging Molly,If I Ever Leave This World Alive,,,,,,,
Sarah Mclachlan,Do What You Have To Do,,,,,,,
The Bird And The Bee,My Fair Lady,,,,,,,
Flo Rida,Right Round (Feat. Kesha),,,,,,,
Flogging Molly,Another Bag Of Bricks,,,,,,,
The Fiery Furnaces,Teach Me Sweetheart,0.6,0.4,0.6,0.6,0.2,0.4,0.6
Sebadoh,Not Too Amused,,,,,,,
Feeder,Insomnia,,,,,,,
Pierrot,Agitator,,,,,,,
Pavement,Major Leagues,,,,,,,
Thao,Bag Of Hammers,,,,,,,
Christina Aguilera,El Beso Del Final,,,,,,,
Christina Aguilera,Welcome,,,,,,,
Dir En Grey,The Fatal Believer,,,,,,,
Slayer,Here Comes The Pain,,,,,,,
Slayer,Live Undead,,,,,,,
Iko,Prom Song,,,,,,,
The Fiery Furnaces,Clear Signal From Cairo,,,,,,,
The Fiery Furnaces,Benton Harbor Blues,,,,,,,
The Fiery Furnaces,Inca Rag/Name Game,,,,,,,
菅野よう子,Tank!,,,,,,,
Thåström,Kärlek Är För Dom,,,,,,,
The Field,Silent,,,,,,,
Lullacry,Better Days,,,,,,,
Dir En Grey,Drain Away,,,,,,,
Sufjan Stevens,Chicago (Multiple Personality Disorder Version),,,,,,,
Love Is All,Untitled,0.6,0.4,0.2,0.2,0.6,0.4,0.4
The Sugarcubes,Sick For Toys,,,,,,,
Manu Chao,El Dorado 1997,,,,,,,
Emily Haines & The Soft Skeleton,Rowboat,,,,,,,
Tori Amos,Little Amsterdam,,,,,,,
Blind Guardian,Barbara Ann,,,,,,,
Peaches,Rock The Shocker,,,,,,,
Tricky,Makes Me Wanna Die,,,,,,,
Mandalay,Beautiful,,,,,,,
The Undertones,My Perfect Cousin,,,,,,,
Lucybell,Cuando Respiro En Tu Boca,,,,,,,
Pearl Jam,Rats,,,,,,,
The Game,Ol' English (Produced By Hi Tek),,,,,,,
Lucybell,A Perderse,,,,,,,
Pearl Jam,Indifference,,,,,,,
Tenacious D,Karate Schnitzel,,,,,,,
Tenacious D,Exploding Brains,,,,,,,
De La Soul,Ghetto Thang,0.4,0.6,0.2,0.6,0.2,0.4,0.6
Iamx,White Suburb Impressionism,,,,,,,
Pavement,Summer Babe,,,,,,,
Chikinki,Assassinator 13,,,,,,,
The Gathering,Debris,,,,,,,
Icon & The Black Roses,Remember,,,,,,,
Idlewild,Everything (As It Moves),,,,,,,
Pearl Jam,Present Tense,,,,,,,
Alien Ant Farm,Glow,,,,,,,
Autechre,Paralel Suns,,,,,,,
Icon & The Black Roses,Dreams And Silver Tears,,,,,,,
Scar Symmetry,The Path Of Least Resistance,,,,,,,
The Beautiful Mistake,My Reminder,,,,,,,
The Beatles,Every Little Thing,,,,,,,
Feeder,Turn,,,,,,,
Scar Symmetry,Orchestrate The Infinite,,,,,,,
Fleetwood Mac,Oh Daddy,,,,,,,
William Shatner,It Hasn'T Happened Yet,,,,,,,
Hot Chip,Whistle For Will,,,,,,,
Alkaline Trio,The Poison,,,,,,,
I Am Kloot,The Same Deep Water As Me,,,,,,,
Blood Red Shoes,Adhd,,,,,,,
Mae,Runaway,,,,,,,
The Thermals,Here'S Your Future,,,,,,,
Christina Aguilera,Can'T Hold Us Down (Feat. Lil' Kim),,,,,,,
Phoenix,Congratulations,,,,,,,
Wilco,Kingpin,,,,,,,
Thurston Moore,Silver&Gt;Blue,,,,,,,
Skinny Puppy,Candle,,,,,,,
Skinny Puppy,Scrapyard,,,,,,,
Philip Glass,Mad Rush,,,,,,,
The Subways,Alright,,,,,,,
David Guetta,Winner Of The Game (Feat. Jd Davis),,,,,,,
Manu Chao,A Cosa,,,,,,,
Manic Street Preachers,Suicide Is Painless,,,,,,,
Blind Guardian,The Quest For Tanelorn,,,,,,,
Tori Amos,Little Earthquakes,,,,,,,
Blind Guardian,Theatre Of Pain,,,,,,,
Fennesz & Sakamoto,Oto,,,,,,,
Peaches,Aa Xxx,,,,,,,
Madeleine Peyroux,I'Ll Look Around,,,,,,,
The Tough Alliance,Take No Heroes,,,,,,,
M.I.A.,Dash The Curry Skit,,,,,,,
M83,At The Party,,,,,,,
+44,Little Death,,,,,,,
Madness,Michael Caine,,,,,,,
*Nsync,Girlfriend,,,,,,,
Thursday,At This Velocity,,,,,,,
Chris Vrenna,Falling Down The Rabbit Hole,,,,,,,
Hot Snakes,Xox,,,,,,,
Dimmu Borgir,Entrance,0.6,0.8,0.2,0.4,0.8,0.4,0.6
Eminem,When I'M Gone,,,,,,,
Howard Shore,Twilight And Shadow,,,,,,,
Dillinger,Cocaine In My Brain,,,,,,,
Peter Murphy,I'Ll Fall With Your Knife,,,,,,,
Die Fantastischen Vier,Hoffnung,,,,,,,
Sugababes,Back When,,,,,,,
Sufjan Stevens,To The Workers Of The Rockford River Valley Region,,,,,,,
Hot Hot Heat,Elevator,,,,,,,
Phil Collins,Easy Lover,,,,,,,
Thursday,Concealer,,,,,,,
...And You Will Know Us By The Trail Of Dead,Life,,,,,,,
...And You Will Know Us By The Trail Of Dead,Gold Heart Mountain Top Queen Directory,,,,,,,
Bloodbath,Brave New Hell,,,,,,,
Bloodhound Gang,Magna Cum Nada,,,,,,,
Bloodhound Gang,Ralph Wiggum,,,,,,,
Malajube,Montreal -40C,,,,,,,
Sunny Day Real Estate,Song About An Angel,,,,,,,
Godsmack,Hollow,,,,,,,
Mahogany,Supervitesse (Robin Guthrie Mix),,,,,,,
God'S Bow,My Fault,,,,,,,
The Cribs,You'Re Gonna Lose Us,,,,,,,
Ane Brun,A Temporary Dive,,,,,,,
Kanye West,Good Life,,,,,,,
Kanye West,Never Let You Down,,,,,,,
Spacemen 3,Walkin' With Jesus,,,,,,,
Shelby Lynne,Dream Some,,,,,,,
Rebel Meets Rebel,Nothin' To Lose,,,,,,,
Conjure One,Years,,,,,,,
The Allman Brothers Band,Statesboro Blues,,,,,,,
Conor Oberst,I Don'T Want To Die (In The Hospital),,,,,,,
Shearwater,The Hunter'S Star,,,,,,,
Everclear,Learning How To Smile,,,,,,,
M. Ward,Sweethearts On Parade,,,,,,,
Blink-182,Story Of A Lonely Guy,,,,,,,
M. Ward,Duet For Guitars #3,,,,,,,
Madonna,Candy Perfume Girl,,,,,,,
Blockhead,Expiration Date,,,,,,,
Blink-182,Obvious,,,,,,,
Reagan Youth,No Class,,,,,,,
Machinae Supremacy,Oki Kuma'S Adventure,,,,,,,
M83,Sitting,,,,,,,
Scsi-9,Eclair De Lune,,,,,,,
Ferry Corsten,Possession,,,,,,,
Scott Matthew,Lithium Flower,,,,,,,
Dan Deacon,Okie Dokie,,,,,,,
Dimmu Borgir,Hybrid Stigmata - The Apostasy,,,,,,,
Fields,Brittlesticks,,,,,,,
Bloc Party,Luno (Bloc Party Vs. Death From Above 1979),,,,,,,
Madness,Wings Of A Dove,,,,,,,
Sugarcult,Daddy'S Little Defect,,,,,,,
+44,Lillian,,,,,,,
Blockhead,Jet Son,,,,,,,
Lupe Fiasco,Sunshine,,,,,,,
Scar Symmetry,Seeds Of Rebellion,,,,,,,
Autechre,Piezo,,,,,,,
Tricky,Hell Is Round The Corner,,,,,,,
Dana Fuchs And Jim Sturgess,All You Need Is Love,,,,,,,
Saves The Day,Cars & Calories,,,,,,,
Dios (Malos),Starting Five,,,,,,,
Van She,Kelly (Alan Braxe And Fred Falke Remix),,,,,,,
Say Anything,Admit It!!!,,,,,,,
Fleetwood Mac,Black Magic Woman,,,,,,,
The Besnard Lakes,And You Lied To Me,,,,,,,
The Beta Band,B + A,,,,,,,
The Beta Band,Dogs Got A Bone,,,,,,,
Blue Foundation,History,,,,,,,
The Sword,Freya,,,,,,,
Lucky Soul,Baby I'M Broke,,,,,,,
Mando Diao,Kingdom & Glory,,,,,,,
Blind Guardian,Welcome To Dying,,,,,,,
Savage Garden,Break Me Shake Me,,,,,,,
Lucinda Williams,Car Wheels On A Gravel Road,,,,,,,
Blues Traveler,Stand,,,,,,,
