artist_name,track_name,Vocal Register,Vocal Timbre Thin to Full,Vocal Breathiness,Vocal Smoothness,Vocal Grittiness,Vocal Nasality,Vocal Accompaniment
Descendents,She Don'T Care,,,,,,,
Electric Six,Jimmy Carter,0.6,0.6,0.2,0.4,0.8,0.4,0.6
Jedi Mind Tricks,Heavy Metal Kings (Feat. Ill Bill),,,,,,,
Jedi Mind Tricks,Put Em In The Grave,,,,,,,
Tears For Fears,I Choose You,,,,,,,
田中理恵,Fields Of Hope,,,,,,,
Oasis,Take Me Away,,,,,,,
Jeff Buckley,I Know It'S Over,,,,,,,
Anthrax,Soldiers Of Metal,,,,,,,
Foals,The Race For Radio Supremacy,,,,,,,
Death,Open Casket,,,,,,,
Vangelis,Damask Rose,,,,,,,
Foals,Big Big Love (Fig.1),,,,,,,
Quiet Village,Pillow Talk,,,,,,,
Guano Apes,Break The Line,,,,,,,
The Used,Poetic Tragedy,,,,,,,
Jay-Z,Lost Ones (Feat. Chrissette Michelle),,,,,,,
Guano Apes,Dödel Up,,,,,,,
Ohgr,Earthworm,,,,,,,
Guano Apes,Kiss The Dawn,,,,,,,
The Dears,The Way The World Treats You,,,,,,,
Quim Barreiros,Carvalho,,,,,,,
Guano Apes,High,,,,,,,
Britney Spears,Breathe On Me (Jacques Lu Cont'S Thin White Duke Mix),,,,,,,
Take That,Hold Up A Light,,,,,,,
Muscles,Chocolate Raspberry Lemon & Lime,,,,,,,
Muscles,Hey Muscles I Love You,,,,,,,
Action Painting!,These Things Happen,,,,,,,
The Primitives,Crash,,,,,,,
My Brightest Diamond,The Good & The Bad Guy,,,,,,,
Ada,Cool My Fire (I'M Burning),,,,,,,
Ada,The Red Shoes,,,,,,,
Suburban Kids With Biblical Names,Marry Me,,,,,,,
Zz Top,Stages,,,,,,,
Skinny Puppy,Yes He Ran,,,,,,,
Skold,Neverland (Fuzzy Klub Mix I),,,,,,,
Eminem,When The Music Stop,,,,,,,
Thunderball,Vai Vai,,,,,,,
Skinny Puppy,Who'S Laughing Now?,,,,,,,
Hot Snakes,I Hate The Kids,,,,,,,
My Bloody Valentine,Thorn,,,,,,,
Eminem,Still Don'T Give A Fuck,,,,,,,
R.E.M.,Endgame,0.6,0.6,0.4,0.8,0.2,0.4,0.8
The Knife,Heartbeats(Silent Shout Tour),,,,,,,
The Knife,Silent Shout (Williams Remix),,,,,,,
The Knife,Marble House (Planningtorock Remix),,,,,,,
Groove Armada,What'S Your Version,,,,,,,
Jay-Jay Johanson,Far Away,,,,,,,
Oh No Oh My,Jane Is Fat,,,,,,,
Colder,To The Music,,,,,,,
The Knife,Pass This On (M.A.N.D.Y. Remix),,,,,,,
The Dead Milkmen,Nutrition,,,,,,,
Groove Armada,Healing,,,,,,,
Groove Armada,Be Careful What You Say,,,,,,,
The Who,The Dirty Jobs,,,,,,,
Lali Puna,Geography-5,,,,,,,
Ania Dąbrowska,Nie Ma Nic...,,,,,,,
Apoptygma Berzerk,Stitch,,,,,,,
The Aquabats!,Nerd Alert!,,,,,,,
Kataklysm,The Ambassador Of Pain,,,,,,,
Faithless,Muhammed Ali,,,,,,,
Robbie Williams,Things,,,,,,,
:Wumpscut:,Wreath Of Barbs (Heavy Extended Remix),,,,,,,
Michael Jackson,Is It Scary,,,,,,,
Jazzfinger,Shribble By The Shoals And Stepping Stones,,,,,,,
Chris Vrenna,Tweedle-Dee And Tweedle-Dum,,,,,,,
Peter Doherty,Albion,,,,,,,
Chris Montez,Let'S Dance,,,,,,,
Peter Doherty,Salome,,,,,,,
Howard Shore,The White Tree,,,,,,,
The Format,Career Day,,,,,,,
Skinny Puppy,Knowhere?,,,,,,,
Ladytron,Playgirl (Felix Da Housecat Glitz Clubhead Mix),,,,,,,
Rob Costlow,I Do,,,,,,,
A,Nothing,,,,,,,
The Chemical Brothers,Orange Wedge,,,,,,,
Ani Difranco,Two Little Girls,,,,,,,
Robbie Williams,Better Man,,,,,,,
Rob Zombie,The Devil'S Rejects,,,,,,,
Kate Bush,Delius (Song Of Summer),,,,,,,
Bonnie 'Prince' Billy,Lessons From What'S Poor,,,,,,,
Mujuice,Шелтер Шелтер,,,,,,,
Delroy Wilson,Golden Touch,,,,,,,
The Who,Our Love Was,,,,,,,
Turning Point,Thursday,,,,,,,
Coldcut,Aid Dealer,,,,,,,
Katatonia,Had To (Leave),,,,,,,
Sparks,Talent Is An Asset,,,,,,,
Daddy Yankee,Impacto (Remix) (Feat. Fergie),,,,,,,
Kat Deluna,Unstoppable (Feat. Lil Wayne),,,,,,,
Murder By Death,I'M Afraid Of Who'S Afraid Of Virginia Woolf,,,,,,,
Kashmir,Rocket Brothers,,,,,,,
The Who,Sensation,,,,,,,
Murderdolls,I Love To Say Fuck,,,,,,,
Akufen,Heaven Can Wait,,,,,,,
Akurat,Droga Długa Jest,,,,,,,
Kate Bush,Moving,,,,,,,
Electric Six,Radio Ga Ga,,,,,,,
Toru Okada,A Graveled Street,,,,,,,
Sneaker Pimps,Grazes,,,,,,,
Jawbreaker,Oyster,,,,,,,
The Knife,Manhood,,,,,,,
Anthrax,Keep It In The Family,,,,,,,
The Frames,Rise,,,,,,,
Chris Lake Feat. Nastala,Changes,,,,,,,
Jawbreaker,Lurker Ii: Dark Son Of Night,,,,,,,
Lacuna Coil,Distant Sun,,,,,,,
Jay Reatard,Death Is Forming,,,,,,,
Pete & The Pirates,She Doesn'T Belong To Me,,,,,,,
Jay Reatard,It'S So Easy,,,,,,,
Jay Gordon,Slept So Long,,,,,,,
Maps,Lost My Soul,,,,,,,
The Beatles,Besame Mucho,,,,,,,
Secondhand Serenade,Your Call,,,,,,,
The Beatles,Come Together / Dear Prudence / Cry Baby Cry (Transition),,,,,,,
The Agnostic Mountain Gospel Choir,Go Back Home,0.4,0.6,0.2,0.2,1.0,0.2,0.0
Diary Of Dreams,The Plague,,,,,,,
Kate Bush,Somewhere In Between,,,,,,,
Lou Reed,How Do You Think It Feels,,,,,,,
Bishop Allen,Butterfly Nets,,,,,,,
Maná,Pobre Juan,,,,,,,
Maná,Relax,,,,,,,
Stellastarr*,Love And Longing,,,,,,,
Atreyu,Bleeding Mascara,,,,,,,
Dogs Die In Hot Cars,Lounger,,,,,,,
Dave Edmunds,Git It,,,,,,,
Feel,Jak Anioła Głos,,,,,,,
R.E.M.,Harborcoat,,,,,,,
Dave Gahan,Miracles,,,,,,,
Coldplay,Lost! (Feat. Jay-Z),,,,,,,
Escape The Fate,Not Good Enough For Truth In Cliche,,,,,,,
Sarah Brightman,Beautiful,,,,,,,
Tori Amos,Hotel,0.8,0.8,0.6,0.8,0.2,0.4,0.6
Sick Terror,Boicote-Me Por Favor,,,,,,,
Tony Moran Feat. Kristine W.,Walk Away (Tony Moran & Warren Rigg Evolution Radio - Intro),,,,,,,
Dave Matthews Band,Dancing Nancies,,,,,,,
Okkervil River,Blanket And Crib,,,,,,,
Okkervil River,Westfall,,,,,,,
Testament,Eyes Of Wrath,,,,,,,
Hypocrisy,Compulsive Psychosis,,,,,,,
Skream,Colourful,,,,,,,
Carly Simon,Let The River Run,,,,,,,
Pet Shop Boys,Integral,,,,,,,
Flying Lotus,Auntie'S Harp,,,,,,,
Sarah Mclachlan,Ice Cream,,,,,,,
Flunk,Everything Is Ending Here,,,,,,,
Kate Nash,Fluorescent Adolescent,0.8,0.6,0.6,0.8,0.2,0.4,0.6
Love,You Set The Scene,,,,,,,
Louise Attaque,Ton Invitation,,,,,,,
Louis Xiv,Hey Teacher,,,,,,,
Love,Bummer In The Summer,,,,,,,
The Used,Greener With The Scenery,,,,,,,
Anathema,Far Away,,,,,,,
Muchy,Miasto Doznań,,,,,,,
Anathema,Alternative 4,,,,,,,
Mujuice,Sleza Olenia Shitayshego Sebia Severnim Siyaniem,,,,,,,
Lacuna Coil,Circle,0.6,0.8,0.4,0.6,0.6,0.2,0.6
Katie Melua,Call Off The Search,,,,,,,
Lady Sovereign,Blah Blah,,,,,,,
Lady Gaga,Fashion,,,,,,,
Bonnie 'Prince' Billy,Rich Wife Full Of Happiness,,,,,,,
Lacuna Coil,1.19,,,,,,,
Mstrkrft,Vuvuvu,,,,,,,
᛬ᚻᛖᛚᚱᚢᚾᚨᚱ᛬,Frostnacht,,,,,,,
Kathleen Edwards,In State,,,,,,,
Coldplay,Only Superstition,,,,,,,
Coldplay,Rainy Day,,,,,,,
Cartel,Write This Down,,,,,,,
The Kinks,Supersonic Rocket Ship,,,,,,,
Carry On,Roll With The Punches,,,,,,,
Hypocrisy,Paradox,,,,,,,
Bright Eyes,Spent On Rainy Days,,,,,,,
Hypocrisy,Killing Art,,,,,,,
Jason Collett,Papercut Hearts,,,,,,,
The Kinks,Strangers,,,,,,,
Mr. Bungle,Violenza Domestica,,,,,,,
Kavinsky,Testarossa Nightdrive,,,,,,,
W.A.S.P.,On Your Knees,,,,,,,
Rob Zombie,100 Ways,,,,,,,
Mr. Bungle,Egg,,,,,,,
Jane'S Addiction,Three Days,,,,,,,
Greenskeepers,Filipino Phil,,,,,,,
Anathema,Goodbye Cruel World,,,,,,,
Craig Armstrong,Finding Beauty,,,,,,,
Gary Numan,A Question Of Faith,,,,,,,
The Alan Parsons Project,Sirius,,,,,,,
The Who,Fiddle About,0.6,0.4,0.2,0.4,0.8,0.6,0.6
Tim Hecker,Harmony In Blue I,,,,,,,
Jason Mraz,Love For A Child,,,,,,,
Jarvis Cocker,I Can'T Forget,,,,,,,
Bright Eyes,Touch,,,,,,,
Feeder,Miss You,,,,,,,
Kate Voegele,One Way Or Another,,,,,,,
Mudvayne,Not Falling,,,,,,,
Kate Voegele,Only Fooling Myself,,,,,,,
Mujuice,Dampdemo,,,,,,,
Tenhi,Vähäinen Violetissa,,,,,,,
Hüsker Dü,Chartered Trips,,,,,,,
Jan Jelinek,Moiré (Strings),,,,,,,
Anathema,The Silent Enigma,,,,,,,
Tenhi,Viimeiseen,,,,,,,
Alkaline Trio,You'Re Dead,,,,,,,
Pelican,Aurora Borealis,,,,,,,
Japan,Taking Islands In Africa,,,,,,,
Pelican,City Of Echoes,,,,,,,
Demi Lovato,Party,,,,,,,
Emilíana Torrini,If You Go Away,,,,,,,
Emilíana Torrini,Fireheads,,,,,,,
Ra Ra Riot,Run My Mouth,,,,,,,
R.E.M.,Radio Song,,,,,,,
Grendel,Harsh Generation,,,,,,,
Shugo Tokumaru,Parachute,,,,,,,
The Aislers Set,The Train #1,,,,,,,
Bad Religion,Generator,,,,,,,
Daughtry,There And Back Again,,,,,,,
Demarco,Duppy Know Who Fi Frighten,,,,,,,
Pere Ubu,Over My Head,,,,,,,
Fluke,Absurd,,,,,,,
The Aislers Set,Hit The Snow,,,,,,,
Fluke,Zion,,,,,,,
Mouse On Mars,Download Sofist,,,,,,,
Anberlin,Love Song,,,,,,,
Ted Leo And The Pharmacists,Hearts Of Oak,,,,,,,
William Shatner,Common People (Feat. Joe Jackson),,,,,,,
The Bird And The Bee,My Love,,,,,,,
Flying Lotus,Auntie'S Lock/Infinitium (Feat. Laura Darlington),,,,,,,
Flykkiller,Peroxide,,,,,,,
16 Horsepower,Silver Saddle,,,,,,,
Third Eye Blind,Wounded,,,,,,,
16 Horsepower,Splinters,,,,,,,
Bluetech,Prayers For The Rain (In Dub),,,,,,,
Daedelus,Bahia,,,,,,,
Biffy Clyro,Love Has A Diameter,,,,,,,
Rob Dougan,Clubbed To Death (Kurayamino Mix),,,,,,,
The Submarines,Vote,,,,,,,
Kelly Clarkson,Judas,,,,,,,
Green Day,Armatage Shanks,,,,,,,
Manu Chao,El Hoyo,,,,,,,
Low,Silver Rider,,,,,,,
Manowar,I Believe,,,,,,,
Apostle Of Hustle,Chances Are,,,,,,,
The Submarines,Clouds,,,,,,,
Dark Tranquillity,Fabric,,,,,,,
Motörhead,On Your Feet Or On Your Knees,,,,,,,
Colleen,Floating In The Clearest Night,,,,,,,
Ac/Dc,Love At First Feel,,,,,,,
Motörhead,Sucker,,,,,,,
Mouse On Mars,Yippie,,,,,,,
Mount Eerie,I Hold Nothing,,,,,,,
Kelis,Millionaire (Feat. André 3000),,,,,,,
Kelis,Bossy,,,,,,,
The Kinks,Do You Remember Walter?,,,,,,,
I Am Kloot,Mermaids,,,,,,,
Xiu Xiu,The Pineapple Vs. The Watermelon,,,,,,,
Om,Annapurna,,,,,,,
Janet Jackson,That'S The Way Love Goes,,,,,,,
Teedra Moses,Caution,,,,,,,
One Day As A Lion,One Day As A Lion,,,,,,,
Wagon Christ,Cris Chana,,,,,,,
Jamiroquai,Use The Force,,,,,,,
Deadbeat,Port-Au-Prince,,,,,,,
Jane'S Addiction,Up The Beach,,,,,,,
R.E.M.,Sad Professor,,,,,,,
Xiu Xiu,Fast Car,,,,,,,
Deadmau5,Not Exactly,,,,,,,
Emilie Autumn,Girls Just Wanna Have Fun,0.8,0.6,0.8,0.6,0.2,0.4,0.8
Elio E Le Storie Tese,Urna,,,,,,,
Armand Van Helden,Sugar,,,,,,,
The Kills,Gypsy Death & You,,,,,,,
Opeth,Burden,,,,,,,
Manowar,The Gods Made Heavy Metal,,,,,,,
James Morrison,You Make It Real,,,,,,,
Emilie Autumn,Dominant,,,,,,,
Jamie Cullum,Frontin',,,,,,,
Emilie Autumn,A Cure?,,,,,,,
The Sea And Cake,Crossing Line,,,,,,,
Datarock,Fa Fa Fa,,,,,,,
The Album Leaf,Another Day (Revised),,,,,,,
Tim Vanhamel,Like A Fire,,,,,,,
Ac/Dc,Go Down,,,,,,,
Green Day,Long View,,,,,,,
Drive Like Jehu,Here Come The Rome Plows,,,,,,,
Alabama 3,Woke Up This Morning,,,,,,,
Daughters Of Gaia,Reawakening,,,,,,,
Ulver,Catalept,0.6,0.6,0.8,0.8,0.2,0.4,0.4
Cradle Of Filth,Tortured Soul Asylum,,,,,,,
The Chills,Pink Frost,,,,,,,
Cradle Of Filth,Dusk And Her Embrace,,,,,,,
L.A. Guns,No Mercy,,,,,,,
The Wallflowers,6Th Avenue Heartache,,,,,,,
The Sea And Cake,Coconut,,,,,,,
State Radio,Mr. Larkin,,,,,,,
State Radio,Riddle In Londontown,,,,,,,
The Damned,Feel The Pain,,,,,,,
The Damned,Smash It Up,,,,,,,
Radiohead,Wonderwall,,,,,,,
Voxtrot,Real Live Version,,,,,,,
Symphony X,Communion And The Oracle,,,,,,,
Ac/Dc,Cover You In Oil,,,,,,,
Benoît Pioulard,Together & Down,,,,,,,
Opeth,Soldier Of Fortune,,,,,,,
Ac/Dc,Burnin' Alive,,,,,,,
Opeth,Remember Tomorrow,,,,,,,
Cradle Of Filth,Heaven Torn Asunder,,,,,,,
Gavin Degraw,Just Friends,,,,,,,
Bono & Edge,Slow Dancing,,,,,,,
The Killers,Why Don'T You Find Out For Yourself (Radio 1 Session),0.6,0.6,0.4,0.6,0.6,0.4,0.4
Riverside,Beyond The Eyelids,,,,,,,
Manic Street Preachers,Interiors (Song For Willem De Kooning),,,,,,,
The Bird And The Bee,Carol Of The Bells,,,,,,,
Lovedrug,Down Towards The Healing,,,,,,,
The Futureheads,Walking Backwards,,,,,,,
The Bird And The Bee,Birthday,,,,,,,
Cascada,Bad Boy,,,,,,,
Peggy Lee,Black Coffee,,,,,,,
Blue Öyster Cult,Take Me Away,,,,,,,
菅野よう子,Gotta Knock A Little Harder,,,,,,,
Daft Punk,Harder Better Faster Stronger (Alive Radio Edit),,,,,,,
Flight Of The Conchords,I'M Not Crying,,,,,,,
Flight Of The Conchords,The Prince Of Parties,,,,,,,
Flowing Tears,Serpentine,,,,,,,
Saul Williams,African Student Movement,,,,,,,
Low,Just Stand Back,,,,,,,
Oppenheimer,This Is Not A Test,,,,,,,
Orange Juice,Blue Boy,0.6,0.4,0.2,0.6,0.2,0.4,0.4
Orange Range,* ~Asterisk~,,,,,,,
James Figurine,55566688833,,,,,,,
James,Say Something,,,,,,,
Manic Street Preachers,Life Becoming A Landslide,,,,,,,
Jamelia,Superstar,,,,,,,
Pearl Jam,Last Exit,,,,,,,
Alison Krauss,It Wouldn'T Have Made Any Difference,,,,,,,
Pearl Jam,Cropduster,,,,,,,
James,Born Of Frustration,,,,,,,
Alison Krauss,Maybe,,,,,,,
De La Soul,A Little Bit Of Soap,,,,,,,
The Killers,Glamorous Indie Rock & Roll,,,,,,,
Children Of Bodom,Talk Dirty To Me,,,,,,,
James Morrison,The Last Goodbye,,,,,,,
Bright Eyes,Amy In The White Coat,,,,,,,
Brian Wilson,Heroes And Villains,,,,,,,
Gravity Kills,Drown,,,,,,,
The Protomen,Funeral For A Son,,,,,,,
Gravity Kills,Here,,,,,,,
Kent,Kungen Är Död,,,,,,,
Deadbeat,Slow Rot From Rhetoric,,,,,,,
Orbital,Waving Not Drowning,,,,,,,
The Whitest Kids U' Know,Dinosaur Rap,,,,,,,
Andrea Bocelli,Con Te Partirò,,,,,,,
Motion City Soundtrack,It Had To Be You,,,,,,,
Grandaddy,At My Post,,,,,,,
Kylie Minogue,Dancefloor,0.8,0.6,0.6,0.8,0.2,0.4,0.6
Volbeat,Soulweeper,,,,,,,
The Cure,The Exploding Boy,,,,,,,
Rainbow,Long Live Rock 'N' Roll,,,,,,,
Rise Against,Heaven Knows,,,,,,,
The San Francisco Gay Men'S Chorus,We Sail The Ocean Blue,0.6,0.8,0.2,0.8,0.0,0.2,1.0
The Saturdays,Up,,,,,,,
Kyuss,Thee Ol' Boozeroony,,,,,,,
Bonobo,If You Stayed Over (Reprise),,,,,,,
Brian Eno,Under Stars,,,,,,,
Ramones,Baby I Love You,,,,,,,
Ringside,Tired Of Being Sorry,,,,,,,
Rinaldi Sings,A Matter Of Life & Death,,,,,,,
Kyuss,Jumbo Blimp Jumbo,,,,,,,
Bear Vs. Shark,What A Horrible Night For A Curse,,,,,,,
The Cinematic Orchestra,Yoyo Waltz,,,,,,,
Keren Ann,Dimanche En Hiver,0.6,0.6,0.8,1.0,0.2,0.4,0.4
Gemini Five,Babylon Rockets,,,,,,,
The Cinematic Orchestra,Everyday,,,,,,,
Rise Against,Anywhere But Here,,,,,,,
Brian Mcfadden,Real To Me,,,,,,,
The Psychedelic Furs,Here Come Cowboys,,,,,,,
The Psychedelic Furs,Into You Like A Train,,,,,,,
Absurd Minds,Essence,,,,,,,
The White Stripes,Well It'S True That We Love One Another,,,,,,,
Brian Reitzell,On The Subway,,,,,,,
Ani Difranco,Dilate,,,,,,,
Gouryella,Tenshi,,,,,,,
Manic Street Preachers,Socialist Serenade,,,,,,,
Volbeat,River Queen,,,,,,,
Kettcar,Handyfeuerzeug Gratis Dazu,,,,,,,
Kent,Mannen I Den Vita Hatten (16 År Senare),,,,,,,
Ketil Bjørnstad,Prelude 19,,,,,,,
Graham Coxon,You & I,,,,,,,
Andrew Bird,Darkmatter,,,,,,,
Emily Haines,Bore,,,,,,,
Elizabeth Fraser And Jeff Buckley,All Flowers In Time,,,,,,,
Small Faces,It'S Too Late,,,,,,,
Orbital,The Box,,,,,,,
Slowdive,Celia'S Dream,,,,,,,
The San Francisco Gay Men'S Chorus,My Gallant Crew,,,,,,,
Manic Street Preachers,Drug Drug Druggy,,,,,,,
Mims,This Is Why I'M Hot (Radio),,,,,,,
Manic Street Preachers,Emily,,,,,,,
Children Of Bodom,One Day You Will Cry,,,,,,,
Bent,As You Fall,,,,,,,
Children Of Bodom,Smile Pretty For The Devil,,,,,,,
Ella Fitzgerald,I Get A Kick Out Of You,,,,,,,
Pearl Jam,Alive (Live),,,,,,,
Emily Haines & The Soft Skeleton,Sprig,0.8,0.6,0.8,0.8,0.2,0.4,0.4
The Beta Band,Rhododendron,,,,,,,
Mindless Self Indulgence,Backmask,,,,,,,
At The Drive-In,Blue Tag,,,,,,,
Mindless Self Indulgence,Boomin',,,,,,,
The Beta Band,Round The Bend,,,,,,,
Antidote,No Nazis In Punk,,,,,,,
Mandy Moore,Only Hope,,,,,,,
Lucas Prata,And She Said (Valentin Radio Mix),,,,,,,
Tonic,You Wanted More,,,,,,,
T.A.T.U.,Nas Ne Dogonyat,,,,,,,
Unkle,Broken,,,,,,,
Azure Ray,Sea Of Doubts,,,,,,,
Mos Def,Fear Not Of Man,,,,,,,
Gorillaz,The Swagga,0.4,0.6,0.4,0.6,0.6,0.4,0.6
Mors Principium Est,Two Steps Away,,,,,,,
Dream Theater,Never Enough,,,,,,,
Pavement,At & T,,,,,,,
Alif Tree,I Feel Blue,,,,,,,
The Juliana Hatfield Three,For The Birds,,,,,,,
The Juliana Hatfield Three,Spin The Bottle,,,,,,,
Cassius,All I Want,,,,,,,
The Kelly Family,Fell In Love With An Alien,,,,,,,
Saul Williams,Tr(N)Igger,,,,,,,
Jamal,Policeman,,,,,,,
Alanis Morissette,Spineless,,,,,,,
Children Of Bodom,Bed Of Nails,,,,,,,
Thrice,For Miles,,,,,,,
Idlewild,Actually It'S Darkness,,,,,,,
Ida Maria,Oh My God,,,,,,,
Iced Earth,My Own Savior,,,,,,,
Iced Earth,Dragon'S Child,,,,,,,
Morrissey,Used To Be A Sweet Boy,,,,,,,
Combichrist,I'M Happy Anyway,,,,,,,
Gorillaz,Dirty Harry (Feat. Bootie Brown),,,,,,,
Brian Eno & David Byrne,Mea Culpa,,,,,,,
Beck,He'S A Mighty Good Leader,,,,,,,
Idlewild,Goodnight,,,,,,,
Mors Principium Est,Sinners Defeat,,,,,,,
Os Mutantes,Adeus Maria Fulô,,,,,,,
Booka Shade,Body Language,,,,,,,
Ministry,Deity,,,,,,,
Kurtis Blow,The Breaks,,,,,,,
Andrew Lloyd Webber,Angel Of Music,,,,,,,
Booka Shade,Control Me,,,,,,,
Ramones,I Want You Around,,,,,,,
Combichrist,Feed Your Anger,,,,,,,
Édith Piaf,Padam Padam,,,,,,,
The Unicorns,Evacuatin' Somethin' Warm,,,,,,,
Saves The Day,Wednesday The Third,,,,,,,
Feel,W Odpowiedzi Na Twój List,,,,,,,
Avantasia,Prelude,,,,,,,
Alanis Morissette,That Particular Time,,,,,,,
Saxon Shore,Marked With The Knowledge,,,,,,,
X,The World'S A Mess; It'S In My Kiss,,,,,,,
Genesis,Alone Tonight,,,,,,,
Jakalope,Feel It,,,,,,,
Atmosphere,Suicidegirls,,,,,,,
Don'T Panic,Coldplay,,,,,,,
Mando Diao,Mr. Moon,,,,,,,
Tom Waits,House Where Nobody Lives,,,,,,,
Feist,Lovertits,,,,,,,
Dance Nation,Sunshine (Cor Fijneman'S Feel Fine Remix),,,,,,,
1200 Micrograms,Stoned Henge,,,,,,,
Eva Cassidy,Time Is A Healer,,,,,,,
Émilie Simon,Dernier Lit,,,,,,,
Unkle,Inside,,,,,,,
Covenant,Prometheus,,,,,,,
Brian Eno,Silver Morning,,,,,,,
The Warlocks,Bleed Without You Babe,,,,,,,
Ringside,Criminal,,,,,,,
Gene,Fill Her Up,,,,,,,
Avantasia,The Scarecrow,,,,,,,
Savage Garden,Santa Monica,,,,,,,
Dido,See The Sun,,,,,,,
Kid Rock,American Bad Ass,,,,,,,
Mors Principium Est,The Harmony Remains,,,,,,,
Unkle,Panic Attack,,,,,,,
Arab Strap,Fine Tuning,,,,,,,
Dashboard Confessional,For You To Notice,,,,,,,
Cat Power,Woman Left Lonely,,,,,,,
Booka Shade,Solo City,,,,,,,
The Georgia Satellites,Dan Takes Five,,,,,,,
Wu-Tang Clan,Unpredictable (Feat. Dexter Wiggle),,,,,,,
Jack Off Jill,Losing His Touch,,,,,,,
Other Men,Uhhhh…,,,,,,,
Otis Redding,A Change Is Gonna Come,,,,,,,
The Cure,Labyrinth,,,,,,,
The Cure,Lets Go To Bed,,,,,,,
Combichrist,Today We Are All Demons,,,,,,,
Kill Hannah,Kennedy,,,,,,,
Ramsey Lewis,Sun Goddess,,,,,,,
T.A.T.U.,All The Things She Said (Karaoke Mix),,,,,,,
Rancid,The Way I Feel,,,,,,,
Idlewild,Finished It Remains,,,,,,,
Beastie Boys,Futterman'S Rule,,,,,,,
Atmosphere,Can'T Break,,,,,,,
Stateless,Bloodstream,,,,,,,
Static-X,Burn To Burn,,,,,,,
Ayreon,Age Of Shadows (Edit),,,,,,,
Morning Runner,Work,,,,,,,
The Pussycat Dolls,Wait A Minute,,,,,,,
Rancid,Life Won'T Wait,,,,,,,
Jaga Jazzist,Swedenborgske Rom,,,,,,,
The Juliana Hatfield Three,This Is The Sound,,,,,,,
The Juliana Hatfield Three,A Dame With A Rod,,,,,,,
The Gathering,When The Sun Hits,,,,,,,
Three Drives,Greece 2000 (Dj Shog Remix),,,,,,,
Chikinki,Hate Tv,,,,,,,
Chicks On Speed,Warm Leatherette,,,,,,,
Thrice,Between The End And Where We Lie,,,,,,,
Man Man,Black Mission Goggles,,,,,,,
Lucybell,Sembrando,,,,,,,
Drain Sth,Serve The Shame,,,,,,,
Manchester Orchestra,Wolves At Night,,,,,,,
Blue Man Group,Tension Song,,,,,,,
Blue Man Group,Feast Picking,,,,,,,
The Tea Party,Walking Wounded,,,,,,,
Blind Guardian,The Bard'S Song: The Hobbit,,,,,,,
Dread Zeppelin,The Girl I Love,0.6,0.8,0.4,0.6,0.8,0.4,0.6
Department Of Eagles,Therapy Car Noise,,,,,,,
The Russian Futurists,Hurtin' 4 Certain,,,,,,,
Dream Theater,Blind Faith,,,,,,,
Killing The Dream,Save. Our. Ship,,,,,,,
