artist_name,track_name,Vocal Register,Vocal Timbre Thin to Full,Vocal Breathiness,Vocal Smoothness,Vocal Grittiness,Vocal Nasality,Vocal Accompaniment
Dashboard Confessional,Several Ways To Die Trying,,,,,,,
Onerepublic,Tyrant,,,,,,,
Yeasayer,Sunrise,,,,,,,
British Sea Power,Remember Me,,,,,,,
The Streets,Could Well Be In,,,,,,,
Katatonia,For My Demons,,,,,,,
Ozzy Osbourne,Perry Mason,,,,,,,
Pj Harvey,My Beautiful Leah,,,,,,,
Pj Harvey,It'S You,,,,,,,
Café Tacvba,Eres,,,,,,,
The Ethiopians,Wreck It Up,0.6,0.6,0.4,0.8,0.4,0.6,0.8
The Beatles,Blue Jay Way,,,,,,,
Snoop Dogg,Sexual Eruption,,,,,,,
Adele,First Love,,,,,,,
The Knife,Handy-Man,,,,,,,
U2,One Step Closer,,,,,,,
Justin Timberlake,What Goes Around.../...Comes Around (Interlude),,,,,,,
Adele,Crazy For You,,,,,,,
The Beatles,Any Time At All,,,,,,,
Sons And Daughters,Dance Me In,,,,,,,
Sentenced,Despair-Ridden Hearts,,,,,,,
Sonic Youth,Providence,,,,,,,
Ladytron,The Lovers,,,,,,,
Modest Mouse,The Ocean Breathes Salty,,,,,,,
Sonic Youth,Mary-Christ,,,,,,,
Jimmy Eat World,Carry You,,,,,,,
Arch Enemy,Dead Eyes See No Future,,,,,,,
Jimmy Eat World,Cautioners,,,,,,,
Tegan And Sara,City Girl,,,,,,,
The Long Blondes,Autonomy Boy,,,,,,,
Morrissey,Piccadilly Palare,,,,,,,
The Police,Synchronicity Ii,,,,,,,
Architecture In Helsinki,Nothing'S Wrong,,,,,,,
Aphex Twin,Alberto Balsam,,,,,,,
Ben Harper,Diamonds On The Inside,,,,,,,
Beastie Boys,Shake Your Rump,0.4,0.6,0.2,0.4,0.6,0.4,0.4
Pixies,Head On,,,,,,,
Take That,Shine,,,,,,,
White Lies,From The Stars,,,,,,,
Le Tigre,Let'S Run,,,,,,,
The Beatles,For You Blue,,,,,,,
Aphex Twin,Cornish Acid,,,,,,,
Soundgarden,Outshined,,,,,,,
The Prodigy,Action Radar,0.6,0.4,0.8,0.4,0.6,0.4,0.6
Ludwig Van Beethoven,Moonlight Sonata,,,,,,,
Jimi Hendrix,Spanish Castle Magic,,,,,,,
Him,For You,,,,,,,
Múm,Blessed Brambles,,,,,,,
The Decemberists,Sons & Daughters,,,,,,,
The Jesus And Mary Chain,Here Comes Alice,,,,,,,
Múm,The Island Of Children'S Children,,,,,,,
Volbeat,Sad Man'S Tongue,,,,,,,
Hellogoodbye,Shimmy Shimmy Quarter Turn,,,,,,,
Air,Sex Born Poison,,,,,,,
Asobi Seksu,Red Sea,,,,,,,
Hellogoodbye,Stuck To You,,,,,,,
The Cranberries,Free To Decide,,,,,,,
Tool,Jerk-Off (Live),,,,,,,
The Duke Spirit,Hello To The Floor,,,,,,,
The Rakes,Violent,,,,,,,
Guns N' Roses,Shackler'S Revenge,,,,,,,
Simon & Garfunkel,Scarborough Fair/Canticle,,,,,,,
Les Savy Fav,Pots & Pans,,,,,,,
Azure Ray,Sleep,,,,,,,
Architecture In Helsinki,Same Old Innocence,,,,,,,
Craig Armstrong,This Love,,,,,,,
The Beatles,Little Child,,,,,,,
Whitesnake,Judgement Day,,,,,,,
T. Rex,Ride A White Swan,,,,,,,
Grandaddy,The Go In The Go-For-It,,,,,,,
Grateful Dead,Box Of Rain,,,,,,,
Bush,Letting The Cables Sleep,,,,,,,
Maroon 5,Not Coming Home,,,,,,,
M. Ward,Poison Cup,,,,,,,
The Pigeon Detectives,I Found Out,,,,,,,
Against Me!,Thrash Unreal,,,,,,,
Why?,A Sky For Shoeing Horses Under,,,,,,,
Kraftwerk,The Robots,0.4,0.2,0.0,0.8,0.0,0.4,0.0
Bush,Cold Contagious,,,,,,,
John Mayer,I Don'T Trust Myself (With Loving You),,,,,,,
Blind Guardian,Fly,,,,,,,
Echo & The Bunnymen,Silver,,,,,,,
Ambulance Ltd,Stay Where You Are,,,,,,,
Alanis Morissette,Uninvited,,,,,,,
Mogwai,Time And A Half,,,,,,,
Laura Marling,My Manic And I,,,,,,,
Gnarls Barkley,Go Go Gadget Gospel,,,,,,,
Nine Inch Nails,Dead Souls,,,,,,,
Nine Inch Nails,13 Ghosts Ii,,,,,,,
Gotan Project,Tango Canción,,,,,,,
Amorphis,I Of Crimson Blood,,,,,,,
Tegan And Sara,You Went Away,,,,,,,
The Dandy Warhols,Cool Scene,,,,,,,
Siouxsie And The Banshees,Peek-A-Boo,,,,,,,
Doves,Here It Comes,,,,,,,
Why?,These Few Presidents,,,,,,,
Holy Fuck,Lovely Allen,,,,,,,
The Chemical Brothers,A Modern Midnight Conversation,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Why?,Song Of The Sad Assassin,,,,,,,
Animal Collective,Derek,,,,,,,
Antony And The Johnsons,Deeper Than Love,,,,,,,
System Of A Down,Peephole,,,,,,,
Wilco,We'Re Just Friends,0.4,0.6,0.8,0.6,0.4,0.4,0.4
Cansei De Ser Sexy,Rat Is Dead (Rage),,,,,,,
Starsailor,Poor Misguided Fool,,,,,,,
Be Your Own Pet,Bog,,,,,,,
Hot Chip,Baby Said,,,,,,,
Van Halen,Top Of The World,0.6,0.8,0.2,0.6,0.4,0.2,0.6
Phoenix,Lost And Found,,,,,,,
Tori Amos,Way Down,,,,,,,
Guns N' Roses,Attitude,,,,,,,
Oasis,Rockin' Chair,,,,,,,
Adam Green,Down On The Street,,,,,,,
Matchbox Twenty,Last Beautiful Girl,,,,,,,
Breaking Benjamin,Dance With The Devil,,,,,,,
Ashley Tisdale,So Much For You,,,,,,,
Apparat,You Don'T Know Me,,,,,,,
Sex Pistols,Emi,,,,,,,
Abba,Super Trouper,,,,,,,
The Cure,A Short Term Effect,,,,,,,
The Smiths,Golden Lights,,,,,,,
Pet Shop Boys,I'M With Stupid,,,,,,,
The Fratellis,Vince The Loveable Stoner,,,,,,,
Devendra Banhart,Poughkeepsie,,,,,,,
Desmond Dekker,Israelites,,,,,,,
Minor Threat,Minor Threat,,,,,,,
The Perishers,Sway,,,,,,,
Mastodon,Aqua Dementia,0.6,0.8,0.2,0.2,0.8,0.4,0.4
New Order,Thieves Like Us,,,,,,,
All Saints,Pure Shores,,,,,,,
The Flaming Lips,The Spark That Bled,,,,,,,
Depeche Mode,When The Body Speaks,,,,,,,
Creedence Clearwater Revisited,I Heard It Through The Grapevine,,,,,,,
Radiohead,Last Flowers,,,,,,,
Ensiferum,Lai Lai Hei,,,,,,,
Lo-Fi-Fnk,Wake Up,,,,,,,
Queens Of The Stone Age,Broken Box,,,,,,,
Mstrkrft,Neon Knights,,,,,,,
The New Pornographers,Failsafe,0.6,0.6,0.4,0.8,0.2,0.4,0.8
Sarah Mclachlan,Adia,,,,,,,
The National,Mr. November,,,,,,,
Alkaline Trio,Radio,,,,,,,
The Hold Steady,Hot Soft Light,,,,,,,
Stone Sour,Hell & Consequences,,,,,,,
Clor,Love + Pain,,,,,,,
The Doors,Wild Child,,,,,,,
Thievery Corporation,Shadows Of Ourselves,,,,,,,
Leonard Cohen,Tower Of Song,,,,,,,
Lemon Jelly,Nice Weather For Ducks,,,,,,,
Metronomy,My Heart Rate Rapid,,,,,,,
Exodus,Bonded By Blood,,,,,,,
Metric,Satellite Mind,,,,,,,
She Wants Revenge,Red Flags And Long Nights,,,,,,,
The Maccabees,Latchmere,,,,,,,
Paramore,Here We Go Again,,,,,,,
Johnny Cash,The Mercy Seat,,,,,,,
Cobra Starship,Snakes On A Plane (Bring It),,,,,,,
Rufus Wainwright,Between My Legs,,,,,,,
Children Of Bodom,Warheart,,,,,,,
Iamx,This Will Make You Love Again,,,,,,,
Iamx,Mercy,,,,,,,
Booka Shade,Darko,,,,,,,
Bright Eyes,True Blue,,,,,,,
Children Of Bodom,Hatebreeder,0.6,0.8,0.2,0.4,0.8,0.4,0.4
Dispatch,Two Coins,,,,,,,
Infected Mushroom,Cities Of The Future,,,,,,,
Sublime,Pawn Shop,,,,,,,
Kyuss,Thumb,,,,,,,
The New Pornographers,Streets Of Fire,,,,,,,
Rush,Fly By Night,,,,,,,
The New Pornographers,Three Or Four,,,,,,,
Saosin,Sleepers,,,,,,,
Bonobo,Shadowtricks,,,,,,,
R.E.M.,Begin The Begin,,,,,,,
Gorillaz,New Genious (Brother),,,,,,,
Bloc Party,Talons,,,,,,,
Kylie Minogue,The One,,,,,,,
Evanescence,The Only One,,,,,,,
Death From Above 1979,Blood On Our Hands (Justice Remix),,,,,,,
The All-American Rejects,My Paper Heart,,,,,,,
Gomez,Notice,,,,,,,
Dashboard Confessional,Am I Missing,,,,,,,
Nirvana,Aneurysm,,,,,,,
Soda Stereo,Signos,,,,,,,
Evanescence,Farther Away,,,,,,,
Lamb,Cotton Wool,,,,,,,
Björk,Submarine,,,,,,,
Dir En Grey,The Final,,,,,,,
Dido,Do You Have A Little Time,,,,,,,
The Pretenders,Don'T Get Me Wrong,0.6,0.8,0.4,0.8,0.4,0.4,0.6
Maná,Somos Mar Y Arena,,,,,,,
!!!,Infinifold,,,,,,,
Mazzy Star,Halah,,,,,,,
Sufjan Stevens,Seven Swans,,,,,,,
Tori Amos,Baker Baker,0.8,0.8,0.8,1.0,0.2,0.2,0.0
Suede,The Wild Ones,,,,,,,
Keane,Playing Along,,,,,,,
Machine Head,Imperium,,,,,,,
The Velvet Underground,European Son,,,,,,,
Bloodhound Gang,The Ballad Of Chasey Lain,,,,,,,
Emilíana Torrini,Nothing Brings Me Down,,,,,,,
Chemistry,Wings Of Words [Tv Size],,,,,,,
Empire Of The Sun,Half Mast,,,,,,,
Dido,Who Makes You Feel,,,,,,,
Electrelane,To The East,,,,,,,
Supergrass,Caught By The Fuzz,,,,,,,
Culture Club,Karma Chameleon,,,,,,,
Colin Hay,Overkill,,,,,,,
Coldplay,One I Love,,,,,,,
Bob Dylan,Queen Jane Approximately,,,,,,,
The Verve,Noise Epic,,,,,,,
Anna Nalick,Citadel,,,,,,,
The Raconteurs,Hold Up,,,,,,,
The Kills,Pull A U,,,,,,,
Funeral For A Friend,Recovery,,,,,,,
Fleetwood Mac,Never Going Back Again,,,,,,,
Dj Shadow,Changeling,,,,,,,
Leonard Cohen,I'M Your Man,,,,,,,
Muse,Crying Shame,,,,,,,
Anton Maiden,Revelations,,,,,,,
Calexico,Cruel,,,,,,,
Sting,Fragile,,,,,,,
Depeche Mode,The Bottom Line,,,,,,,
The Magnetic Fields,Let'S Pretend We'Re Bunny Rabbits,,,,,,,
...And You Will Know Us By The Trail Of Dead,Baudelaire,,,,,,,
Morcheeba,Part Of The Process,,,,,,,
Wheatus,Teenage Dirtbag,,,,,,,
U2,In God'S Country,,,,,,,
Jimmy Eat World,Let It Happen,,,,,,,
The Rapture,Pieces Of The People We Love,,,,,,,
Morcheeba,Lighten Up,,,,,,,
Limp Bizkit,Rollin' (Air Raid Vehicle),,,,,,,
The Beatles,Ask Me Why,,,,,,,
The Avalanches,A Different Feeling,,,,,,,
Cake,Comfort Eagle,,,,,,,
U2,Moment Of Surrender,,,,,,,
Dashboard Confessional,As Lovers Go,,,,,,,
Hard-Fi,Unnecessary Trouble,,,,,,,
Minus The Bear,Knights,,,,,,,
Anna Ternheim,To Be Gone,,,,,,,
The New Pornographers,Loose Translation,,,,,,,
The Gathering,Black Light District,,,,,,,
Bonobo,The Plug,,,,,,,
Pearl Jam,Light Years,,,,,,,
The Brian Jonestown Massacre,Open Heart Surgery,,,,,,,
Primal Scream,Come Together,,,,,,,
...And You Will Know Us By The Trail Of Dead,Heart In The Hand Of The Matter,,,,,,,
Evanescence,Breathe No More,,,,,,,
Gorillaz,Slow Country,,,,,,,
Death Cab For Cutie,This Charming Man,,,,,,,
The Kills,Rodeo Town,,,,,,,
Deerhunter,Cover Me (Slowly),0.6,0.4,0.8,0.8,0.2,0.4,0.0
Happy Mondays,Kinky Afro,0.4,0.6,0.2,0.4,0.6,0.4,0.6
Ac/Dc,Big Jack,,,,,,,
Three Days Grace,Time Of Dying,,,,,,,
Foo Fighters,Cold Day In The Sun,,,,,,,
Os Mutantes,A Minha Menina,,,,,,,
Underworld,Two Months Off,,,,,,,
Sepultura,Ratamahatta,,,,,,,
Bright Eyes,When The Curious Girl Realizes She Is Under Glass,,,,,,,
Cornershop,Brimful Of Asha,,,,,,,
Taking Back Sunday,Timberwolves At New Jersey,,,,,,,
Pj Harvey,Horses In My Dreams,,,,,,,
Groove Armada,Easy,,,,,,,
Pj Harvey,Long Snake Moan,,,,,,,
Marilyn Manson,Putting Holes In Happiness,,,,,,,
Juanes,A Dios Le Pido,,,,,,,
Sara Bareilles,One Sweet Love,,,,,,,
Nine Inch Nails,The Big Come Down,,,,,,,
Babyshambles,Crumb Begging Baghead,,,,,,,
The Beach Boys,Here Today,,,,,,,
My Chemical Romance,Interlude,,,,,,,
Aqualung,Left Behind,,,,,,,
Michael Jackson,Liberian Girl,,,,,,,
Beach House,D.A.R.L.I.N.G.,,,,,,,
Beck,Little One,,,,,,,
She & Him,Sentimental Heart,,,,,,,
Fischerspooner,Sweetness,,,,,,,
Joy Division,Autosuggestion,,,,,,,
Joss Stone,Fell In Love With A Boy,,,,,,,
Stars,Personal,,,,,,,
Travis,Something Anything,,,,,,,
The Clash,Hate & War,,,,,,,
The Moldy Peaches,Lucky Number Nine,,,,,,,
The Clash,Police & Thieves,,,,,,,
Counting Crows,Anna Begins,,,,,,,
Kyuss,Molten Universe,,,,,,,
Bee Gees,How Deep Is Your Love,,,,,,,
Something Corporate,Forget December,,,,,,,
Blind Guardian,Into The Storm,,,,,,,
Mogwai,Terrific Speech,,,,,,,
Pearl Jam,Breakerfall,,,,,,,
Bob Dylan,Thunder On The Mountain,,,,,,,
Tactical Sekt,Soulless,,,,,,,
Gza/Genius,Liquid Swords,,,,,,,
Take That,Patience,,,,,,,
Pj Harvey,Catherine,,,,,,,
Pulp,Party Hard,,,,,,,
Gossip,Jealous Girls,,,,,,,
Misfits,Some Kinda Hate,,,,,,,
Tactical Sekt,Devil'S Work (Accuser Remix By Solitary Experiments),,,,,,,
Robots In Disguise,Girl,,,,,,,
Phoenix,Sometimes In The Fall,,,,,,,
Abingdon Boys School,Innocent Sorrow,0.6,0.8,0.2,0.6,0.6,0.4,0.6
Cocorosie,Black Poppies,,,,,,,
The Breeders,Saints,,,,,,,
Flying Lotus,Comet Course,,,,,,,
Led Zeppelin,In The Light,,,,,,,
Marilyn Manson & The Spooky Kids,Wrapped In Plastic,,,,,,,
Rufus Wainwright,In A Graveyard,,,,,,,
The Prodigy,Climbatize,,,,,,,
Katie Melua,On The Road Again,,,,,,,
Aqualung,If I Fall,,,,,,,
Linkin Park,Forgotten,,,,,,,
Anna Ternheim,Shoreline,,,,,,,
Guns N' Roses,There Was A Time,,,,,,,
The Black Angels,Better Off Alone,,,,,,,
Bonobo,On Your Marks,,,,,,,
Fall Out Boy,Saturday,,,,,,,
P!Nk,U And Ur Hand,0.6,0.8,0.2,0.6,0.8,0.4,0.6
Rilo Kiley,It Just Is,,,,,,,
Rilo Kiley,Smoke Detector,,,,,,,
Gustavo Santaolalla,Can Things Be Better?,0.4,0.6,0.8,1.0,0.2,0.4,0.2
White Rose Movement,Girls In The Back,,,,,,,
Múm,Nightly Cares,,,,,,,
Múm,Stir,,,,,,,
Slowdive,Altogether,,,,,,,
Tom Waits,I Hope That I Don'T Fall In Love With You,,,,,,,
Múm,Sunday Night Just Keeps On Rolling,,,,,,,
Razorlight,Leave Me Alone,,,,,,,
The View,Superstar Tradesman,,,,,,,
Of Montreal,We Were Born The Mutants Again With Leafling,,,,,,,
Cocorosie,Sunshine,,,,,,,
Aereogramme,A Life Worth Living,,,,,,,
Enya,Orinoco Flow,0.8,0.6,0.8,1.0,0.0,0.2,1.0
Death Cab For Cutie,Debate Exposes Doubt,,,,,,,
Foo Fighters,See You,,,,,,,
Kamelot,When The Lights Are Down,,,,,,,
Aesop Rock,Labor,,,,,,,
Gojira,Flying Whales,,,,,,,
Blonde Redhead,Pink Love,,,,,,,
Gojira,To Sirius,0.6,0.8,0.2,0.2,1.0,0.4,0.4
Cartel,Save Us,,,,,,,
Sia,Lentil,,,,,,,
Weezer,Undone (The Sweater Song),,,,,,,
Jem,Missing You,,,,,,,
65Daysofstatic,The Fall Of Math,,,,,,,
Ladytron,The Reason Why,,,,,,,
The Offspring,All I Want,,,,,,,
Ellen Allien & Apparat,Edison,,,,,,,
The Dears,Lost In The Plot,,,,,,,
Bang Gang,Follow,,,,,,,
The Chemical Brothers,One Too Many Mornings,,,,,,,
Rainbow,Man On The Silver Mountain,,,,,,,
Avenged Sevenfold,Beast And The Harlot,,,,,,,
Rage Against The Machine,War Within A Breath,,,,,,,
Korn,Blind,,,,,,,
Amorphis,A Servant,,,,,,,
Robbie Williams,Kids,,,,,,,
30 Seconds To Mars,The Mission,,,,,,,
Nellie Mckay,David,,,,,,,
Shakira,Obtener Un Sí,,,,,,,
Four Tet,Hands,,,,,,,
Abba,Lay All Your Love On Me,,,,,,,
Sia,Where I Belong,,,,,,,
Against Me!,White People For Peace,,,,,,,
The Smiths,Meat Is Murder,,,,,,,
Cocorosie,Milk,,,,,,,
Squarepusher,My Red Hot Car,,,,,,,
Chevelle,Closure,,,,,,,
Depeche Mode,Dreaming Of Me,,,,,,,
Nas,The World Is Yours,,,,,,,
Black Flag,What I See,,,,,,,
Metallica,The Struggle Within,,,,,,,
The Feeling,Anyone,,,,,,,
Michael Andrews,Mad World,,,,,,,
My Morning Jacket,Anytime,,,,,,,
Yazoo,Don'T Go,,,,,,,
Elliott Smith,No Name #1,,,,,,,
Tenacious D,Destiny,,,,,,,
The Smiths,Accept Yourself,,,,,,,
