artist_name,track_name,Vocal Register,Vocal Timbre Thin to Full,Vocal Breathiness,Vocal Smoothness,Vocal Grittiness,Vocal Nasality,Vocal Accompaniment
Gonzales,Manifesto,,,,,,,
Beth Orton,Conceived,,,,,,,
Richard Ashcroft,You On My Mind In My Sleep,,,,,,,
Herman'S Hermits,No Milk Today,,,,,,,
Jack Johnson,Enemy,,,,,,,
Clap Your Hands Say Yeah,Five Easy Pieces,,,,,,,
Rasputina,If Your Kisses Can'T Hold The Man You Love,,,,,,,
Dispatch,Open Up,,,,,,,
Depeche Mode,Stories Of Old,,,,,,,
Judas Priest,Come And Get It,,,,,,,
Para One,Midnight Swim (Surkin Drowning Mix),,,,,,,
Deftones,Lhabia,,,,,,,
David Gray,The One I Love,,,,,,,
The Pierces,Secret,,,,,,,
Deerhunter,Vox Celeste,,,,,,,
Biosphere,Kobresia,,,,,,,
John Frusciante,Ramparts,,,,,,,
Deerhunter,Twilight At Carbon Lake,,,,,,,
Chemistry,約束の場所 (Less Vocal),,,,,,,
Blind Guardian,A Past And Future Secret,,,,,,,
The Flaming Lips,The Sound Of Failure / It'S Dark... Is It Always This Dark??,,,,,,,
The Human League,Being Boiled,,,,,,,
Hawkwind,Wind Of Change,,,,,,,
Cocteau Twins,Fotzepolitic,,,,,,,
David E. Sugar,To Yourself,,,,,,,
Icon & The Black Roses,Black Roses,,,,,,,
Built To Spill,Fling,,,,,,,
Incubus,I Wish You Were Here,,,,,,,
The Streets,The Irony Of It All,,,,,,,
Icon & The Black Roses,Endless,,,,,,,
Ciara,Get Up (Feat. Chamillionaire),,,,,,,
Engenheiros Do Hawaii,? Até Quando Você Vai Ficar ?,,,,,,,
Morrissey,Black Cloud,,,,,,,
Nick Cave & The Bad Seeds,Do You Love Me? Part 2,,,,,,,
Phoenix,Holdin' On Together,,,,,,,
Electric Six,I Invented The Night,,,,,,,
Eels,Theme From Blinking Lights,,,,,,,
Billie Holiday,What A Little Moonlight Can Do,,,,,,,
Incubus,Glass,,,,,,,
Beth Gibbons & Rustin Man,Resolve,,,,,,,
The National,90-Mile Water Wall,,,,,,,
Okkervil River,Starry Stairs,,,,,,,
Judas Priest,I'M A Rocker,,,,,,,
Built To Spill,Center Of The Universe,,,,,,,
The Innocence Mission,When Mac Was Swimming,,,,,,,
Ray Charles,I Got A Woman,,,,,,,
Panic At The Disco,Northern Downpour,,,,,,,
St,I'Ll Meet You There,,,,,,,
Gogol Bordello,American Wedding,,,,,,,
Down,Stone The Crow,,,,,,,
Weezer,Dreamin',,,,,,,
Weezer,Automatic,,,,,,,
The Kinks,I'M Not Like Everybody Else,0.6,0.8,0.2,0.4,0.8,0.6,0.4
Deftones,Hexagram,,,,,,,
Pink Floyd,Corporal Clegg,,,,,,,
Emperor,I Am The Black Wizards,,,,,,,
Sex Pistols,My Way,,,,,,,
Deftones,Headup,,,,,,,
Ac/Dc,Wheels,,,,,,,
Afi,The Lost Souls,,,,,,,
The Submarines,Peace And Hate,,,,,,,
The Young Knives,Terra Firma,0.6,0.6,0.4,0.4,0.6,0.8,0.4
Tom Vek,On The Road,,,,,,,
Bruce Springsteen,Devils And Dust,,,,,,,
Remy Zero,Prophecy,,,,,,,
Jack Johnson,We'Re Going To Be Friends,,,,,,,
The Postal Service,The District Sleeps Tonight,,,,,,,
Judas Priest,Jawbreaker,,,,,,,
Diablo,Symbol Of Eternity,,,,,,,
Manowar,Blow Your Speakers,,,,,,,
The Appleseed Cast,Losing Touching Searching,,,,,,,
Pleasant Grove,Nothing This Beautiful,,,,,,,
John Frusciante,Fallout,,,,,,,
Margot & The Nuclear So And So'S,Vampires In Blue Dresses,,,,,,,
Brendan Benson,Cold Hands Warm Heart,,,,,,,
Skinny Puppy,Love In Vein,,,,,,,
John Lennon,Mother,,,,,,,
Rjd2,Ring Finger,,,,,,,
Agalloch,Our Fortress Is Burning... Ii: Bloodbirds,,,,,,,
Apoptygma Berzerk,Cambodia,,,,,,,
Michael Bublé,Save The Last Dance For Me,,,,,,,
Herbie Hancock,Watermelon Man,,,,,,,
Dissection,Starless Aeon,,,,,,,
Yelle,Mon Meilleur Ami,,,,,,,
Rush,Working Man,,,,,,,
Atlas Sound,After Class,,,,,,,
Disco Ensemble,We Might Fall Apart,,,,,,,
Skinny Puppy,Ugli,,,,,,,
Mariah Carey,It'S Like That,,,,,,,
Nick Cave & The Bad Seeds,O'Malley'S Bar,,,,,,,
Beth Orton,Touch Me With Your Love,,,,,,,
Supersuckers,Barricade,,,,,,,
Diana Krall,The Look Of Love,,,,,,,
Jimi Hendrix,May This Be Love,,,,,,,
Dispatch,Here We Go,,,,,,,
The Hives,Puppet On A String,,,,,,,
Faith No More,Caralho Voador,,,,,,,
Dishwalla,Angels Or Devils,,,,,,,
Within Temptation,Jillian,,,,,,,
Brian Eno,Driving Me Backwards,,,,,,,
Robots In Disguise,We'Re In The Music Biz,,,,,,,
Phoenix,(You Can'T Blame It On) Anybody,,,,,,,
Hope Of The States,Sing It Out,0.6,0.6,0.4,0.6,0.4,0.2,0.8
The Chemical Brothers,It Doesn'T Matter,,,,,,,
Phil Collins,You Can'T Hurry Love,,,,,,,
Korn,Justin,,,,,,,
Tiësto,He'S A Pirate,,,,,,,
Misfits,Violent World,,,,,,,
Akcent,Kylie,,,,,,,
Weezer,Keep Fishin',,,,,,,
Judas Priest,Subterfuge,,,,,,,
Poets Of The Fall,Desire,,,,,,,
Poets Of The Fall,Delicious,,,,,,,
Amon Tobin,Yasawas,,,,,,,
Meat Loaf,Everything Louder Than Everything Else,,,,,,,
Finch,What It Is To Burn,,,,,,,
Russian Circles,Micah,,,,,,,
Phil Collins,You'Ll Be In My Heart,,,,,,,
The Moldy Peaches,Nothing Came Out,,,,,,,
The Moldy Peaches,Downloading Porn With Davo,,,,,,,
The Rapture,Heaven,,,,,,,
The Mighty Diamonds,Dreadlocks Time Dub,,,,,,,
L'Arc~En~Ciel,Driver'S High,,,,,,,
Jack Peñate,Torn On The Platform,0.6,0.6,0.4,0.6,0.2,0.6,0.6
Kaiser Chiefs,Spanish Metal,,,,,,,
Norther,Blackhearted,,,,,,,
Miles Davis,Godchild,,,,,,,
Nevermore,Bittersweet Feast,,,,,,,
Madvillain,Do Not Fire!,,,,,,,
Tunng,It'S Because... We'Ve Got Hair,,,,,,,
Hello Saferide,Nothing Like You (When You'Re Gone),,,,,,,
Suede,Picnic By The Motorway,,,,,,,
Biosphere,Chukhung,,,,,,,
Fanny Lú,Tu No Eres Para Mi,,,,,,,
Whitesnake,Sailing Ships,0.8,0.8,0.4,0.8,0.6,0.2,0.6
Eminem,Say Goodbye Hollywood,,,,,,,
Boston,Smokin',,,,,,,
Oi Va Voi,Refugee,,,,,,,
Madonna,I Deserve It,,,,,,,
Rush,Circumstances,,,,,,,
Emilie Autumn,I Know Where You Sleep,,,,,,,
Fall Out Boy,The Pros And Cons Of Breathing,,,,,,,
Broadcast,I Found The End,,,,,,,
Kaiser Chiefs,I Heard It Through The Grapevine,,,,,,,
Head Automatica,Brooklyn Is Burning,,,,,,,
Pnau,Embrace,,,,,,,
Serj Tankian,Elect The Dead,,,,,,,
Final Fantasy,Do You Love?,,,,,,,
Beck,Beautiful Way,,,,,,,
Moby,Alice,,,,,,,
At The Drive-In,Paid Vacation Time,,,,,,,
Therion,Birth Of Venus Illegitima,,,,,,,
The Rapture,Open Up Your Heart,,,,,,,
Nada Surf,Weightless,,,,,,,
Nada Surf,The Way You Wear Your Head,,,,,,,
The Doors,You Make Me Real,,,,,,,
My Teenage Stride,To Live And Die In The Airport Lounge,,,,,,,
Morphine,A Head With Wings,,,,,,,
Glenn Miller,In The Mood,,,,,,,
Sepultura,Nomad,,,,,,,
Bruce Dickinson,Believil,,,,,,,
Apocalyptica,Welcome Home (Sanitarium),,,,,,,
Fantômas,Cape Fear,,,,,,,
Bedouin Soundclash,Rude Boy Don'T Cry,,,,,,,
The Beatles,Revolution 9,,,,,,,
Lil Wayne,Dr. Carter,,,,,,,
Constantines,Million Star Hotel,,,,,,,
Constantines,New King,,,,,,,
Matchbox Twenty,Bed Of Lies,,,,,,,
Oasis,Put Yer Money Where Yer Mouth Is,,,,,,,
The Pussycat Dolls,Sway,,,,,,,
Constantines,Good Nurse,,,,,,,
Violent Femmes,Color Me Once,,,,,,,
Mount Sims,No Yellow Lines,,,,,,,
Bad Religion,Modern Man,,,,,,,
Magazine,Parade,,,,,,,
Yellowcard,Down On My Head,,,,,,,
Thrice,Music Box,,,,,,,
St. Vincent,Your Lips Are Red,,,,,,,
The Moldy Peaches,Steak For Chicken,,,,,,,
Mägo De Oz,El Pacto,,,,,,,
Cut Copy,Going Nowhere (Whitey Remix),,,,,,,
Marlena Shaw,California Soul,,,,,,,
Ben Folds,Sentimental Guy,,,,,,,
Blue Öyster Cult,Astronomy,,,,,,,
Mystery Jets,First To Know,,,,,,,
Ben Folds,Fired,,,,,,,
Tori Amos,Hoochie Woman,,,,,,,
The Gathering,Rollercoaster,,,,,,,
Iamx,I Like Pretending,,,,,,,
Red Hot Chili Peppers,They'Re Red Hot,,,,,,,
Pearl Jam,Red Mosquito,,,,,,,
Nina Simone,I Loves You Porgy,,,,,,,
Viikate,Kuolleen Miehen Kupletti,,,,,,,
Ghinzu,The Dragster-Wave,,,,,,,
Viikate,Köysistä Parhain,,,,,,,
Modest Mouse,Summer,,,,,,,
Liars,Drum And The Uncomfortable Can,,,,,,,
Morcheeba,Slow Down,,,,,,,
U2,Gloria,,,,,,,
Black Flag,White Minority,,,,,,,
At The Drive-In,Rascuache,,,,,,,
Oasis,Fade In-Out,,,,,,,
Snow Patrol,An Olive Grove Facing The Sea,,,,,,,
Death,Suicide Machine,,,,,,,
The New Pornographers,Miss Teen Wordpower,,,,,,,
Ac/Dc,House Of Jazz,,,,,,,
Ac/Dc,Inject The Venom,,,,,,,
Motörhead,The Chase Is Better Than The Catch,,,,,,,
Venetian Snares,Galamb Egyedül,,,,,,,
Slayer,Stain Of Mind,,,,,,,
Rufus Wainwright,11:11,,,,,,,
Guided By Voices,The Best Of Jill Hives,,,,,,,
Super Junior - K.R.Y.,Han Sarammaneul,,,,,,,
Black Rebel Motorcycle Club,The Weight Is More,,,,,,,
Bruce Dickinson,Kill Devil Hill,,,,,,,
Of Montreal,Climb The Ladder,,,,,,,
The Breeders,Bang On,,,,,,,
The Sugarcubes,Blue Eyed Pop,,,,,,,
Clinic,Come Into Our Room,,,,,,,
Sleater-Kinney,Combat Rock,,,,,,,
Rush,Faithless,,,,,,,
Manic Street Preachers,Mausoleum,,,,,,,
Green Day,Chump,,,,,,,
Dire Straits,Heavy Fuel,,,,,,,
Dire Straits,Down To The Waterline,,,,,,,
Norah Jones,Be My Somebody,,,,,,,
Radiohead,Mk 2,,,,,,,
Radiohead,Palo Alto,,,,,,,
Coldplay,Brothers And Sisters,,,,,,,
Kelly Clarkson,Behind These Hazel Eyes (Hardbounce Remix),,,,,,,
Lush,Sweetness And Light,,,,,,,
Dan Deacon,Woody Woodpecker,0.6,0.6,0.4,0.6,0.2,0.4,0.8
Ac/Dc,Sink The Pink,,,,,,,
Amorphis,Drowned Maid,,,,,,,
Iron Maiden,Childhood'S End,,,,,,,
Black Star,K.O.S. (Determination),,,,,,,
Sculptured,Washing My Hands Of It,,,,,,,
Metallica,The Wait,,,,,,,
Morcheeba,Bullet Proof,,,,,,,
Stabbing Westward,What Do I Have To Do?,,,,,,,
Ash,Starcrossed,,,,,,,
Matthew Good,Weapon,,,,,,,
Marit Larsen,Under The Surface,,,,,,,
Ghinzu,Do You Read Me,,,,,,,
Pink Floyd,Free Four,,,,,,,
The Libertines,Skag & Bone Man,,,,,,,
Rhapsody Of Fire,Power Of The Dragonflame,,,,,,,
Sentenced,The River,,,,,,,
Billy Talent,Perfect World,,,,,,,
Fields,Charming The Flames,,,,,,,
Sentenced,Crumbling Down (Give Up Hope),,,,,,,
Mötley Crüe,In The Beginning,,,,,,,
Mötley Crüe,Mutherfucker Of The Year,,,,,,,
Sentenced,Fragile,,,,,,,
Green Day,Brain Stew,,,,,,,
John Frusciante,Ascension,,,,,,,
Iron & Wine,Communion Cups And Someone'S Coat,,,,,,,
Suicide,Rocket Usa,,,,,,,
Machinae Supremacy,Rise,,,,,,,
Sugarplum Fairy,Last Chance,,,,,,,
The Beatles,Dig It,,,,,,,
Radiohead,No Suprises,,,,,,,
The Dandy Warhols,Green,,,,,,,
Radiohead,Myxamatosis,,,,,,,
Pavement,Serpentine Pad,,,,,,,
Viva Voce,Alive With Pleasure,,,,,,,
Poisonblack,Soul In Flames,,,,,,,
Gojira,World To Come,,,,,,,
Sonic Youth,New Hampshire,,,,,,,
Pain,Shut Your Mouth,,,,,,,
Dinosaur Jr.,The Wagon,,,,,,,
Múm,Slow Bicycle,,,,,,,
Tricky,Evolution Revolution Love,,,,,,,
Secret Machines,Lightning Blue Eyes,,,,,,,
The Beatles,Everybody'S Trying To Be My Baby,,,,,,,
Morcheeba,Never An Easy Way,,,,,,,
Uverworld,Gekidou,,,,,,,
Orchestral Manoeuvres In The Dark,Tesla Girls,,,,,,,
Lemon Jelly,Experiment Number Six,,,,,,,
Live,Sparkle,,,,,,,
Lacrimosa,Halt Mich,,,,,,,
Bonnie 'Prince' Billy,You Want That Picture,,,,,,,
Kat Deluna,Run The Show (Feat. Busta Rhymes),,,,,,,
Underworld,Rez,,,,,,,
Murcof,Mapa,,,,,,,
Rise Against,Survive,,,,,,,
Rise Against,Paper Wings,,,,,,,
Mokoma,Täyttä Ymmärrystä Vailla,,,,,,,
The Academy Is...,We'Ve Got A Big Mess On Our Hands,,,,,,,
Minus The Bear,I Lost All My Money At The Cock Fights,,,,,,,
Slipknot,All Hope Is Gone,,,,,,,
Within Temptation,Gatekeeper,,,,,,,
Madonna,You'Ll See,,,,,,,
Silverstein,My Heroine,,,,,,,
Moonsorrow,Tyven,,,,,,,
Clutch,Mice And Gods,,,,,,,
:Wumpscut:,Wreath Of Barbs,0.4,0.6,0.2,0.2,0.8,0.4,0.6
Belle And Sebastian,(I Believe In) Travellin' Light,,,,,,,
Billy Corgan,Mina Loy (M.O.H.),,,,,,,
Eagles Of Death Metal,So Easy,,,,,,,
Sonic Youth,Scooter + Jinx,,,,,,,
Chemistry,Move On (Album Version),,,,,,,
Midlake,Balloon Maker,,,,,,,
Bauhaus,Too Much 21St Century,,,,,,,
Blondie,11:59,,,,,,,
The Twilight Singers,Last Temptation,,,,,,,
Xploding Plastix,More Powah To Yah,,,,,,,
Brian Eno,Becalmed,,,,,,,
Dimmu Borgir,The Fundamental Alienation,,,,,,,
Machine Head,Wolves,,,,,,,
Melanie C,Go!,,,,,,,
Melanie C,Independence Day,,,,,,,
Cansei De Ser Sexy,Believe Achieve,,,,,,,
Machinae Supremacy,Multiball,,,,,,,
The Clash,Somebody Got Murdered,,,,,,,
Beastie Boys,The Gala Event,,,,,,,
The Stooges,Dirt,,,,,,,
Bonnie 'Prince' Billy,(Keep Eye On) Other'S Gain,,,,,,,
The Walkmen,In The New Year,,,,,,,
The Verve,Drive You Home,,,,,,,
The Lemonheads,Rudderless,,,,,,,
Machinae Supremacy,Throttle And Mask,,,,,,,
Chemistry,Believin',,,,,,,
Sun Kil Moon,Duk Koo Kim,,,,,,,
Tricky,Aftermath,,,,,,,
Sun Kil Moon,Space Travel Is Boring,,,,,,,
Tom Waits,Lonely,,,,,,,
N-Trance,Set You Free,,,,,,,
The Fratellis,Look Out Sunshine!,,,,,,,
Junior M.A.F.I.A.,Player'S Anthem,,,,,,,
Cat Power,King Rides By,,,,,,,
Clinic,T.K.,,,,,,,
Meg & Dia,Monster,,,,,,,
Mazzy Star,She Hangs Brightly,,,,,,,
Mclusky,What We'Ve Learned,,,,,,,
...And You Will Know Us By The Trail Of Dead,To Russia My Homeland,,,,,,,
T.A.T.U.,Stars,,,,,,,
Demons & Wizards,Love'S Tragedy Asunder,,,,,,,
Mclusky,She Will Only Bring You Happiness,,,,,,,
Dream Theater,Panic Attack,,,,,,,
Low,California,,,,,,,
Dir En Grey,Agitated Screams Of Maggots,,,,,,,
L'Âme Immortelle,Fallen Angel,,,,,,,
Fennesz,Rivers Of Sand,,,,,,,
Poisonblack,All Else Is Hollow,,,,,,,
Sculptured,Taking My Body Apart,,,,,,,
Casiotone For The Painfully Alone,Don'T They Have Payphones Wherever You Were Last Night,,,,,,,
Panda Bear,Ponytail,,,,,,,
Fatboy Slim,Punk To Funk,,,,,,,
Celldweller,Switchback,,,,,,,
Poni Hoax,Budapest,,,,,,,
The Gutter Twins,I Was In Love With You,,,,,,,
The Grates,Trampoline,,,,,,,
Gigi D'Agostino,L'Amour Toujours,,,,,,,
Chris Cornell,No Such Thing,,,,,,,
Of Montreal,Baby,,,,,,,
Viikate,Unen Nukkuja,,,,,,,
The Prodigy,The Way It Is,,,,,,,
Bright Eyes,Padraic My Prince,,,,,,,
Kelly Clarkson,Never Again (Jason Nevins Radio Mix),,,,,,,
Beck,Bottle Of Blues,,,,,,,
Children Of Bodom,Banned From Heaven,,,,,,,
Emilíana Torrini,Thinking Out Loud,,,,,,,
Cut Chemist,The Lift,,,,,,,
Nevermore,Medicated Nation,,,,,,,
Rush,Natural Science,,,,,,,
Rufus Wainwright,Foolish Love,,,,,,,
Joanna Newsom,Clam Crab Cockle Cowrie,,,,,,,
Rush,Dreamline,,,,,,,
Ida Corr Vs. Fedde Le Grand,Let Me Think About It (Radio Edit),,,,,,,
Idlewild,As If I Hadn'T Slept,,,,,,,
Paul Weller,Wild Wood,,,,,,,
Guillemots,Redwings,,,,,,,
Guillemots,We'Re Here,,,,,,,
Matt Pond Pa,Champagne Supernova,,,,,,,
Guillemots,Blue Would Still Be Blue,,,,,,,
