artist_name,track_name,Vocal Register,Vocal Timbre Thin to Full,Vocal Breathiness,Vocal Smoothness,Vocal Grittiness,Vocal Nasality,Vocal Accompaniment
The Airborne Toxic Event,Sometime Around Midnight,,,,,,,
Neil Young,Don'T Let It Bring You Down,,,,,,,
Atmosphere,Shoulda Known,,,,,,,
The Gathering,Your Troubles Are Over,,,,,,,
Emilie Autumn,Marry Me,,,,,,,
Ayreon,Day One: Vigil,,,,,,,
Gomez,Woman! Man!,,,,,,,
Tenacious D,Pod,,,,,,,
Neutral Milk Hotel,Avery Island / April 1St,,,,,,,
Mogwai,Secret Pint,,,,,,,
John Legend,Number One,,,,,,,
Christina Aguilera,Oh Mother,,,,,,,
Deep Purple,Stormbringer,,,,,,,
Burial,Southern Comfort,,,,,,,
ユンナ,Houki Boshi,,,,,,,
Creed,My Own Prison,,,,,,,
Okkervil River,Title Track,,,,,,,
Moi Caprice,Who Served Caviar In The Sky,,,,,,,
Diablo,Read My Scars,,,,,,,
Apoptygma Berzerk,Eclipse,,,,,,,
The Automatic,On The Campaign Trail,,,,,,,
Hello Saferide,Get Sick Soon,,,,,,,
The Avalanches,Flight Tonight,,,,,,,
Anathema,Violence,,,,,,,
Bitter:Sweet,Our Remains,,,,,,,
Mr. Big,To Be With You,,,,,,,
Esthero,Lounge,,,,,,,
Don Lennon,God,,,,,,,
The Zombies,The Way I Feel Inside,,,,,,,
Coheed And Cambria,The Ring In Return,,,,,,,
Bel Canto,Sleep In Deep,,,,,,,
The Coral,Bill Mccai,,,,,,,
Built To Spill,Gone,,,,,,,
Nick Cave & The Bad Seeds,As I Sat Sadly By Her Side,,,,,,,
Creedence Clearwater Revisited,Long As I Can See The Light,,,,,,,
Hypocrisy,Fire In The Sky,,,,,,,
Bonobo,Something For Windy,,,,,,,
Plain White T'S,Take Me Away,,,,,,,
Air,Caramel Prisoner,,,,,,,
Kylie Minogue,No More Rain,,,,,,,
Audioslave,Nothing Left To Say But Goodbye,,,,,,,
Uriah Heep,Lady In Black,,,,,,,
Laura Marling,New Romantic,,,,,,,
Dark Funeral,Attera Totus Sanctus,,,,,,,
Judas Priest,Night Crawler,,,,,,,
Straylight Run,Mistakes We Knew We Were Making,,,,,,,
Kitty F Band,Smile,,,,,,,
Ted Leo And The Pharmacists,The Angels' Share,,,,,,,
Ted Leo And The Pharmacists,Under The Hedge,,,,,,,
Flogging Molly,What'S Left Of The Flag,,,,,,,
Of Montreal,Death Of A Shade Of A Hue,,,,,,,
Ramones,Pet Semetary,,,,,,,
City And Colour,Casey'S Song,,,,,,,
Citizen Cope,Pablo Picasso,,,,,,,
Andrew W.K.,Party Til You Puke,,,,,,,
Shout Out Louds,Normandie,,,,,,,
Three Days Grace,It'S All Over,,,,,,,
Iggy Pop,I Wanna Be Your Dog,,,,,,,
R.E.M.,Laughing,,,,,,,
Joan As Police Woman,Real Life,,,,,,,
Taking Back Sunday,Bike Scene,,,,,,,
Akira Yamaoka,Room Of Angel,,,,,,,
Rufus Wainwright,Dinner At Eight,,,,,,,
Ac/Dc,Live Wire,,,,,,,
Goose,Check,,,,,,,
Girl Talk,Peak Out,,,,,,,
Oasis,Magic Pie,,,,,,,
Morrissey,I'M Throwing My Arms Around Paris,,,,,,,
Brian Eno,Some Of Them Are Old,,,,,,,
Genesis,I Know What I Like (In Your Wardrobe),,,,,,,
The Fiery Furnaces,Quay Cur,,,,,,,
Slowdive,Good Day Sunshine,,,,,,,
Fahrenheit,Euforia,,,,,,,
Hooverphonic,Pink Fluffy Dinosaurs,,,,,,,
The Fiery Furnaces,Straight Street,,,,,,,
Cocteau Twins,Tishbite,,,,,,,
Tilly And The Wall,Bessa,,,,,,,
The Beatles,This Boy,,,,,,,
The Warlocks,Baby Blue,,,,,,,
The Stooges,Shake Appeal,,,,,,,
The Velvet Underground,Lonesome Cowboy Bill,,,,,,,
The Stooges,No Fun,,,,,,,
The Cure,Pornography,,,,,,,
Shakespear'S Sister,Stay,,,,,,,
Smile Empty Soul,For You,,,,,,,
Bruce Springsteen,Lonesome Day,,,,,,,
Natasha Bedingfield,I Bruise Easily,,,,,,,
Kamelot,Ghost Opera,,,,,,,
Lindstrøm,I Feel Space,,,,,,,
James S. Taylor,You'Ve Got A Friend,,,,,,,
Adam Green,Choke On A Cock,,,,,,,
My Morning Jacket,Dondante,,,,,,,
Division #9,Karjala,,,,,,,
Ra Ra Riot,Each Year,,,,,,,
Devo,Uncontrollable Urge,,,,,,,
Blancmange,Living On The Ceiling,,,,,,,
Devo,Dr. Detroit,,,,,,,
Andrew Bird,Oh No,0.6,0.8,0.4,0.8,0.2,0.4,0.6
Émilie Simon,Dame De Lotus,,,,,,,
Beirut,Venice,,,,,,,
Morrissey,Something Is Squeezing My Skull,,,,,,,
Echo & The Bunnymen,My Kingdom,,,,,,,
Jimmy Eat World,Firefight,,,,,,,
Sloan,Everything You'Ve Done Wrong,,,,,,,
The Cardigans,Little Black Cloud,,,,,,,
U2,Window In The Skies,,,,,,,
Tegan And Sara,Frozen,,,,,,,
Idlewild,Welcome Home,,,,,,,
Stereophonics,Pick A Part That'S New,,,,,,,
Stereophonics,I'M Alright (You Gotta Go There To Come Back),,,,,,,
Stereophonics,Lying In The Sun,,,,,,,
Dashboard Confessional,Ender Will Save Us All,,,,,,,
Eva Cassidy,Over The Rainbow,,,,,,,
Unkle,In A State,,,,,,,
The Raveonettes,Sad Transmission,,,,,,,
Guns N' Roses,Dust N' Bones,,,,,,,
Guns N' Roses,Coma,,,,,,,
Motörhead,No Class,,,,,,,
Tori Amos,Raspberry Swirl,,,,,,,
Sleater-Kinney,Light Rail Coyote,,,,,,,
The New Pornographers,Centre For Holy Wars,,,,,,,
Amy Winehouse,Valerie,,,,,,,
The Haunted,Abysmal,,,,,,,
Coheed And Cambria,The Lying Lies & Dirty Secrets Of Miss Erica Court,,,,,,,
Massive Attack,Three,0.2,0.4,0.8,0.6,0.2,0.4,0.0
Blur,Brothers And Sisters,,,,,,,
Metro Station,Control,,,,,,,
Last Alliance,Shissou,,,,,,,
Dj Brisk,I Died In Aberdeen (Interstate,,,,,,,
Britney Spears,Rock Me In,,,,,,,
Explosions In The Sky,Day One,,,,,,,
The Presets,Worms,,,,,,,
Andrew Bird,The Naming Of Things,,,,,,,
The Fiery Furnaces,I'M In No Mood,,,,,,,
Kettcar,48 Stunden,,,,,,,
Sonic Syndicate,Enhance My Nightmare,,,,,,,
George Michael,Too Funky,,,,,,,
The Pussycat Dolls,Beep,,,,,,,
The Cardigans,Do You Believe,,,,,,,
The Brian Jonestown Massacre,Straight Up And Down,,,,,,,
Regina Spektor,Flyin',,,,,,,
The Velvet Underground,Here She Comes Now,,,,,,,
Elvis Presley,A Little Less Conversation,,,,,,,
Regina Spektor,Lounge,,,,,,,
Nightmares On Wax,Passion,,,,,,,
Megadeth,She-Wolf,,,,,,,
Anna Ternheim,I'Ll Follow You Tonight,,,,,,,
Brand New,Welcome To Bangkok,,,,,,,
The Raveonettes,You Want The Candy,,,,,,,
Amiina,Rugla,,,,,,,
Paul Oakenfold,Starry Eyed Surprise,,,,,,,
Dead Can Dance,Rakim,,,,,,,
New Order,Everything'S Gone Green,,,,,,,
Evanescence,Eternal,,,,,,,
Joan As Police Woman,The Ride,0.6,0.8,0.6,0.8,0.4,0.2,0.4
Jamiroquai,High Times,,,,,,,
Journey,Don'T Stop Believing,,,,,,,
Scar Symmetry,Dreaming 24/7,,,,,,,
Jack Johnson,All At Once,,,,,,,
Avril Lavigne,Mobile,,,,,,,
She & Him,Change Is Hard,,,,,,,
Jack Johnson,Angel,,,,,,,
R.E.M.,Lotus,,,,,,,
Devendra Banhart,The Charles C. Leary,,,,,,,
Ramones,Chain Saw,,,,,,,
Gotan Project,Triptico,,,,,,,
Brazilian Girls,Long,,,,,,,
Ramones,Chinese Rock,,,,,,,
Deerhunter,Providence,,,,,,,
Pet Shop Boys,Domino Dancing,,,,,,,
Lynyrd Skynyrd,Gimme Back My Bullets,,,,,,,
Bob Marley,Stir It Up,,,,,,,
Michael Andrews,Mad World (Feat. Gary Jules),,,,,,,
Bauhaus,Who Killed Mr. Moonlight,,,,,,,
Massive Attack,Weather Storm,,,,,,,
Guns N' Roses,Sorry,,,,,,,
E Nomine,Schwarze Sonne,,,,,,,
Modest Mouse,Grey Ice Water,,,,,,,
Daft Punk,Technologic (Vitalic Remix),0.6,0.4,0.2,0.6,0.4,0.2,0.0
Limp Bizkit,Livin' It Up,,,,,,,
Evanescence,Good Enough,,,,,,,
The Jimi Hendrix Experience,May This Be Love,,,,,,,
Kanye West,Heard 'Em Say (Live),,,,,,,
Of Montreal,An Eluardian Instance,,,,,,,
Pulp,A Little Soul,,,,,,,
M83,Car Chase Terror,,,,,,,
Kamelot,The Edge Of Paradise,,,,,,,
Bob Dylan,Mississippi,,,,,,,
Bad Brains,Attitude,,,,,,,
Menomena,Muscle'N Flo,,,,,,,
Billie Holiday,These Foolish Things,,,,,,,
My Dying Bride,Love'S Intolerable Pain,,,,,,,
Paul Mccartney & Wings,Band On The Run,,,,,,,
Beck,Nitemare Hippy Girl,,,,,,,
Bauhaus,Silent Hedges,,,,,,,
Modest Mouse,Might,,,,,,,
Asobi Seksu,Nefi + Girly,,,,,,,
The Fiery Furnaces,Asthma Attack,,,,,,,
Rhapsody Of Fire,Dawn Of Victory (Live),,,,,,,
Vnv Nation,Fearless,,,,,,,
Bel Canto,Happy Times Fly Fast!,,,,,,,
Babasónicos,Carismático,,,,,,,
Bonnie 'Prince' Billy,Cursed Sleep,,,,,,,
Eagles Of Death Metal,I Got A Feeling (Just Nineteen),,,,,,,
Ben Folds Five,One Angry Dwarf And 200 Solemn Faces,,,,,,,
Mando Diao,Little Boy Jr,,,,,,,
Gorillaz,Latin Simone,,,,,,,
1200 Micrograms,Salvia Divinorum,,,,,,,
Eve 6,Here'S To The Night,,,,,,,
Lacuna Coil,Unspoken,0.8,0.8,0.4,0.6,0.4,0.2,0.6
Tiga,(Far From) Home,,,,,,,
Múm,Random Summer,,,,,,,
Sebastian,Greel,,,,,,,
Clinic,Walking With Thee,,,,,,,
Band Aid Ii,Do They Know It'S Christmas?,,,,,,,
And One,Goodbye Germany,,,,,,,
Patrick Wolf,Land'S End,,,,,,,
Sun Kil Moon,Neverending Math Equation,,,,,,,
Múm,Awake On A Train,,,,,,,
Aphex Twin,Fenix Funk 5,,,,,,,
The Black Keys,Remember When (Side B),,,,,,,
The Black Keys,Lies,,,,,,,
British Sea Power,How Will I Ever Find My Way Home?,,,,,,,
Lemon Jelly,Elements,,,,,,,
Tom Waits,Little Drop Of Poison,,,,,,,
Infected Mushroom,In Front Of Me,,,,,,,
The Verve,No Knock On My Door,,,,,,,
The Spencer Davis Group,Gimme Some Lovin',,,,,,,
Meat Whiplash,Don'T Slip Up,,,,,,,
Lamb,Wonder,,,,,,,
Lifehouse,Cling And Clatter,,,,,,,
Cat Power,Don'T Explain,,,,,,,
Melvins,A History Of Drunks,,,,,,,
Against Me!,Up The Cuts,,,,,,,
Lacuna Coil,Angel'S Punishment,0.6,0.8,0.4,0.6,0.8,0.4,0.6
Babyshambles,I Wish,,,,,,,
Kimya Dawson,I Like Giants,,,,,,,
Sugababes,Stronger,,,,,,,
The Flaming Lips,The Spiderbite Song,,,,,,,
Adiemus,Adiemus,,,,,,,
Queen,Doing All Right,,,,,,,
The Chemical Brothers,Chico'S Groove,,,,,,,
Pantera,Rise,,,,,,,
Hot Hot Heat,Ladies And Gentlemen,,,,,,,
John Mayer,Clarity,,,,,,,
Pantera,The Great Southern Trendkill,,,,,,,
Pantera,Slaughtered,,,,,,,
Death From Above 1979,Romantic Rights (Erol Alkan'S Love From Below Re-Edit),,,,,,,
Type O Negative,Summer Breeze,,,,,,,
Soil,Breaking Me Down,0.4,0.8,0.2,0.4,0.8,0.2,0.4
Garbage,Fix Me Now,,,,,,,
Björk,Scatterheart,,,,,,,
The Charlatans,Weirdo,,,,,,,
The Human League,Empire State Human,,,,,,,
Dir En Grey,C,,,,,,,
Before The Dawn,Wrath,,,,,,,
Thievery Corporation,The Hong Kong Triad,,,,,,,
The 69 Eyes,Rocker,,,,,,,
Cat Power,Great Expectations,,,,,,,
Télépopmusik,Last Train To Wherever,,,,,,,
Social Distortion,Ball And Chain,,,,,,,
Against Me!,Slurring The Rhythms,,,,,,,
Death Cab For Cutie,Technicolor Girls,,,,,,,
Depeche Mode,Insight,,,,,,,
Dr. Dre,Forgot About Dre,,,,,,,
The Prodigy,Medusa'S Path,,,,,,,
Four Tet,And They All Look Broken Hearted,,,,,,,
Thievery Corporation,Sol Tapado (Feat. Patrick De Santos),,,,,,,
Bob Dylan,You'Re Gonna Make Me Lonesome When You Go,,,,,,,
Kate Bush,Under Ice,,,,,,,
Him,Lose You Tonight,,,,,,,
Blood Red Shoes,It'S Getting Boring By The Sea,,,,,,,
Billy Talent,Worker Bees,,,,,,,
Lupe Fiasco,Intruder Alert (Feat. Sarah Green),,,,,,,
Coldcut,True Skool,,,,,,,
Gogol Bordello,Tribal Connection,,,,,,,
Enya,Shepherd Moons,,,,,,,
Elliott Smith,Looking Over My Shoulder,0.6,0.6,0.8,0.8,0.2,0.4,0.4
Bauhaus,Terror Couple Kill Colonel,,,,,,,
Roxette,Milk And Toast And Honey,,,,,,,
Alicia Keys,How Come You Don'T Call Me,,,,,,,
Say Anything,The Futile,,,,,,,
Van Morrison,Sweet Thing,,,,,,,
The Pains Of Being Pure At Heart,Everything With You,,,,,,,
Modest Mouse,Talking Shit About A Pretty Sunset,,,,,,,
Chris Garneau,Baby'S Romance,,,,,,,
The Wombats,Backfire At The Disco,,,,,,,
Benny Benassi,I Love My Sex,,,,,,,
The Specials,Blank Expression,,,,,,,
Ghostface Killah,Be Easy (Feat. Trife),,,,,,,
Bob Marley,Lively Up Yourself,,,,,,,
Inxs,Burn For You,,,,,,,
Motion City Soundtrack,Broken Heart,,,,,,,
Revl9N,Someone Like You,,,,,,,
Kent,Pärlor,,,,,,,
Bel Canto,Ladonia,,,,,,,
Bel Canto,Le Temps Dégagé,,,,,,,
Pinback,Your Sickness,,,,,,,
Crystal Castles,Dolls,,,,,,,
Wu-Tang Clan,Reunited,,,,,,,
The Beta Band,It'S Not Too Beautiful,,,,,,,
Wu-Tang Clan,Triumph,,,,,,,
Vnv Nation,Endless Skies,,,,,,,
Iliketrains,Terra Nova,,,,,,,
Menomena,Air Aid,,,,,,,
Stiff Little Fingers,Alternative Ulster,,,,,,,
Saves The Day,Certain Tragedy,,,,,,,
The Enemy,We'Ll Live And Die In These Towns,,,,,,,
1200 Micrograms,Marijuana,,,,,,,
Devendra Banhart,Todo Los Dolores,,,,,,,
Stone Temple Pilots,Vasoline,,,,,,,
Avril Lavigne,Anything But Ordinary,,,,,,,
Amanda Palmer,Strength Through Music,,,,,,,
She & Him,Take It Back,,,,,,,
Deftones,Kimdracula,,,,,,,
M. Ward,Magic Trick,,,,,,,
The Cooper Temple Clause,Into My Arms,,,,,,,
Sons And Daughters,Medicine,0.6,0.6,0.4,0.6,0.8,0.4,0.4
Sonic Youth,Dripping Dream,,,,,,,
Townes Van Zandt,No Place To Fall,,,,,,,
Lamb Of God,Walk With Me In Hell,,,,,,,
Guns N' Roses,The Garden,,,,,,,
The Shortwave Set,Just Goes To Show,,,,,,,
The Kooks,California,,,,,,,
In Flames,The Hive,,,,,,,
M83,Lower Your Eyelids To Die With The Sun,,,,,,,
宮野真守,Guilty Beauty Love,,,,,,,
Camille Jones,The Creeps (Fedde Le Grand Remix),,,,,,,
Aerosmith,Mama Kin,0.6,0.8,0.2,0.2,0.8,0.4,0.4
Kanye West,Drive Slow,,,,,,,
Cocteau Twins,Ivo,,,,,,,
Roxette,Wish I Could Fly,,,,,,,
Kanye West,Coldest Winter,,,,,,,
Bel Canto,Die Geschichte Einer Mutter,,,,,,,
Alphabeat,Fascination,,,,,,,
Bonnie 'Prince' Billy,Death To Everyone,,,,,,,
Pinback,The Yellow Ones,,,,,,,
Hypocrisy,New World,,,,,,,
Thievery Corporation,Focus On Sight,,,,,,,
R.E.M.,Sitting Still,,,,,,,
No Age,Eraser,,,,,,,
Amerie,Take Control,,,,,,,
Sonic Youth,Disconnection Notice,,,,,,,
Marilyn Manson,Ka-Boom Ka-Boom,,,,,,,
Echo & The Bunnymen,A Promise,,,,,,,
Finntroll,Vargtimmen,,,,,,,
Public Enemy,Fight The Power,,,,,,,
Johnny Cash,I Won'T Back Down,,,,,,,
Echo & The Bunnymen,Never Stop,,,,,,,
The Cardigans,Fine,,,,,,,
The Presets,Yippiyo-Ay,,,,,,,
Thirteen Senses,Gone,,,,,,,
Britney Spears,Quicksand,,,,,,,
Ac/Dc,Fire Your Guns,,,,,,,
The Rosebuds,Leaves Do Fall,,,,,,,
The Russian Futurists,Let'S Get Ready To Crumble,,,,,,,
Frightened Rabbit,Good Arms Vs. Bad Arms,,,,,,,
Chromeo,Woman Friend,,,,,,,
The Hold Steady,One For The Cutters,,,,,,,
Ben Kweller,How It Should Be (Sha Sha),,,,,,,
Son Volt,Drown,0.4,0.6,0.2,0.4,0.8,0.6,0.4
Weezer,Crab,,,,,,,
Crystal Castles,Xxzxczx Me,,,,,,,
Cascada,Everytime We Touch (Radio Mix),,,,,,,
Ulrich Schnauss,Gone Forever,,,,,,,
Alan Braxe & Fred Falke,Intro,,,,,,,
Kanye West,My Way Home (Feat. Common),,,,,,,
Le Tigre,Don'T Drink Poison,,,,,,,
Sting,Every Breath You Take,,,,,,,
My Morning Jacket,It Beats For You,,,,,,,
Ride,Taste,,,,,,,
The Clash,Bankrobber,,,,,,,
The Smashing Pumpkins,Tales Of A Scorched Earth,,,,,,,
Holger Czukay,Fragrance,,,,,,,
Jack Johnson,Sleep Through The Static,,,,,,,
Sloan,Flying High Again,,,,,,,
Kubb,Wicked Soul,,,,,,,
Ministry,Lay Lady Lay,,,,,,,
Tristania,Tender Trip On Earth,,,,,,,
Mates Of State,Beautiful Dreamer,,,,,,,
Devotchka,You Love Me,,,,,,,
Iggy Pop,Sister Midnight,0.4,0.6,0.4,0.2,0.8,0.4,0.2
R.E.M.,Star Me Kitten,,,,,,,
Dashboard Confessional,The Best Deceptions,,,,,,,
Will.I.Am,Heartbreaker,,,,,,,
Shakira,Dreams For Plans,,,,,,,
Arab Strap,Don'T Ask Me To Dance,,,,,,,
Ride,Kaleidoscope,,,,,,,
Shitdisco,Ok,,,,,,,
Will.I.Am,I Got It From My Mama,,,,,,,
Built To Spill,The Wait,,,,,,,
Amy Winehouse,Monkey Man,,,,,,,
The Raveonettes,Sleepwalking,,,,,,,
Savage Garden,Tears Of Pearls,,,,,,,
Matisyahu,Youth,,,,,,,
Mark Ronson,Oh My God (Feat. Lily Allen),,,,,,,
Rufus Wainwright,The Tower Of Learning,,,,,,,
Carola,Evighet,,,,,,,
Girl Talk,Non-Stop Party Now,,,,,,,
Puscifer,Queen B,,,,,,,
Okkervil River,Red,,,,,,,
Sonata Arctica,My Land,,,,,,,
Blur,Sweet Song,,,,,,,
Shpongle,Levitation Nation,,,,,,,
Guns N' Roses,Black Leather,,,,,,,
Pete Yorn,Just Another,,,,,,,
Loreena Mckennitt,Prologue,,,,,,,
Machinae Supremacy,Conveyer,,,,,,,
Ted Leo And The Pharmacists,The Ballad Of The Sin Eater,,,,,,,
Antony And The Johnsons,Aeon,,,,,,,
Black Mountain,Stay Free,,,,,,,
Carcass,Arbeit Macht Fleisch,,,,,,,
Tristania,My Lost Lenore,,,,,,,
Motörhead,Stay Clean,,,,,,,
Blackmore'S Night,I Still Remember,,,,,,,
Ac/Dc,Money Talks,,,,,,,
Stereophonics,Hurry Up And Wait,,,,,,,
Primal Scream,Miss Lucifer,,,,,,,
Goran Bregović,Ederlezi,,,,,,,
Something Corporate,Walking By,,,,,,,
Citizen Cope,Sideways,,,,,,,
Ride,Leave Them All Behind,,,,,,,
Husky Rescue,Nightless Night,,,,,,,
Combichrist,Play Dead,,,,,,,
Queen,My Fairy King,,,,,,,
Oasis,Underneath The Sky,,,,,,,
The Future Sound Of London,We Have Explosive,,,,,,,
Cake,Jolene,,,,,,,
Tomcraft,Loneliness,,,,,,,
Clor,Outlines,,,,,,,
Fall Out Boy,Calm Before The Storm,,,,,,,
Fall Out Boy,Dead On Arrival,,,,,,,
Rammstein,Bück Dich,,,,,,,
Graham Coxon,Bittersweet Bundle Of Misery,,,,,,,
Mindless Self Indulgence,Faggot,,,,,,,
Travis,Why Does It Always Rain On Me,,,,,,,
Sarah Mclachlan,World On Fire,,,,,,,
Sarbel,Yassou Maria,,,,,,,
Tiamat,Divided,,,,,,,
Hall & Oates,Rich Girl,,,,,,,
Armand Van Helden,My My My,,,,,,,
Nada Surf,Popular,,,,,,,
Dntel,Anywhere Anyone,,,,,,,
Blue October,Calling You,,,,,,,
The Young Knives,Part Timer,,,,,,,
The Avalanches,Pablo'S Cruise,,,,,,,
Muse,Yes Please,,,,,,,
Dolores O'Riordan,Ordinary Day,,,,,,,
Caribou,Brahminy Kite,,,,,,,
Sarah Mclachlan,Stupid,,,,,,,
Soundgarden,Mailman,,,,,,,
Syd Barrett,Octopus,,,,,,,
The Who,Eyesight To The Blind (The Hawker),,,,,,,
Pain Of Salvation,This Heart Of Mine (I Pledge),,,,,,,
Tenacious D,Rock Your Socks,,,,,,,
Pink Floyd,Get Your Filthy Hands Off My Desert,,,,,,,
The Coral,Shadows Fall,,,,,,,
Iron Maiden,Face In The Sand,,,,,,,
Queens Of The Stone Age,A Song For The Deaf,,,,,,,
Gomez,Chasing Ghosts With Alcohol,,,,,,,
Thievery Corporation,Samba Tranquille,,,,,,,
Dubstar,Stars,,,,,,,
Bon Jovi,Living On A Prayer,,,,,,,
Peeping Tom,Mojo (Feat. Rahzel And Dan The Automator),,,,,,,
Lamb Of God,Ashes Of The Wake,,,,,,,
Union Of Knives,Evil Has Never,,,,,,,
Neil Young,Rockin' In The Free World,,,,,,,
The Black Angels,You In Color,,,,,,,
Onerepublic,Come Home,,,,,,,
Tina Turner,What'S Love Got To Do With It,,,,,,,
Rush,The Main Monkey Business,,,,,,,
Tv On The Radio,Young Liars,,,,,,,
Queen,You Don'T Fool Me,,,,,,,
Annie,Heartbeat (Alan Braxe Remix),,,,,,,
Rush,Tears,,,,,,,
Emilíana Torrini,Fisherman'S Woman,,,,,,,
Dub Pistols,Cyclone,,,,,,,
Emilie Autumn,Unlaced,,,,,,,
Idlewild,No Emotion,,,,,,,
The Gathering,Stonegarden (2003),,,,,,,
Poets Of The Fall,Lift,,,,,,,
The Jimi Hendrix Experience,Foxy Lady,,,,,,,
Electric Six,Improper Dancing,,,,,,,
Dean Martin,Sway,,,,,,,
Nico,I'Ll Keep It With Mine,,,,,,,
Pet Shop Boys,What Have I Done To Deserve This?,,,,,,,
Someone Still Loves You Boris Yeltsin,I Am Warm & Powerful,,,,,,,
Bitter:Sweet,Moody,,,,,,,
Magazine,The Light Pours Out Of Me,,,,,,,
Guns N' Roses,Garden Of Eden,,,,,,,
Glasvegas,Go Square Go,,,,,,,
Skold,Remember,,,,,,,
Red House Painters,Brockwell Park,,,,,,,
Black Lips,Bad Kids,,,,,,,
Leonel Nunes,Mulher Ingrata,,,,,,,
Incubus,Have You Ever,,,,,,,
Misfits,Helena,,,,,,,
Ben Folds,Gracie,,,,,,,
Judas Priest,Ram It Down,,,,,,,
Helloween,Future World,,,,,,,
James Brown,Papa'S Got A Brand New Bag,,,,,,,
Weezer,My Best Friend,,,,,,,
4 Non Blondes,What'S Up?,,,,,,,
Burial,Homeless,,,,,,,
Genesis,Abacab,,,,,,,
Lifehouse,Take Me Away,,,,,,,
Rainbow,Since You'Ve Been Gone,,,,,,,
The National,About Today,,,,,,,
Rilo Kiley,Give A Little Love,,,,,,,
Étienne Daho,Week-End À Rome,,,,,,,
Kill Hannah,Believer,,,,,,,
Azure Ray,For No One,,,,,,,
Morrissey,Glamorous Glue,,,,,,,
Robots In Disguise,Hot Gossip,,,,,,,
Wilco,Monday,,,,,,,
Skinny Puppy,Testure,,,,,,,
Robert Plant & Alison Krauss,Sister Rosetta Goes Before Us,,,,,,,
Madonna,Spanish Lesson,,,,,,,
Afx,Batine Acid,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Afx,Crying In Your Face,,,,,,,
Cat Power,Song To Bobby,,,,,,,
Marilyn Manson,Are You The Rabbit?,,,,,,,
Agathodaimon,An Angel'S Funeral,,,,,,,
3 Doors Down,Ticket To Heaven,,,,,,,
Amusement Parks On Fire,Venus In Cancer,,,,,,,
The Charlatans,My Beautiful Friend,,,,,,,
Death Cab For Cutie,Hindsight,,,,,,,
Weezer,Hold Me,0.6,0.8,0.4,0.6,0.4,0.6,0.4
Leonard Cohen,Master Song,,,,,,,
Alice In Chains,Sludge Factory,,,,,,,
Mystery Jets,Veiled In Grey,,,,,,,
The Lemonheads,It'S A Shame About Ray,,,,,,,
Diablo,The Preacher,,,,,,,
Myslovitz,Sprzedawcy Marzeń,,,,,,,
