artist_name,track_name,Vocal Register,Vocal Timbre Thin to Full,Vocal Breathiness,Vocal Smoothness,Vocal Grittiness,Vocal Nasality,Vocal Accompaniment
Testament,Trial By Fire,,,,,,,
Nevermore,A Future Uncertain,,,,,,,
Russian Circles,Enter,,,,,,,
Eminem,Till I Collapse,,,,,,,
Maria Taylor,Speak Easy,,,,,,,
Theatre Of Tragedy,Fair And 'Guiling Copesmate Death,,,,,,,
Maria Mena,Miss You Love,,,,,,,
Propellerheads,Take California,,,,,,,
Rush,Xanadu,,,,,,,
The Desert Sessions,Crawl Home,,,,,,,
Skinny Puppy,Smothered Hope,,,,,,,
Texas,In Our Lifetime,,,,,,,
Wednesday,I Walked With A Zombie,,,,,,,
Skinny Puppy,Pasturn,,,,,,,
Texas,Inner Smile,,,,,,,
Skunk Anansie,Charlie Big Potato,,,,,,,
Levellers,One Way,,,,,,,
Kreator,Murder Fantasies,,,,,,,
Kreator,World Anarchy,,,,,,,
Camera Obscura,Lunar Sea,,,,,,,
Sebadoh,License To Confuse,,,,,,,
Grizzly Bear,Disappearing Act,,,,,,,
Aphex Twin,Come To Daddy,,,,,,,
Grizzly Bear,Knife (Girl Talk Remix),,,,,,,
Aphex Twin,Delphium,,,,,,,
Blue Öyster Cult,Godzilla,,,,,,,
Blue Öyster Cult,Burnin' For You,,,,,,,
Blind Guardian,Punishment Divine,,,,,,,
Federico Aubele,Esta Noche,,,,,,,
Feeder,Child In You,,,,,,,
Mates Of State,What It Means,,,,,,,
The Dresden Dolls,Bank Of Boston Beauty Queen,,,,,,,
Matchbox Twenty,Feel,,,,,,,
Clint Mansell,Summer: Ghosts Of Things To Come,,,,,,,
2Pac,How Do U Want It,,,,,,,
Jet,Rip It Up,,,,,,,
Yann Tiersen,The Decant Session,,,,,,,
Martha Wainwright,Tower Of Song,,,,,,,
Thompson Twins,Love On Your Side,,,,,,,
Ghostface Killah,Kilo (Feat. Raekwon),,,,,,,
Ghostface Killah,Shakey Dog,,,,,,,
The Verve,Come On,,,,,,,
Chris Garneau,Blue Suede Shoes,,,,,,,
The Mars Volta,Wax Simulacra,,,,,,,
Bloc Party,Blue Light (Engineers 'Anti-Gravity' Mix),0.6,0.6,0.8,0.8,0.2,0.4,0.4
Dimmu Borgir,Absolute Sole Right,,,,,,,
Sun Kil Moon,Convenient Parking,0.4,0.6,0.4,0.6,0.6,0.4,0.2
Dimmu Borgir,Masses For The New Messiah,,,,,,,
John Frusciante,Away & Anywhere,,,,,,,
Martina Topley-Bird,Sandpaper Kisses,,,,,,,
Lady Gaga,Again Again,,,,,,,
Sun Kil Moon,Four Fingered Fisherman,,,,,,,
Machine Head,Slanderous,,,,,,,
The Tough Alliance,Silly Crimes,,,,,,,
Martijn Ten Velden,I Wish You Would,,,,,,,
Sugababes,Surprise,,,,,,,
Deerhunter,Ghost Outfit,0.6,0.4,0.6,0.8,0.4,0.4,0.6
Oceansize,Heaven Alive,0.6,0.8,0.4,0.6,0.4,0.2,0.6
Beyoncé,Upgrade U (Feat. Jay-Z),,,,,,,
Jaco Pastorius,Portrait Of Tracy,,,,,,,
Faust,Giggy Smile,,,,,,,
Mecano,Japón,,,,,,,
Sonic Youth,Bubblegum,,,,,,,
The Moldy Peaches,Little Bunny Foo Foo,,,,,,,
Less Than Jake,All My Best Friends Are Metalheads,,,,,,,
Throwing Muses,Not Too Soon,0.6,0.6,0.4,0.4,0.6,0.4,0.4
Guns N' Roses,My World,,,,,,,
The Microphones,My Roots Are Strong And Deep,,,,,,,
John Frusciante,Anne,,,,,,,
Pere Ubu,The Modern Dance,,,,,,,
Of Montreal,Erroneous Escape Into Eric Eckles,,,,,,,
Sonic Youth,On The Strip,,,,,,,
Danger Mouse,What More Can I Say,,,,,,,
Seeed,Dancehall Caballeros,,,,,,,
Ghinzu,21St Century Crooners,,,,,,,
Sonic Youth,Or,,,,,,,
Sonic Youth,Self-Obsessed And Sexxee,,,,,,,
Assemblage 23,Disappoint (Funker Vogt Remix),,,,,,,
Chris De Burgh,A Spaceman Came Travelling,,,,,,,
Weird Al Yankovic,Polkarama!,,,,,,,
Manic Street Preachers,Judge Yr'Self,,,,,,,
Manic Street Preachers,Ocean Spray,,,,,,,
Casiotone For The Painfully Alone,It Wasn'T The Same Somehow,,,,,,,
Mano Negra,Mala Vida,,,,,,,
Clinic,Voodoo Wop,,,,,,,
Rush,Time Stand Still,0.8,0.8,0.2,0.8,0.2,0.4,0.6
Nada Surf,All Is A Game,,,,,,,
Pink Floyd,Scarecrow,,,,,,,
Tom Waits,Rosie,,,,,,,
Velvet Revolver,Can'T Get It Out Of My Head,,,,,,,
Paula Cole,I Don'T Want To Wait,,,,,,,
David Guetta,Just For One Day (Heroes),,,,,,,
The Gathering,Souvenirs,,,,,,,
Icon & The Black Roses,Running Up That Hill,,,,,,,
Velvet Revolver,Dirty Little Thing,,,,,,,
Teriyaki Boyz,Tokyo Drift (Fast & Furious),0.6,0.4,0.2,0.6,0.2,0.4,0.8
Rush,The Analog Kid,,,,,,,
Tori Amos,Icicle,,,,,,,
坂本龍一,I Wanna Be Down,,,,,,,
Les Savy Fav,Fading Vibes,,,,,,,
Eminem,Criminal,,,,,,,
Keith Jarrett,Blame It On My Youth / Meditation,,,,,,,
Icon & The Black Roses,Angel,,,,,,,
Before The Dawn,Enemy,,,,,,,
Marilyn Manson,Thaeter,,,,,,,
The Gathering,On Most Surfaces (Inuït),,,,,,,
Joaquin Phoenix,I Walk The Line,,,,,,,
Cut Off Your Hands,Oh Girl,,,,,,,
Nevermore,Engines Of Hate,,,,,,,
Iced Earth,Watching Over Me,,,,,,,
Skinny Puppy,The Choke,0.4,0.4,0.6,0.2,0.8,0.4,0.2
Depeche Mode,Satellite,,,,,,,
The Feelies,Fa Cé-La,,,,,,,
Chumbawamba,Amnesia,,,,,,,
Cocorosie,Miracle,,,,,,,
Eminem,Square Dance,,,,,,,
Metallica,Crash Course In Brain Surgery,,,,,,,
Blur,Lot 105,,,,,,,
マキシマム ザ ホルモン,Zetsubou Billy,,,,,,,
:Wumpscut:,Breathe,,,,,,,
Iron Maiden,Fates Warning,,,,,,,
Mr. Bungle,The Girls Of Porn,,,,,,,
Emilie Autumn,Dead Is The New Alive (Manipulator Mix By Dope Stars Inc.),,,,,,,
Emil Jensen,Inte Vackrast I Världen,,,,,,,
A Silver Mt. Zion,Sisters! Brothers! Small Boats Of Fire Are Falling From The Sky!,,,,,,,
R.E.M.,Cuyahoga,,,,,,,
The Rolling Stones,Mixed Emotions,,,,,,,
Mirwais,Naive Song,,,,,,,
Brighten,Better Way,,,,,,,
Bright Eyes,When The President Talks To God,,,,,,,
The Detroit Cobras,Hey Sailor,,,,,,,
Olspur,From Suspicious Minds,,,,,,,
David Bowie,Weeping Wall,,,,,,,
Mf Doom,Gumbo,,,,,,,
Blur,Fade Away,,,,,,,
Skalpel,Flying Officer,,,,,,,
Skalpel,Shivers,,,,,,,
Los Rodríguez,Sin Documentos,,,,,,,
Margot & The Nuclear So And So'S,Quiet As A Mouse,,,,,,,
Carcass,Tomorrow Belongs To Nobody,,,,,,,
Stam1Na,Viisi Laukausta Päähän,,,,,,,
The Hives,A.K.A. I-D-I-O-T,,,,,,,
Incubus,Leech,,,,,,,
Atlas Sound,Cold As Ice,,,,,,,
Skinny Puppy,Ambiantz,,,,,,,
Engenheiros Do Hawaii,Eu Que Não Amo Você,,,,,,,
The 4-Skins,Evil,,,,,,,
Badly Drawn Boy,A Peak You Reach,,,,,,,
Bright Eyes,The Big Picture,,,,,,,
Badly Drawn Boy,I Love N.Y.E.,,,,,,,
David Bowie,Tvc 15,,,,,,,
Badly Drawn Boy,Another Pearl,,,,,,,
Mf Doom,Deep Fried Frenz,,,,,,,
Iron Maiden,Bring Your Daughter To The Slaughter,,,,,,,
David Bowie,The Hearts Filthy Lesson,,,,,,,
Badly Drawn Boy,Stone On The Water,,,,,,,
Tord Gustavsen Trio,Graceful Touch,,,,,,,
Katy Perry,Mannequin,,,,,,,
Enigma,Message From Io,,,,,,,
Katy Perry,If You Can Afford Me,,,,,,,
Mirah,La Familia,,,,,,,
Stars,My Radio (Am Mix),,,,,,,
Uncut,Understanding The New Violence,,,,,,,
The Gathering,We Just Stopped Breathing,,,,,,,
Rush,Chain Lightning,,,,,,,
The Breeders,Drivin' On 9,,,,,,,
Rush,Cinderella Man,,,,,,,
Rush,Presto,,,,,,,
Annie,Come Together,,,,,,,
Stabbing Westward,Waking Up Beside You,,,,,,,
Magazine,Permafrost,,,,,,,
The Kinks,Drivin',,,,,,,
The Maccabees,Good Old Bill,,,,,,,
St. Germain,What You Think About...,,,,,,,
Marilyn Manson,You Spin Me Right Round,,,,,,,
Stabbing Westward,Shame,,,,,,,
St. Vincent,The Strangers,,,,,,,
Mae,All Deliberate Speed,,,,,,,
Madvillain,Money Folder,,,,,,,
Rush,Grand Designs,,,,,,,
Hank Williams Iii,Walkin' With Sorrow,,,,,,,
Belinda,Why Wait,,,,,,,
Afi,6 To 8,,,,,,,
Róisín Murphy,Ramalama,,,,,,,
Frank Zappa,Don'T Eat The Yellow Snow,,,,,,,
Annuals,Dry Clothes,,,,,,,
The Smashing Pumpkins,Obscured,0.4,0.6,0.8,0.8,0.4,0.4,0.6
Stars Of The Lid,A Meaningful Moment Through A Meaning(Less) Process,,,,,,,
Sir Alice,Bouda Is A Material Girl,,,,,,,
Static-X,Bled For Days,,,,,,,
Black Tambourine,Throw Aggi Off The Bridge,,,,,,,
The Cure,Freakshow,,,,,,,
Incubus,Rogues,,,,,,,
Iced Earth,Dark Saga,0.6,0.8,0.2,0.6,0.8,0.2,0.4
Idlewild,Century After Century,,,,,,,
Idlewild,(I Am) What I Am Not,,,,,,,
Vivian Girls,Never See Me Again,,,,,,,
Freeland,Supernatural Thing,,,,,,,
Bel Canto,Picnic On The Moon,,,,,,,
Cocteau Twins,Pearly-Dewdrops' Drops,,,,,,,
Theatre Of Tragedy,Siren,,,,,,,
Ensiferum,Blood Is The Price Of Glory,,,,,,,
Iron & Wine,Someday The Waves,,,,,,,
Kelly Clarkson,Since U Been Gone (Jason Nevins Radio Edit),,,,,,,
Elvis Presley,Surrender,,,,,,,
Infadels,Murder That Sound,,,,,,,
Gojira,Space Time,,,,,,,
Led Zeppelin,Candy Store Rock,,,,,,,
The 69 Eyes,Jimmy,,,,,,,
The 69 Eyes,Juicy Lucy,,,,,,,
The Sisters Of Mercy,Dominion / Mother Russia,,,,,,,
Katie Melua,I Do Believe In Love,,,,,,,
The Books,Smells Like Content,,,,,,,
Kate Bush,Sunset,,,,,,,
Kate Bush,There Goes A Tenner,,,,,,,
Jonas Brothers,Still In Love With You,,,,,,,
Don Johnson Big Band,Jack,,,,,,,
Atomic Rooster,Devil'S Answer,,,,,,,
Arcturus,Of Nails And Sinners,0.6,0.6,0.4,0.6,0.8,0.4,0.6
Syd Barrett,Maisie,,,,,,,
Whitesnake,All Or Nothing,,,,,,,
Freeland,Reality 3D,,,,,,,
Cursive,Herald! Frankenstein,,,,,,,
Iron Maiden,The Clansman,,,,,,,
Tori Amos,Original Sinsuality,,,,,,,
Rush,2112,,,,,,,
Elvis Presley,Don'T,,,,,,,
Ac/Dc,For Those About To Rock,,,,,,,
Motörhead,One Track Mind,,,,,,,
Matt Pond Pa,Basement Parties,,,,,,,
Static-X,Get To The Gone,0.6,0.8,0.2,0.2,1.0,0.4,0.4
Misfits,We Bite,,,,,,,
Billie The Vision & The Dancers,A Man From Argentina,,,,,,,
Billie The Vision & The Dancers,Ask For More,,,,,,,
Gojira,Toxic Garbage Island,,,,,,,
Misfits,Theme For A Jackal,,,,,,,
Depeche Mode,My Secret Garden,,,,,,,
Run Kid Run,Sing To Me,,,,,,,
Amon Tobin,Chocolate Lovely,,,,,,,
Amon Tobin,Dream Sequence,,,,,,,
Luminary,Amsterdam (Smith And Pledger Remix),,,,,,,
Mahogany,One Plus One Equals Three Or More,,,,,,,
Acda En De Munnik,Het Regent Zonnestralen,,,,,,,
The Prodigy,Hyperspeed (G-Force Part 2),,,,,,,
Enya,Sumiregusa,,,,,,,
Lupe Fiasco,I Gotcha,,,,,,,
Amorphis,Into Hiding,,,,,,,
Enya,Marble Halls,,,,,,,
Jens Lekman,Another Sweet Summer'S Night On Hammer Hill,,,,,,,
Camera Obscura,Knee Deep At The Npl,,,,,,,
The Smashing Pumpkins,Soothe,,,,,,,
Chromeo,Way Too Much,,,,,,,
Sade,It'S Only Love That Gets You Through,,,,,,,
Sabaton,Purple Heart,,,,,,,
Stephen Malkmus,I'Ve Hardly Been,,,,,,,
Carpenters,Top Of The World,,,,,,,
Carpenters,We'Ve Only Just Begun,,,,,,,
Third Eye Blind,I Want You,,,,,,,
Third Eye Blind,Crystal Baller,,,,,,,
De/Vision,Turn Me On,,,,,,,
Public Enemy,Cold Lampin' With Flavor,,,,,,,
Jem,It'S Amazing,,,,,,,
Squarepusher,Theme From Sprite,,,,,,,
Amorphis,My Kantele,,,,,,,
Yann Tiersen,Childhood (2),,,,,,,
Jennifer Hudson,And I Am Telling You I'M Not Going,,,,,,,
Jenna Drey,All Out Of Love (Giuseppe D & Kevin Churko Radio Mix),,,,,,,
The Cult,Revolution,,,,,,,
Doves,The Sulphur Man,,,,,,,
Depeche Mode,It'S Called A Heart,,,,,,,
The Thrills,Whatever Happened To Corey Haim?,,,,,,,
Desaparecidos,The Happiest Place On Earth,,,,,,,
Blood For Blood,Anywhere But Here (Maybe Someday),,,,,,,
Stereo Mcs,Step It Up,,,,,,,
Black Lips,Step Right Up,,,,,,,
Bad Brains,The Regulator,,,,,,,
Black Light Burns,Lie,,,,,,,
Mirah,Gone Sugaring,,,,,,,
Motörhead,Another Perfect Day,,,,,,,
Syd Barrett,Apples And Oranges,,,,,,,
Sleater-Kinney,The Professional,,,,,,,
Bad Brains,Regulator,,,,,,,
Dr. Dog,Old News,,,,,,,
Tori Amos,Taxi Ride,,,,,,,
David Bowie,Neuköln,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Bronx,Around The Horn,,,,,,,
The Broken West,Hale Sunrise,,,,,,,
Arctic Monkeys,Curtains Closed,0.6,0.8,0.6,0.8,0.4,0.4,0.6
Elvis Costello,Oliver'S Army,,,,,,,
Yes,Heart Of The Sunrise,,,,,,,
Joe Satriani,Mountain Song,,,,,,,
Peaches,Bag It,,,,,,,
Windir,Dance Of Mortal Lust,,,,,,,
Nine Inch Nails,Hurt (Quiet),,,,,,,
Blackmore'S Night,Now And Then,,,,,,,
Him,Cyanide Sun,,,,,,,
Bob Dylan,Bob Dylan'S Blues,,,,,,,
White Zombie,Thunder Kiss '65,,,,,,,
Him,Heaven Tonight,,,,,,,
Roy Orbison,Pretty Woman,,,,,,,
Venetian Snares,Szamár Madár,,,,,,,
Waking Ashland,Hands On Deck,,,,,,,
Vnv Nation,Airships,,,,,,,
R.E.M.,King Of Comedy,,,,,,,
Grinderman,Electric Alice,,,,,,,
Swervedriver,Rave Down,,,,,,,
Malajube,Ton Plat Favori,,,,,,,
Silversun Pickups,Substitution,,,,,,,
Erasure,I Could Fall In Love With You,,,,,,,
Dead Can Dance,Ocean,,,,,,,
Pinback,Tripoli,,,,,,,
The Jam,In The Crowd,,,,,,,
The Jam,All Mod Cons,,,,,,,
Dead Can Dance,The Garden Of Zephirus,,,,,,,
Swod,Hochbahn,,,,,,,
Marianne Faithfull,Broken English,,,,,,,
Anna Nalick,Shine (Acoustic Version),,,,,,,
The Rolling Stones,I Just Want To See His Face,,,,,,,
Black Label Society,Dr. Octavia,,,,,,,
Miss Kittin,Kiss Factory,,,,,,,
New Order,Procession,,,,,,,
Hole,Northern Star,,,,,,,
Pinback,Loro,,,,,,,
Alphabeat,10.000 Nights Of Thunder,,,,,,,
Kate Bush,Love And Anger,,,,,,,
Olspur,Klaus And Astrid,0.8,0.6,0.6,0.8,0.4,0.2,0.6
Kraftwerk,Die Roboter,0.4,0.4,0.2,0.6,0.0,0.0,0.0
Kent,Revolt Iii,,,,,,,
Switchfoot,You,,,,,,,
Björk,Ancestors,,,,,,,
Madonna,Voices,,,,,,,
The Rocket Summer,Cross My Heart,,,,,,,
Combichrist,Adult Content,,,,,,,
Combichrist,I Want Your Blood,,,,,,,
Coldplay,The Scientist (Acoustic),,,,,,,
Gorillaz,Faust,,,,,,,
Alicia Keys,Wreckless Love,0.8,1.0,0.6,1.0,0.4,0.2,0.6
Salt-N-Pepa,Push It,,,,,,,
Sally Shapiro,I'Ll Be By Your Side,,,,,,,
The 69 Eyes,Stigmata,,,,,,,
The Smashing Pumpkins,Geek Usa,,,,,,,
Roxy Music,If There Is Something,0.6,0.8,0.4,0.6,0.6,0.4,0.4
Black Tambourine,Black Car,,,,,,,
The Calling,Could It Be Any Harder,,,,,,,
Elsiane,Vaporous,,,,,,,
Roxette,Vulnerable,,,,,,,
Anna Nalick,Band Of Gold,,,,,,,
Queensrÿche,I Don'T Believe In Love,,,,,,,
R. Kelly,Ignition (Remix),,,,,,,
Before The Dawn,Star Of Fire,,,,,,,
Andy Mckee,For My Father,,,,,,,
Infected Mushroom,Elation Station,,,,,,,
Indochine,Punker,,,,,,,
Sage Francis,Product Placement,,,,,,,
Clutch,Never Be Moved,,,,,,,
Madrugada,Hands Up - I Love You,,,,,,,
Indochine,Ladyboy,,,,,,,
Dead Kennedys,I Fought The Law,,,,,,,
The Jesus And Mary Chain,Kill Surf City,,,,,,,
Sam Sparro,Sick,,,,,,,
M. Ward,Helicopter,,,,,,,
M. Ward,Here Comes The Sun Again,,,,,,,
The Ditty Bops,Walk Or Ride,,,,,,,
Basement Jaxx,Skillalude,,,,,,,
Basement Jaxx,Living Room,,,,,,,
The Black Heart Procession,Not Just Words,,,,,,,
Jonathan Larson,One Song Glory,,,,,,,
Bob Marley,Natural Mystic,,,,,,,
Forgotten Boys,Diferent Taste,,,,,,,
Santana,Into The Night (Feat. Chad Kroeger),,,,,,,
The Verve,Virtual World,,,,,,,
Let It Drop,Dj Delicious,,,,,,,
The Field,Everday,,,,,,,
Devendra Banhart,Ay Mama,,,,,,,
Devendra Banhart,Hey Mama Wolf,,,,,,,
Dj Shadow,You Can'T Go Home Again,,,,,,,
Silverstein,Your Sword Versus My Dagger,,,,,,,
The Decemberists,Isn'T It A Lovely Night?,,,,,,,
Bebe,Siempre Me Quedará,,,,,,,
Atb,Desperate Religion,,,,,,,
Motion City Soundtrack,Perfect Teeth,,,,,,,
Motion City Soundtrack,Don'T Call It A Comeback,,,,,,,
Ac/Dc,Beating Around The Bush,,,,,,,
Inxs,Beautiful Girl,0.6,0.8,0.4,0.8,0.2,0.2,0.6
Bright Eyes,An Attempt To Tip The Scales,,,,,,,
Four Tet,Leila Came Round And We Watched A Video,,,,,,,
The Dodos,Paint The Rust,,,,,,,
Jason Wade,You Belong To Me,,,,,,,
Xploding Plastix,Comatose Luck,,,,,,,
Devendra Banhart,Carmencita,,,,,,,
The Cardigans,Beautiful One,,,,,,,
Conjure One,Tidal Pool,,,,,,,
The Stranglers,Always The Sun,,,,,,,
The Roots,Don'T Say Nuthin',,,,,,,
Nirvana,Son Of A Gun,,,,,,,
The Rosebuds,Blue Bird,,,,,,,
The Stone Roses,Full Fathom Five,,,,,,,
Murcof,Unison,,,,,,,
Murcof,Razón (En 3 Partes),,,,,,,
Minus The Bear,This Ain'T A Surfin' Movie,,,,,,,
Madonna,To Have And Not To Hold,,,,,,,
Bonde Do Rolê,James Bonde,,,,,,,
Bonde Do Rolê,Marina Do Bairro,0.8,0.4,0.6,0.4,0.6,0.6,0.8
