artist_name,track_name,Drum Set,Drum Aggressiveness,Synthetic Drums,Percussion,Electric Guitar,Electric Guitar Distortion,Acoustic Guitar,String Ensemble,Horn Ensemble,Piano,Organ,Rhodes,Synthesizer,Synth Timbre,Bass Guitar,Reed Instrument
Conjure One,Pandora,,,,,,,,,,,,,,,,
Arch Enemy,Carry The Cross,,,,,,,,,,,,,,,,
Emilie Autumn,Shalott,,,,,,,,,,,,,,,,
Silverchair,Miss You Love,,,,,,,,,,,,,,,,
The 69 Eyes,Wasting The Dawn,,,,,,,,,,,,,,,,
Pixies,Trompe Le Monde,,,,,,,,,,,,,,,,
The Who,Boris The Spider,,,,,,,,,,,,,,,,
Bang Gang,Something Wrong,,,,,,,,,,,,,,,,
Clark,Frau Wav,,,,,,,,,,,,,,,,
Dead Kennedys,Stealing People'S Mail,,,,,,,,,,,,,,,,
Metric,Twilight Galaxy,,,,,,,,,,,,,,,,
Backyard Babies,Say When,,,,,,,,,,,,,,,,
Thursday,This Song Brought To You By A Falling Bomb,,,,,,,,,,,,,,,,
God Is An Astronaut,Suicide By Star,,,,,,,,,,,,,,,,
Le Tigre,On The Verge,,,,,,,,,,,,,,,,
Fall Out Boy,Get Busy Living Or Get Busy Dying (Do Your Part To Save The Scene And Stop Going To Shows),,,,,,,,,,,,,,,,
Manic Street Preachers,The Second Great Depression,,,,,,,,,,,,,,,,
Elliott Smith,Because,,,,,,,,,,,,,,,,
The Fiery Furnaces,Blueberry Boat,,,,,,,,,,,,,,,,
Metric,Gold Guns Girls,,,,,,,,,,,,,,,,
Penguin Cafe Orchestra,Music For A Found Harmonium,,,,,,,,,,,,,,,,
The Mountain Goats,The Best Ever Death Metal Band In Denton,,,,,,,,,,,,,,,,
Jack Johnson,Mediocre Bad Guys,,,,,,,,,,,,,,,,
Animal Collective,College,,,,,,,,,,,,,,,,
David Bowie,Absolute Beginners,0.8,0.4,0.0,0.6,0.4,0.2,0.0,0.6,0.4,0.6,0.0,0.0,0.4,0.2,0.8,0.0
The Knife,Hannah'S Conscious,,,,,,,,,,,,,,,,
Dark Tranquillity,Final Resistance,,,,,,,,,,,,,,,,
Holy Fuck,Safari,,,,,,,,,,,,,,,,
Within Temptation,What Have You Done (Feat. Keith Caputo),1.0,1.0,0.0,0.2,1.0,1.0,0.0,0.6,0.0,0.0,0.0,0.0,0.4,0.2,1.0,0.0
Sons And Daughters,Taste The Last Girl,,,,,,,,,,,,,,,,
The Academy Is...,Down And Out,,,,,,,,,,,,,,,,
Madonna,Drowned World/Substitute For Love,,,,,,,,,,,,,,,,
Paradise Lost,Praise Lamented Shade,,,,,,,,,,,,,,,,
Apocalyptica,Life Burns!,,,,,,,,,,,,,,,,
The Hold Steady,Massive Nights,,,,,,,,,,,,,,,,
Within Temptation,The Truth Beneath The Rose,,,,,,,,,,,,,,,,
Freeform Five,No More Conversations,,,,,,,,,,,,,,,,
Frente!,Bizarre Love Triangle,,,,,,,,,,,,,,,,
Bombay Bicycle Club,The Hill,,,,,,,,,,,,,,,,
Sentenced,One More Day,,,,,,,,,,,,,,,,
Ambulance Ltd,Stay Tuned,,,,,,,,,,,,,,,,
Clinic,The Second Line,,,,,,,,,,,,,,,,
Razorlight,Don'T Go Back To Dalston,,,,,,,,,,,,,,,,
Idlewild,When I Argue I See Shapes,,,,,,,,,,,,,,,,
Cut Copy,Eternity One Night Only,,,,,,,,,,,,,,,,
Poisonblack,Exciter,,,,,,,,,,,,,,,,
Stereolab,Cybele'S Reverie,,,,,,,,,,,,,,,,
Morcheeba,People Carrier,,,,,,,,,,,,,,,,
Gogol Bordello,Oh No,,,,,,,,,,,,,,,,
The Breeders,Do You Love Me Now?,,,,,,,,,,,,,,,,
Calvin Harris,Colours,,,,,,,,,,,,,,,,
Sneaker Pimps,Roll On,,,,,,,,,,,,,,,,
The Prodigy,Full Throttle,,,,,,,,,,,,,,,,
Lifehouse,Blind,,,,,,,,,,,,,,,,
Martha And The Muffins,Echo Beach,,,,,,,,,,,,,,,,
Ben Folds,Carrying Cathy,,,,,,,,,,,,,,,,
Sugababes,Denial,,,,,,,,,,,,,,,,
Wilco,Nothing'Severgonnastandinmyway(Again),,,,,,,,,,,,,,,,
Poets Of The Fall,Sorry Go 'Round,,,,,,,,,,,,,,,,
The Velvet Underground,I Found A Reason,,,,,,,,,,,,,,,,
Devendra Banhart,A Ribbon,,,,,,,,,,,,,,,,
The Smashing Pumpkins,Shame,,,,,,,,,,,,,,,,
Morrissey,That'S How People Grow Up,,,,,,,,,,,,,,,,
Alkaline Trio,Blue In The Face,,,,,,,,,,,,,,,,
M83,Let Men Burn Stars,,,,,,,,,,,,,,,,
Beach House,Lovelier Girl,,,,,,,,,,,,,,,,
U2,Who'S Gonna Ride Your Wild Horses,,,,,,,,,,,,,,,,
Rancid,Ruby Soho,,,,,,,,,,,,,,,,
Billie Holiday,Strange Fruit,,,,,,,,,,,,,,,,
Poets Of The Fall,Fire,,,,,,,,,,,,,,,,
Dredg,Planting Seeds,,,,,,,,,,,,,,,,
Étienne Daho,Epaule Tatoo,,,,,,,,,,,,,,,,
Slowdive,Rutti,,,,,,,,,,,,,,,,
Good Charlotte,Dance Floor Anthem,,,,,,,,,,,,,,,,
Moby,Fireworks,,,,,,,,,,,,,,,,
Ladytron,Kletva,,,,,,,,,,,,,,,,
Ladytron,Cska Sofia,,,,,,,,,,,,,,,,
The Cure,From The Edge Of The Deep Green Sea,,,,,,,,,,,,,,,,
Al Green,How Can You Mend A Broken Heart,,,,,,,,,,,,,,,,
Willie Nelson,He Was A Friend Of Mine,,,,,,,,,,,,,,,,
New York Dolls,Personality Crisis,,,,,,,,,,,,,,,,
The Gathering,A Noise Severe,,,,,,,,,,,,,,,,
Finntroll,Slaget Vid Blodsälv,1.0,1.0,0.0,0.6,1.0,1.0,0.2,0.6,0.0,0.0,0.6,0.0,0.6,0.4,1.0,0.0
Be Your Own Pet,Damn Damn Leash,,,,,,,,,,,,,,,,
Guns N' Roses,Raw Power,,,,,,,,,,,,,,,,
My Bloody Valentine,No More Sorry,,,,,,,,,,,,,,,,
Jamie T,Operation,,,,,,,,,,,,,,,,
Alan Braxe & Fred Falke,Rubicon,,,,,,,,,,,,,,,,
Guns N' Roses,Locomotive,,,,,,,,,,,,,,,,
Thievery Corporation,The Richest Man In Babylon,,,,,,,,,,,,,,,,
Thievery Corporation,Treasures,,,,,,,,,,,,,,,,
Gotan Project,Mi Confesión,,,,,,,,,,,,,,,,
Elvis Costello,Pump It Up,,,,,,,,,,,,,,,,
The Whitest Boy Alive,Courage,,,,,,,,,,,,,,,,
Mando Diao,The Wildfire,,,,,,,,,,,,,,,,
Those Dancing Days,Hitten,,,,,,,,,,,,,,,,
Minor Threat,Bottled Violence,,,,,,,,,,,,,,,,
Bonobo,Sugar Rhyme,,,,,,,,,,,,,,,,
Digitalism,Echoes,,,,,,,,,,,,,,,,
Britney Spears,Let Me Be,,,,,,,,,,,,,,,,
Digitalism,Home Zone,,,,,,,,,,,,,,,,
Jim Sturgess,Girl,,,,,,,,,,,,,,,,
Ensiferum,Tears,,,,,,,,,,,,,,,,
Arctic Monkeys,Choo Choo,,,,,,,,,,,,,,,,
Devendra Banhart,The Beatles,,,,,,,,,,,,,,,,
Ensiferum,Mourning Heart (Interlude),,,,,,,,,,,,,,,,
Charlotte Gainsbourg,Jamais,,,,,,,,,,,,,,,,
Ramones,53Rd And 3Rd,,,,,,,,,,,,,,,,
The Prodigy,Memphis Bells,,,,,,,,,,,,,,,,
Iron Maiden,Ghost Of The Navigator,,,,,,,,,,,,,,,,
Augustana,Sunday Best,,,,,,,,,,,,,,,,
Lily Allen,Nan You'Re A Window Shopper,,,,,,,,,,,,,,,,
Katie Melua,Just Like Heaven,,,,,,,,,,,,,,,,
Rage Against The Machine,I'M Housin',,,,,,,,,,,,,,,,
Maroon 5,If I Never See Your Face Again (Feat. Rihanna),,,,,,,,,,,,,,,,
Ac/Dc,Touch Too Much,,,,,,,,,,,,,,,,
Rage Against The Machine,In My Eyes,,,,,,,,,,,,,,,,
David Guetta,Love Is Gone (Radio Mix),,,,,,,,,,,,,,,,
Mazzy Star,So Tonight That I Might See,,,,,,,,,,,,,,,,
Skid Row,Get The Fuck Out,,,,,,,,,,,,,,,,
Skinny Puppy,Assimilate,,,,,,,,,,,,,,,,
Katie Melua,Piece By Piece,,,,,,,,,,,,,,,,
Suicide,Cheree,,,,,,,,,,,,,,,,
Korn,Somebody Someone,,,,,,,,,,,,,,,,
Moby,Temptation,,,,,,,,,,,,,,,,
Augustana,Lonely People,,,,,,,,,,,,,,,,
Nick Lachey,What'S Left Of Me,,,,,,,,,,,,,,,,
Dredg,Scissor Lock,,,,,,,,,,,,,,,,
Delays,Long Time Coming,,,,,,,,,,,,,,,,
Duran Duran,Secret Oktober,,,,,,,,,,,,,,,,
Rush,Something For Nothing,1.0,0.8,0.0,0.2,1.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
In Flames,Our Infinite Struggle,,,,,,,,,,,,,,,,
The Cure,Siamese Twins,,,,,,,,,,,,,,,,
Velvet Revolver,Let It Roll,,,,,,,,,,,,,,,,
Can,Vitamin C,,,,,,,,,,,,,,,,
Rachael Yamagata,Letter Read,,,,,,,,,,,,,,,,
Rachael Yamagata,I'Ll Find A Way,,,,,,,,,,,,,,,,
Neutral Milk Hotel,Marching Theme,,,,,,,,,,,,,,,,
Rammstein,Eifersucht,,,,,,,,,,,,,,,,
Air,Casanova 70,,,,,,,,,,,,,,,,
Architecture In Helsinki,Rendezvous: Potrero Hill,,,,,,,,,,,,,,,,
The Who,Overture,,,,,,,,,,,,,,,,
Bloodhound Gang,Foxtrot Uniform Charlie Kilo,,,,,,,,,,,,,,,,
Mamonas Assassinas,Pelados Em Santos,,,,,,,,,,,,,,,,
Bloodhound Gang,Mope,,,,,,,,,,,,,,,,
The Brian Jonestown Massacre,Anenome,,,,,,,,,,,,,,,,
The Futureheads,He Knows,,,,,,,,,,,,,,,,
Modest Mouse,Custom Concern,,,,,,,,,,,,,,,,
The Brian Jonestown Massacre,Not If You Were The Last Dandy On Earth,,,,,,,,,,,,,,,,
Amorphis,Enigma,,,,,,,,,,,,,,,,
The Futureheads,Back To The Sea,,,,,,,,,,,,,,,,
I Love You But I'Ve Chosen Darkness,Last Ride Together,,,,,,,,,,,,,,,,
Taking Back Sunday,Cute Without The 'E' (Cut From The Team),,,,,,,,,,,,,,,,
Múm,Will The Summer Make Good For All Of Our Sins?,,,,,,,,,,,,,,,,
Elbow,Not A Job,,,,,,,,,,,,,,,,
Elbow,Red,,,,,,,,,,,,,,,,
The Police,The Bed'S Too Big Without You,,,,,,,,,,,,,,,,
Aphex Twin,Gwely Mernans,,,,,,,,,,,,,,,,
Manic Street Preachers,Kevin Carter,,,,,,,,,,,,,,,,
Manic Street Preachers,Tsunami,,,,,,,,,,,,,,,,
Death Cab For Cutie,Fake Frowns,,,,,,,,,,,,,,,,
Ben Folds,Not The Same,,,,,,,,,,,,,,,,
Broadcast,Bit 35,,,,,,,,,,,,,,,,
God Module,Foreseen,,,,,,,,,,,,,,,,
Stam1Na,Koe Murha!,,,,,,,,,,,,,,,,
Kevin Shields,Goodbye,,,,,,,,,,,,,,,,
Elastica,Waking Up,,,,,,,,,,,,,,,,
Dark Tranquillity,Focus Shift,,,,,,,,,,,,,,,,
Björk,Harm Of Will,,,,,,,,,,,,,,,,
Sex Pistols,Submission,,,,,,,,,,,,,,,,
Caribou,Drumheller,,,,,,,,,,,,,,,,
Phoenix,Honeymoon,0.6,0.4,0.6,0.4,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.6,0.6,0.0
Death Cab For Cutie,All Is Full Of Love,,,,,,,,,,,,,,,,
Minus The Bear,Hooray,,,,,,,,,,,,,,,,
Faithless,Don'T Leave,,,,,,,,,,,,,,,,
Clark,Roulette Thrift Run,,,,,,,,,,,,,,,,
The Dø,On My Shoulders,,,,,,,,,,,,,,,,
Death,Crystal Mountain,,,,,,,,,,,,,,,,
Christina Aguilera,Slow Down Baby,,,,,,,,,,,,,,,,
Blonde Redhead,For The Damaged,,,,,,,,,,,,,,,,
Apocalyptica,Kaamos,,,,,,,,,,,,,,,,
Iggy Pop,China Girl,,,,,,,,,,,,,,,,
Tilly And The Wall,You And I Misbehaving,,,,,,,,,,,,,,,,
Queensrÿche,Speak,,,,,,,,,,,,,,,,
The Hives,Hey Little World,,,,,,,,,,,,,,,,
The Gathering,Nighttime Birds,,,,,,,,,,,,,,,,
Beatsteaks,I Don'T Care As Long As You Sing,,,,,,,,,,,,,,,,
The Waterboys,The Whole Of The Moon,,,,,,,,,,,,,,,,
The Cranberries,No Need To Argue,,,,,,,,,,,,,,,,
Red House Painters,Michael,,,,,,,,,,,,,,,,
Red Hot Chili Peppers,Sir Psycho Sexy,,,,,,,,,,,,,,,,
Oasis,Sunday Morning Call,,,,,,,,,,,,,,,,
R.E.M.,Houston,,,,,,,,,,,,,,,,
Yeah Yeah Yeahs,Yeah! New York,,,,,,,,,,,,,,,,
Joan As Police Woman,I Defy,,,,,,,,,,,,,,,,
Opeth,The Baying Of The Hounds,,,,,,,,,,,,,,,,
Death Cab For Cutie,Sleep Spent,,,,,,,,,,,,,,,,
Killswitch Engage,World Ablaze,,,,,,,,,,,,,,,,
Elbow,An Imagined Affair,,,,,,,,,,,,,,,,
Télépopmusik,Yesterday Was A Lie,,,,,,,,,,,,,,,,
Razorlight,Wire To Wire,,,,,,,,,,,,,,,,
Real Life,Openhearted,,,,,,,,,,,,,,,,
Nine Inch Nails,Adrift And At Peace,,,,,,,,,,,,,,,,
Gnarls Barkley,Storm Coming,,,,,,,,,,,,,,,,
Britney Spears,Touch Of My Hand,,,,,,,,,,,,,,,,
My Morning Jacket,Into The Woods,,,,,,,,,,,,,,,,
Alice Cooper,Brutal Planet,,,,,,,,,,,,,,,,
Adam Green,Crackhouse Blues,,,,,,,,,,,,,,,,
U2,Fez - Being Born,,,,,,,,,,,,,,,,
The Pogues,A Pair Of Brown Eyes,,,,,,,,,,,,,,,,
Elbow,The Everthere,,,,,,,,,,,,,,,,
Conor Oberst,Lenders In The Temple,,,,,,,,,,,,,,,,
Razorlight,Rock N Roll Lies,,,,,,,,,,,,,,,,
The Rolling Stones,Sway,,,,,,,,,,,,,,,,
Starsailor,Alcoholic,,,,,,,,,,,,,,,,
Weezer,Smile,,,,,,,,,,,,,,,,
Vampire Weekend,Exit Music (For A Film),,,,,,,,,,,,,,,,
The Gathering,The May Song,,,,,,,,,,,,,,,,
Vampire Weekend,Boston,,,,,,,,,,,,,,,,
The Beatles,Please Mister Postman,,,,,,,,,,,,,,,,
Misfits,Scream!,,,,,,,,,,,,,,,,
Depeche Mode,One Caress,,,,,,,,,,,,,,,,
Pavement,Date With Ikea,,,,,,,,,,,,,,,,
Antony And The Johnsons,The Crying Light,,,,,,,,,,,,,,,,
Final Fantasy,Library,,,,,,,,,,,,,,,,
Panzer Ag,Battlefield,,,,,,,,,,,,,,,,
Mclusky,To Hell With Good Intentions,,,,,,,,,,,,,,,,
Eisley,Memories,,,,,,,,,,,,,,,,
Final Fantasy,Many Lives → 49 Mp,,,,,,,,,,,,,,,,
Soda Stereo,Estoy Azulado,,,,,,,,,,,,,,,,
Scorpions,Dust In The Wind,,,,,,,,,,,,,,,,
My Chemical Romance,Romance,,,,,,,,,,,,,,,,
Evermore,Light Surrounding You,,,,,,,,,,,,,,,,
Cky,Escape From Hellview,,,,,,,,,,,,,,,,
Bad Brains,Banned In D.C.,,,,,,,,,,,,,,,,
Hocico,Fed Up,,,,,,,,,,,,,,,,
Elton John,Step Into Christmas,,,,,,,,,,,,,,,,
Queen,The Miracle,,,,,,,,,,,,,,,,
Pinback,Walters,,,,,,,,,,,,,,,,
Eluveitie,Inis Mona,,,,,,,,,,,,,,,,
:Wumpscut:,Evoke,,,,,,,,,,,,,,,,
Zongamin,Bongo Song,,,,,,,,,,,,,,,,
Exodus,Piranha,,,,,,,,,,,,,,,,
The Presets,Kicking And Screaming,,,,,,,,,,,,,,,,
Darkthrone,Sunrise Over Locus Mortis,,,,,,,,,,,,,,,,
My Chemical Romance,Our Lady Of Sorrows,,,,,,,,,,,,,,,,
Iced Earth,Melancholy (Holy Martyr),,,,,,,,,,,,,,,,
System Of A Down,Mind,,,,,,,,,,,,,,,,
Regina Spektor,Oedipus,,,,,,,,,,,,,,,,
The Presidents Of The United States Of America,Kitty,,,,,,,,,,,,,,,,
3 Doors Down,Landing In London,,,,,,,,,,,,,,,,
Giant Drag,Pretty Little Neighbor,,,,,,,,,,,,,,,,
Carl Orff,O Fortuna,,,,,,,,,,,,,,,,
Pavement,Trigger Cut/Wounded-Kite At :17,,,,,,,,,,,,,,,,
Beastie Boys,Paul Revere,,,,,,,,,,,,,,,,
The Jimi Hendrix Experience,I Don'T Live Today,,,,,,,,,,,,,,,,
A New Funky Generation,The Messenger,,,,,,,,,,,,,,,,
The Beta Band,She'S The One,,,,,,,,,,,,,,,,
My Chemical Romance,Cemetery Drive,,,,,,,,,,,,,,,,
Black Mountain,Evil Ways,,,,,,,,,,,,,,,,
Say Anything,The Writhing South,,,,,,,,,,,,,,,,
The Beta Band,Inner Meet Me,,,,,,,,,,,,,,,,
Soilwork,Silent Bullet,,,,,,,,,,,,,,,,
Molley Sandén,Det Finaste Någon Kan Få,,,,,,,,,,,,,,,,
Fischerspooner,Turn On,,,,,,,,,,,,,,,,
My Brightest Diamond,We Were Sparkling,,,,,,,,,,,,,,,,
The Used,All That I'Ve Got,,,,,,,,,,,,,,,,
The Kills,Black Rooster,,,,,,,,,,,,,,,,
Scissor Sisters,Lights,,,,,,,,,,,,,,,,
The Sounds,Mine For Life,,,,,,,,,,,,,,,,
The Coral,Spanish Main,,,,,,,,,,,,,,,,
Corinne Bailey Rae,Choux Pastry Heart,,,,,,,,,,,,,,,,
The Vines,Don'T Listen To The Radio,,,,,,,,,,,,,,,,
Tilly And The Wall,Reckless,,,,,,,,,,,,,,,,
The Rolling Stones,Let It Bleed,,,,,,,,,,,,,,,,
Tapes 'N Tapes,Buckle,,,,,,,,,,,,,,,,
Doves,Lost Souls,,,,,,,,,,,,,,,,
The Flaming Lips,The Yeah Yeah Yeah Song,,,,,,,,,,,,,,,,
Megadeth,Holy Wars... The Punishment Due,,,,,,,,,,,,,,,,
Mogwai,Thank You Space Expert,,,,,,,,,,,,,,,,
Son Volt,Circadian Rhythm,,,,,,,,,,,,,,,,
Neko Case,Blacklisted,,,,,,,,,,,,,,,,
Foo Fighters,End Over End,,,,,,,,,,,,,,,,
Pj Harvey,The Dancer,0.6,0.4,0.0,0.4,0.6,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0
Jamiroquai,Too Young To Die,,,,,,,,,,,,,,,,
Hard-Fi,I Shall Overcome,,,,,,,,,,,,,,,,
Esthero,Melancholy Melody,,,,,,,,,,,,,,,,
The Kills,Hand,,,,,,,,,,,,,,,,
Sia,Soon We'Ll Be Found,0.6,0.4,0.6,0.6,0.0,0.0,0.0,0.8,0.0,0.8,0.0,0.0,0.2,0.2,0.4,0.0
Sia,Moon,,,,,,,,,,,,,,,,
Blur,Crazy Beat,,,,,,,,,,,,,,,,
Anthrax,Caught In A Mosh,,,,,,,,,,,,,,,,
Foo Fighters,Miracle,,,,,,,,,,,,,,,,
The Kills,Superstition,,,,,,,,,,,,,,,,
The Format,Tie The Rope,,,,,,,,,,,,,,,,
Pj Harvey,Who The Fuck?,,,,,,,,,,,,,,,,
Eluvium,Prelude For Time Feelers,,,,,,,,,,,,,,,,
Strapping Young Lad,Far Beyond Metal,,,,,,,,,,,,,,,,
Dead Can Dance,Saltarello,,,,,,,,,,,,,,,,
Ben Harper,Burn One Down,,,,,,,,,,,,,,,,
Queen,Princes Of The Universe,1.0,1.0,0.0,0.2,1.0,1.0,0.0,0.4,0.0,0.4,0.0,0.0,0.2,0.4,1.0,0.0
Of Montreal,Eros' Entropic Tundra,,,,,,,,,,,,,,,,
Guns N' Roses,Street Of Dreams,,,,,,,,,,,,,,,,
Amy Winehouse,(There Is) No Greater Love,,,,,,,,,,,,,,,,
Muse,Recess,,,,,,,,,,,,,,,,
Black Box,Ride On Time,,,,,,,,,,,,,,,,
Counting Crows,Holiday In Spain,,,,,,,,,,,,,,,,
Cab Calloway,Minnie The Moocher,,,,,,,,,,,,,,,,
Coheed And Cambria,Wake Up,,,,,,,,,,,,,,,,
Tokyo Police Club,Sixties Remake,,,,,,,,,,,,,,,,
Buena Vista Social Club,El Carretero,,,,,,,,,,,,,,,,
Japan,Quiet Life,,,,,,,,,,,,,,,,
Biffy Clyro,Who'S Got A Match?,,,,,,,,,,,,,,,,
Sonic Youth,Sleepin' Around,,,,,,,,,,,,,,,,
Sonic Youth,Stereo Sanctity,,,,,,,,,,,,,,,,
The Raveonettes,Black Satin,,,,,,,,,,,,,,,,
Frank Zappa,Peaches En Regalia,,,,,,,,,,,,,,,,
Turbonegro,Zillion Dollar Sadist,,,,,,,,,,,,,,,,
The Books,The Lemon Of Pink,,,,,,,,,,,,,,,,
The Normal,Warm Leatherette,,,,,,,,,,,,,,,,
Sade,Every Word,,,,,,,,,,,,,,,,
Céline Dion,My Heart Will Go On,,,,,,,,,,,,,,,,
The Kingsmen,Louie Louie,,,,,,,,,,,,,,,,
Deerhoof,Whither The Invisible Birds?,,,,,,,,,,,,,,,,
Modjo,Chillin',,,,,,,,,,,,,,,,
Vanilla Ninja,Birds Of Peace,0.8,0.6,0.0,0.4,0.8,0.6,0.6,0.4,0.0,0.0,0.2,0.0,0.4,0.4,0.8,0.0
A-Ha,Celice,,,,,,,,,,,,,,,,
Deerhunter,Dot Gain,,,,,,,,,,,,,,,,
Pj Harvey,The Darker Days Of Me & Him,,,,,,,,,,,,,,,,
Dave Matthews,Baby,,,,,,,,,,,,,,,,
The Afghan Whigs,My Curse,,,,,,,,,,,,,,,,
Joni Mitchell,Big Yellow Taxi,,,,,,,,,,,,,,,,
Fountain Of Tears,Corruption,,,,,,,,,,,,,,,,
Thievery Corporation,Exilio (Exile),,,,,,,,,,,,,,,,
Metallica,Loverman,,,,,,,,,,,,,,,,
The Rifles,She'S The Only One,,,,,,,,,,,,,,,,
The Rakes,Little Superstitions,,,,,,,,,,,,,,,,
Within Temptation,It'S The Fear,1.0,0.8,0.0,0.4,1.0,0.8,0.0,0.8,0.0,0.0,0.0,0.0,0.6,0.4,0.8,0.0
We Are Scientists,Let'S See It,,,,,,,,,,,,,,,,
Okkervil River,A Hand To Take Hold Of The Scene,,,,,,,,,,,,,,,,
Tiësto,Ten Seconds Before Sunrise,,,,,,,,,,,,,,,,
Against Me!,I Still Love You Julie,,,,,,,,,,,,,,,,
The Hold Steady,Sequestered In Memphis,,,,,,,,,,,,,,,,
Culture Beat,Mr. Vain,,,,,,,,,,,,,,,,
Carol Woods & Timothy T. Mitchum,Let It Be,,,,,,,,,,,,,,,,
Bush,Mouth,1.0,0.8,0.0,0.4,1.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.8,0.0
Rufus Wainwright,Shadows,,,,,,,,,,,,,,,,
Children Of Bodom,You'Re Better Off Dead,,,,,,,,,,,,,,,,
Robbie Williams,No Regrets,,,,,,,,,,,,,,,,
Guster,Amsterdam,,,,,,,,,,,,,,,,
Bush,Greedy Fly,,,,,,,,,,,,,,,,
The Chemical Brothers,Galaxy Bounce,,,,,,,,,,,,,,,,
The Chemical Brothers,Believe,,,,,,,,,,,,,,,,
The Chemical Brothers,Life Is Sweet (Feat. Tim Burgess),,,,,,,,,,,,,,,,
Mando Diao,Chi Ga,,,,,,,,,,,,,,,,
Britney Spears,Cinderella,,,,,,,,,,,,,,,,
Mae,Embers And Envelopes,,,,,,,,,,,,,,,,
The Adicts,Viva La Revolution,,,,,,,,,,,,,,,,
Velvet Revolver,Mary Mary,,,,,,,,,,,,,,,,
Riverside,Second Life Syndrome,,,,,,,,,,,,,,,,
Aaa Den-O Form,Climax Jump,,,,,,,,,,,,,,,,
Rilo Kiley,Three Hopeful Thoughts,,,,,,,,,,,,,,,,
Deftones,Around The Fur,,,,,,,,,,,,,,,,
Buzzcocks,Ever Fallen In Love,,,,,,,,,,,,,,,,
Pink Floyd,One Of The Few,,,,,,,,,,,,,,,,
Spiritualized,Medication,,,,,,,,,,,,,,,,
Department Of Eagles,Around The Bay,,,,,,,,,,,,,,,,
Ac/Dc,Shake Your Foundations,,,,,,,,,,,,,,,,
Black Rebel Motorcycle Club,Screaming Gun,,,,,,,,,,,,,,,,
Dir En Grey,Conceived Sorrow,,,,,,,,,,,,,,,,
Slayer,Cult,,,,,,,,,,,,,,,,
Sublime,Don'T Push,,,,,,,,,,,,,,,,
Lacuna Coil,Self Deception,,,,,,,,,,,,,,,,
Die Apokalyptischen Reiter,Friede Sei Mit Dir,,,,,,,,,,,,,,,,
Dimmu Borgir,Blood Hunger Doctrine,,,,,,,,,,,,,,,,
