artist_name,track_name,Drum Set,Drum Aggressiveness,Synthetic Drums,Percussion,Electric Guitar,Electric Guitar Distortion,Acoustic Guitar,String Ensemble,Horn Ensemble,Piano,Organ,Rhodes,Synthesizer,Synth Timbre,Bass Guitar,Reed Instrument
Machinae Supremacy,Elite,,,,,,,,,,,,,,,,
M. Ward,Four Hours In Washington,,,,,,,,,,,,,,,,
Yppah,Again With The Subtitles,,,,,,,,,,,,,,,,
Sum 41,We'Re All To Blame,,,,,,,,,,,,,,,,
Scsi-9,Elegia,,,,,,,,,,,,,,,,
Aesop Rock,9-5Ers Anthem,,,,,,,,,,,,,,,,
Tom Waits,Chocolate Jesus,,,,,,,,,,,,,,,,
Lupe Fiasco,Streets On Fire,,,,,,,,,,,,,,,,
Sunn O))),Sin Nanna,,,,,,,,,,,,,,,,
M-Flo,Let Go (Reggae Disco Rockers Remix),,,,,,,,,,,,,,,,
Valeria,Girl I Told Ya,,,,,,,,,,,,,,,,
...And You Will Know Us By The Trail Of Dead,The Lost City Of Refuge,,,,,,,,,,,,,,,,
Ferry Corsten,Galaxia,,,,,,,,,,,,,,,,
Seabear,Cat Piano,,,,,,,,,,,,,,,,
M-Flo,To Your Beat (Gagle Re-Treatment Remix),,,,,,,,,,,,,,,,
Ini Kamoze,Here Comes The Hotstepper,,,,,,,,,,,,,,,,
Paramore,My Hero,,,,,,,,,,,,,,,,
Parts & Labor,Fractured Skies,,,,,,,,,,,,,,,,
Infantwo,Modern Robot Chorus,,,,,,,,,,,,,,,,
Paris Combo,Je Suis Sourde,,,,,,,,,,,,,,,,
The Hives,The Hives - Declare Guerre Nucleaire,,,,,,,,,,,,,,,,
Paradise Lost,Your Own Reality,,,,,,,,,,,,,,,,
Scouting For Girls,James Bond,,,,,,,,,,,,,,,,
Beth Orton,Mount Washington,,,,,,,,,,,,,,,,
...And You Will Know Us By The Trail Of Dead,Mistakes & Regrets,,,,,,,,,,,,,,,,
Screamin' Jay Hawkins,I Put A Spell On You,,,,,,,,,,,,,,,,
Fennesz,The Point Of It All,,,,,,,,,,,,,,,,
Fennesz,City Of Light,,,,,,,,,,,,,,,,
Lynyrd Skynyrd,Down South Jukin',,,,,,,,,,,,,,,,
Madonna,Mother And Father,,,,,,,,,,,,,,,,
Van Halen,(Oh) Pretty Woman,,,,,,,,,,,,,,,,
The Haunted,The Prosecution,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
In Flames,Starforsaken,,,,,,,,,,,,,,,,
Wire,The Commercial,,,,,,,,,,,,,,,,
Sleater-Kinney,Far Away,,,,,,,,,,,,,,,,
The Hold Steady,The Swish,,,,,,,,,,,,,,,,
Beth Orton,Whenever,,,,,,,,,,,,,,,,
Joss Stone,Sleep Like A Child,,,,,,,,,,,,,,,,
Scorpions,Bad Boys Running Wild,,,,,,,,,,,,,,,,
Aesop Rock,Bent Life,,,,,,,,,,,,,,,,
Sonic Youth,Karen Revisited,,,,,,,,,,,,,,,,
Scorpions,Tease Me Please Me,,,,,,,,,,,,,,,,
Blindside,Pitiful,,,,,,,,,,,,,,,,
Damien Rice,Woman Like A Man (Live Unplugged),,,,,,,,,,,,,,,,
Neko Case,Fever,,,,,,,,,,,,,,,,
Damien Rice,Volcano (Instrumental),,,,,,,,,,,,,,,,
Neko Case,I Missed The Point,,,,,,,,,,,,,,,,
Negative,Lost Soul,,,,,,,,,,,,,,,,
Hank Williams Iii,The Grand Ole Opry (Ain'T So Grand),,,,,,,,,,,,,,,,
The Ordinary Boys,Life Will Be The Death Of Me,,,,,,,,,,,,,,,,
Hank Williams Iii,I Wish I Knew,,,,,,,,,,,,,,,,
Scissor Sisters,Monkey Baby,,,,,,,,,,,,,,,,
Cmx,Kultanaamio,,,,,,,,,,,,,,,,
Hank Williams Iii,Cocaine Blues,,,,,,,,,,,,,,,,
The Thrills,Say It Ain'T So,,,,,,,,,,,,,,,,
The Thrills,Deckchairs And Cigarettes,,,,,,,,,,,,,,,,
Wolf Eyes,Stabbed In The Face,,,,,,,,,,,,,,,,
Panzer Ag,Chemical Breed,,,,,,,,,,,,,,,,
Hanne Hukkelberg,Cast Anchor,,,,,,,,,,,,,,,,
Wolf Parade,An Animal In Your Care,,,,,,,,,,,,,,,,
Shakira,Hey You,,,,,,,,,,,,,,,,
Yann Tiersen,La Veillée,,,,,,,,,,,,,,,,
Ayreon,Comatose,,,,,,,,,,,,,,,,
Shakira,La Tortura,,,,,,,,,,,,,,,,
Apparat,Schallstrom,,,,,,,,,,,,,,,,
Wilco,Box Full Of Letters,,,,,,,,,,,,,,,,
Jenny Owen Youngs,Lightning Rod,,,,,,,,,,,,,,,,
Carcass,Generation Hexed,,,,,,,,,,,,,,,,
The Russian Futurists,It'S Not Really Cold When It Snows,,,,,,,,,,,,,,,,
Kumm,Different Parties,,,,,,,,,,,,,,,,
Kula Shaker,Tattva,,,,,,,,,,,,,,,,
Fahrenheit,Vuelvo A Vivir,,,,,,,,,,,,,,,,
The Russian Futurists,Precious Metals,,,,,,,,,,,,,,,,
Ricky Martin,She Bangs,,,,,,,,,,,,,,,,
A Perfect Circle,Passive (Radio Edit),,,,,,,,,,,,,,,,
Fahrenheit,Inimaginable,,,,,,,,,,,,,,,,
Jennifer Lopez,I'M Real,,,,,,,,,,,,,,,,
Thursday,The Other Side Of The Crash / Over And Out (Of Control),,,,,,,,,,,,,,,,
Yann Tiersen,L'Homme Aux Bras Ballants,,,,,,,,,,,,,,,,
Philip Glass,Something She Has To Do,,,,,,,,,,,,,,,,
Rilo Kiley,Teenage Love Song,,,,,,,,,,,,,,,,
Rihanna,Don'T Stop The Music (Jody Den Broeder Remix),,,,,,,,,,,,,,,,
Genesis,Lilywhite Lilith,,,,,,,,,,,,,,,,
Emperor,The Wanderer,,,,,,,,,,,,,,,,
Rie Fu,I Wanna Go To A Place..,,,,,,,,,,,,,,,,
L7,Monster,,,,,,,,,,,,,,,,
L'Arc~En~Ciel,Heaven'S Drive,,,,,,,,,,,,,,,,
Kyuss,Capsized,,,,,,,,,,,,,,,,
Nuclear Assault,Sin,,,,,,,,,,,,,,,,
L'Arc~En~Ciel,The Fourth Avenue Cafe,,,,,,,,,,,,,,,,
The Flaming Lips,Be My Head,,,,,,,,,,,,,,,,
The Lawrence Arms,Lose Your Illusion 1,,,,,,,,,,,,,,,,
Hot Chip,Over And Over (Solid Groove Remix),,,,,,,,,,,,,,,,
Angus And Julia Stone,The Beast,,,,,,,,,,,,,,,,
Jenny Lewis,Carpetbaggers,,,,,,,,,,,,,,,,
Atlas Sound,Let The Blind Lead Those Who Can See But Cannot Feel,,,,,,,,,,,,,,,,
Atlas Sound,Children'S Hospital (Screaming In The Face Of Death #2),,,,,,,,,,,,,,,,
Boozoo Bajou,Night Over Manaus,,,,,,,,,,,,,,,,
Dope Stars Inc.,10.000 Watts,,,,,,,,,,,,,,,,
Bang Gang,It'S Allright,,,,,,,,,,,,,,,,
Riverside,Reality Dream,,,,,,,,,,,,,,,,
Cradle Of Filth,A Gothic Romance,,,,,,,,,,,,,,,,
Mindless Self Indulgence,Futures,,,,,,,,,,,,,,,,
Bonobo,Magicman,,,,,,,,,,,,,,,,
The Walkmen,No Christmas While I'M Talking,,,,,,,,,,,,,,,,
Christina Aguilera,Dirrty (Feat. Redman),,,,,,,,,,,,,,,,
Christina Aguilera,Candyman (Offer Nissim Club Mix),,,,,,,,,,,,,,,,
Oasis,Helter Skelter,,,,,,,,,,,,,,,,
Howard Shore,Cirith Ungol,,,,,,,,,,,,,,,,
Hot Chip,Sexual Chocolate,,,,,,,,,,,,,,,,
Milburn,Showroom,,,,,,,,,,,,,,,,
Faith No More,Collision,,,,,,,,,,,,,,,,
Cradle Of Filth,At The Gates Of Midian,,,,,,,,,,,,,,,,
The Script,Talk You Down,,,,,,,,,,,,,,,,
Noumena,The End Of The Century,,,,,,,,,,,,,,,,
Wilco,Less Than You Think,,,,,,,,,,,,,,,,
Gavin Degraw,More Than Anyone,0.8,0.4,0.0,0.4,0.4,0.2,0.8,0.2,0.0,1.0,0.0,0.0,0.0,0.0,0.8,0.0
Phoenix,Embuscade,,,,,,,,,,,,,,,,
A Silver Mt. Zion,Horses In The Sky,0.4,0.4,0.0,0.6,0.6,0.4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0
Hooverphonic,Someone,,,,,,,,,,,,,,,,
Hot Hot Heat,Save Us S.O.S.,,,,,,,,,,,,,,,,
The Flaming Lips,Pilot Can At The Queer Of God,,,,,,,,,,,,,,,,
Depeche Mode,Shout,,,,,,,,,,,,,,,,
Explosions In The Sky,Lonely Train,,,,,,,,,,,,,,,,
Akira Yamaoka,Alex Theme,,,,,,,,,,,,,,,,
Oasis,Headshrinker,,,,,,,,,,,,,,,,
Ayreon,Waking Dreams,,,,,,,,,,,,,,,,
Apple Scruffs,(Smokin')The Fairy Tale Of Blood And Bile,,,,,,,,,,,,,,,,
Boris,Nothing Special,,,,,,,,,,,,,,,,
Проверочная Линейка,Освободите Сцену,,,,,,,,,,,,,,,,
Death,Lack Of Comprehension,,,,,,,,,,,,,,,,
Jeff Buckley,Yard Of Blonde Girls,,,,,,,,,,,,,,,,
Electric Six,Vibrator,,,,,,,,,,,,,,,,
As Blood Runs Black,Hester Prynne,,,,,,,,,,,,,,,,
Electrelane,The Valleys,,,,,,,,,,,,,,,,
Electric Six,Synthesizer,,,,,,,,,,,,,,,,
Hot Chip,My Piano,,,,,,,,,,,,,,,,
Staygold,Never Sleep Alone,,,,,,,,,,,,,,,,
Status Quo,Down Down,,,,,,,,,,,,,,,,
Cradle Of Filth,Sleepless,,,,,,,,,,,,,,,,
La Quinta Estación,Me Muero,,,,,,,,,,,,,,,,
La Oreja De Van Gogh,Jueves,,,,,,,,,,,,,,,,
Richard O'Brien,Sweet Transvestite,,,,,,,,,,,,,,,,
La Roux,In For The Kill,,,,,,,,,,,,,,,,
A Fine Frenzy,Near To You,,,,,,,,,,,,,,,,
George Harrison,Apple Scruffs,,,,,,,,,,,,,,,,
Richard Ashcroft,Check The Meaning,,,,,,,,,,,,,,,,
Richard Ashcroft,World Keeps Turning,,,,,,,,,,,,,,,,
A Smile And A Ribbon,A Nice Walk In The Park,,,,,,,,,,,,,,,,
Stam1Na,Edessäni,,,,,,,,,,,,,,,,
Stabbing Westward,Throw,,,,,,,,,,,,,,,,
Lacuna Coil,A Current Obsession,,,,,,,,,,,,,,,,
Midge Ure,If I Was,,,,,,,,,,,,,,,,
Riverside,The Curtain Falls,,,,,,,,,,,,,,,,
Riverside,Ultimate Trip,,,,,,,,,,,,,,,,
Rjd2,Through The Walls,,,,,,,,,,,,,,,,
Noumena,Prey Of The Tempter,,,,,,,,,,,,,,,,
Midlake,I Guess I'Ll Take Care,,,,,,,,,,,,,,,,
Noumena,Slain Memories,,,,,,,,,,,,,,,,
Misfits,Death Comes Ripping,,,,,,,,,,,,,,,,
Oceansize,Unravel,,,,,,,,,,,,,,,,
Rob Dougan,I'M Not Driving Anymore,,,,,,,,,,,,,,,,
Bonnie 'Prince' Billy,Mrs William,,,,,,,,,,,,,,,,
Rob Dougan,Instrumental,,,,,,,,,,,,,,,,
Rob Dougan,Will You Follow Me?,,,,,,,,,,,,,,,,
Bonnie 'Prince' Billy,Ohio River Boat Song,,,,,,,,,,,,,,,,
The Chemical Brothers,Surrender,,,,,,,,,,,,,,,,
Gary Numan,I Die: You Die,,,,,,,,,,,,,,,,
Thievery Corporation,The Time We Lost Our Way (Feat. Loulou),,,,,,,,,,,,,,,,
Oceansize,No Tomorrow,,,,,,,,,,,,,,,,
Oceansize,Amputee,,,,,,,,,,,,,,,,
Umbrellas,The City Lights,,,,,,,,,,,,,,,,
Oceansize,Music For A Nurse,,,,,,,,,,,,,,,,
Jedi Mind Tricks,When All Light Dies,,,,,,,,,,,,,,,,
Oasis,Where Did It All Go Wrong?,0.8,0.4,0.0,0.4,0.6,0.4,0.8,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.8,0.0
Jeff Buckley,Corpus Christi Carol (Cut),,,,,,,,,,,,,,,,
Backstreet Boys,As Long As You Love Me,,,,,,,,,,,,,,,,
Miriam Makeba,Pata Pata,,,,,,,,,,,,,,,,
Bachman-Turner Overdrive,You Ain'T Seen Nothing Yet,,,,,,,,,,,,,,,,
Christina Aguilera,Loving Me 4 Me,,,,,,,,,,,,,,,,
Christina Aguilera,Lady Marmalade,,,,,,,,,,,,,,,,
Christina Aguilera,Without You,,,,,,,,,,,,,,,,
The Walkmen,Everyone Who Pretended To Like Me Is Gone,,,,,,,,,,,,,,,,
Ani Difranco,Superhero,,,,,,,,,,,,,,,,
Tears For Fears,I Believe,,,,,,,,,,,,,,,,
Christina Aguilera,Make Over,,,,,,,,,,,,,,,,
The Knife,We Share Our Mothers Health,,,,,,,,,,,,,,,,
Robbie Williams,Bongo Bong And Je Ne T'Aime Plus,,,,,,,,,,,,,,,,
Noisettes,Bridge To Canada,,,,,,,,,,,,,,,,
Christine Guldbrandsen,Alvedansen (Norway),,,,,,,,,,,,,,,,
David Guetta,Never Take Away My Freedom,,,,,,,,,,,,,,,,
Ben Macklin,Feel Together (Vocal Dub) (Feat. Tiger Lilly),,,,,,,,,,,,,,,,
Syd Barrett,Two Of A Kind,,,,,,,,,,,,,,,,
Lady Gaga,Poker Face (Jody Den Broeder Remix),,,,,,,,,,,,,,,,
Black Rebel Motorcycle Club,U.S. Government,,,,,,,,,,,,,,,,
Derrick Morgan,Blazing Fire,,,,,,,,,,,,,,,,
Rob Zombie,Meet The Creeper,,,,,,,,,,,,,,,,
Rob Zombie,17 Year Locust,,,,,,,,,,,,,,,,
Garbage,Sleep,,,,,,,,,,,,,,,,
Atlas Sound,Blue Moon,,,,,,,,,,,,,,,,
Laibach,Tanz Mit Laibach,,,,,,,,,,,,,,,,
