artist_name,track_name,Drum Set,Drum Aggressiveness,Synthetic Drums,Percussion,Electric Guitar,Electric Guitar Distortion,Acoustic Guitar,String Ensemble,Horn Ensemble,Piano,Organ,Rhodes,Synthesizer,Synth Timbre,Bass Guitar,Reed Instrument
Mägo De Oz,El Que Quiera Entender Que Entienda,,,,,,,,,,,,,,,,
Snow Patrol,Little Hide,,,,,,,,,,,,,,,,
The Music,The Truth Is No Words,,,,,,,,,,,,,,,,
As I Lay Dying,94 Hours,,,,,,,,,,,,,,,,
Lil Wayne,Mr. Carter (Feat. Jay-Z),,,,,,,,,,,,,,,,
Electrelane,Oh Sombra!,,,,,,,,,,,,,,,,
Riot In Belgium,La Musique (Adam Sky Remix),,,,,,,,,,,,,,,,
Mastodon,We Built This Come Death,,,,,,,,,,,,,,,,
Matthew Dear,Death To Feelers,,,,,,,,,,,,,,,,
Brett Dennen,Ain'T No Reason,,,,,,,,,,,,,,,,
Blur,Swamp Song,,,,,,,,,,,,,,,,
Paradise Lost,Isolate,,,,,,,,,,,,,,,,
Arvo Pärt,Spiegel Im Spiegel,,,,,,,,,,,,,,,,
White Rose Movement,Idiot Drugs,,,,,,,,,,,,,,,,
Cowboy Junkies,Sweet Jane,,,,,,,,,,,,,,,,
White Rose Movement,Deborah Carne,,,,,,,,,,,,,,,,
Forgive Durden,Beware The Jubjub Bird And Shun The Frumious Bandersnatch,,,,,,,,,,,,,,,,
The Faint,Southern Belles In London Sing,,,,,,,,,,,,,,,,
Katatonia,Dispossession,,,,,,,,,,,,,,,,
Buffy Cast,Rest In Peace,,,,,,,,,,,,,,,,
Isis,Dulcinea,,,,,,,,,,,,,,,,
Dream Theater,Caught In A Web,,,,,,,,,,,,,,,,
Nine Inch Nails,18 Ghosts Ii,,,,,,,,,,,,,,,,
Dragonforce,My Spirit Will Go On,,,,,,,,,,,,,,,,
The 69 Eyes,Ghost,,,,,,,,,,,,,,,,
A-Ha,Manhattan Skyline,,,,,,,,,,,,,,,,
Nelly Furtado,Te Busque,,,,,,,,,,,,,,,,
Iron Maiden,Still Life,,,,,,,,,,,,,,,,
Depeche Mode,Boys Say Go!,,,,,,,,,,,,,,,,
The Little Ones,Lovers Who Uncover,,,,,,,,,,,,,,,,
The B-52'S,Private Idaho,,,,,,,,,,,,,,,,
Chemistry,君をさがしてた～New Jersey United～,,,,,,,,,,,,,,,,
Supertramp,It'S Raining Again,,,,,,,,,,,,,,,,
Panda,Los Malaventurados No Lloran,,,,,,,,,,,,,,,,
Mokoma,Nujerra Ihminen,,,,,,,,,,,,,,,,
Jürgen Paape,So Weit Wie Noch Nie,,,,,,,,,,,,,,,,
The Prodigy,Music Reach (1/2/3/4),,,,,,,,,,,,,,,,
The Automatic,Lost At Home,,,,,,,,,,,,,,,,
The 69 Eyes,Call Me,,,,,,,,,,,,,,,,
The Automatic,Keep Your Eyes Peeled,,,,,,,,,,,,,,,,
Enigma,Principles Of Lust,,,,,,,,,,,,,,,,
Yellowcard,How I Go,,,,,,,,,,,,,,,,
田中理恵,Emotion,,,,,,,,,,,,,,,,
Basement Jaxx,Do Your Thing,,,,,,,,,,,,,,,,
Incubus,Magic Medicine,,,,,,,,,,,,,,,,
Yann Tiersen,L'Absente,,,,,,,,,,,,,,,,
Amon Amarth,...And Soon The World Will Cease To Be,,,,,,,,,,,,,,,,
Incubus,Priceless,,,,,,,,,,,,,,,,
Municipal Waste,The Thing,,,,,,,,,,,,,,,,
Murcof,Memoria,,,,,,,,,,,,,,,,
Disturbed,Forgiven,,,,,,,,,,,,,,,,
Of Montreal,The Repudiated Immortals,,,,,,,,,,,,,,,,
Air France,No Excuses,,,,,,,,,,,,,,,,
Ted Leo And The Pharmacists,Better Dead Than Lead,,,,,,,,,,,,,,,,
Blur,Trimm Trabb,0.8,0.6,0.2,0.4,0.8,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.8,0.0
Mogwai,Sine Wave,,,,,,,,,,,,,,,,
Okkervil River,Singer Songwriter,,,,,,,,,,,,,,,,
Hellogoodbye,Shimmy Shimmy Quarter Turn (Take It Back To Square One),,,,,,,,,,,,,,,,
Hello Saferide,Long Lost Penpal,,,,,,,,,,,,,,,,
Son Volt,Windfall,,,,,,,,,,,,,,,,
Sonata Arctica,Broken,,,,,,,,,,,,,,,,
Rammstein,Der Meister,,,,,,,,,,,,,,,,
Deep Purple,Wring That Neck,,,,,,,,,,,,,,,,
Mindless Self Indulgence,2 Hookers And An Eightball,,,,,,,,,,,,,,,,
Ted Leo And The Pharmacists,Parallel Or Together?,,,,,,,,,,,,,,,,
No Doubt,Sixteen,,,,,,,,,,,,,,,,
Funeral For A Friend,Your Revolution Is A Joke,,,,,,,,,,,,,,,,
Andrew Bird,Anonanimal,,,,,,,,,,,,,,,,
The Long Blondes,Long Blonde,,,,,,,,,,,,,,,,
Linkin Park,Hit The Floor,,,,,,,,,,,,,,,,
The Long Blondes,A Knife For The Girls,,,,,,,,,,,,,,,,
Serj Tankian,Beethoven'S Cunt,,,,,,,,,,,,,,,,
Iced Earth,Angels Holocaust,,,,,,,,,,,,,,,,
Doves,A House,,,,,,,,,,,,,,,,
Hanne Hukkelberg,Hoist Anchor,,,,,,,,,,,,,,,,
Joni Mitchell,Little Green,,,,,,,,,,,,,,,,
Warrel Dane,Brother,,,,,,,,,,,,,,,,
Mew,She Spider,,,,,,,,,,,,,,,,
Warren G,Regulate,,,,,,,,,,,,,,,,
Nine Black Alps,Unsatisfied,,,,,,,,,,,,,,,,
The Streets,Memento Mori,,,,,,,,,,,,,,,,
Mr. Oizo,Flat Beat,,,,,,,,,,,,,,,,
Olspur,Generation Of Unity,,,,,,,,,,,,,,,,
Róisín Murphy,Cry Baby,,,,,,,,,,,,,,,,
Johnossi,Santa Monica Bay,,,,,,,,,,,,,,,,
Frankmusik,3 Little Words,,,,,,,,,,,,,,,,
Neu!,E-Musik,,,,,,,,,,,,,,,,
The Boy Least Likely To,Sleeping With A Gun Under My Pillow,,,,,,,,,,,,,,,,
Amon Tobin,Searchers,0.6,0.4,0.8,0.8,0.2,0.2,0.0,0.6,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
The Boy Least Likely To,The Battle Of The Boy Least Likely To,,,,,,,,,,,,,,,,
Peaches,Stuff Me Up (Feat. Taylor Savvy),,,,,,,,,,,,,,,,
Blockhead,Carnivores Unite,,,,,,,,,,,,,,,,
M. Ward,Undertaker,,,,,,,,,,,,,,,,
Faith No More,Smaller And Smaller,,,,,,,,,,,,,,,,
Claude Debussy,Clair De Lune,,,,,,,,,,,,,,,,
Hooverphonic,Club Montepulciano,,,,,,,,,,,,,,,,
Tilly And The Wall,Bad Education,,,,,,,,,,,,,,,,
Herbert,Down,,,,,,,,,,,,,,,,
The Postal Service,Take A Look At Me Now,,,,,,,,,,,,,,,,
Clark,Matthew Unburdened,0.6,0.6,0.8,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.4,0.0
Beastie Boys,Off The Grid,,,,,,,,,,,,,,,,
Herbert,We'Re In Love,,,,,,,,,,,,,,,,
Black Mountain,Wild Wind,,,,,,,,,,,,,,,,
New Order,Waiting For The Sirens' Call,,,,,,,,,,,,,,,,
Skalpel,Sculpture,,,,,,,,,,,,,,,,
Him,The Beginning Of The End,,,,,,,,,,,,,,,,
Black Flag,Slip It In,,,,,,,,,,,,,,,,
Violent Femmes,Country Death Song,,,,,,,,,,,,,,,,
Constantines,Brother Run Them Down,,,,,,,,,,,,,,,,
Kreator,Violent Revolution,,,,,,,,,,,,,,,,
Ida Corr,Let Me Think About It (Fedde Le Grand Radio Edit),,,,,,,,,,,,,,,,
Pavement,Chesley'S Little Wrists,,,,,,,,,,,,,,,,
Icehouse,Great Southern Land,,,,,,,,,,,,,,,,
Sigur Rós,Ny Batteri,,,,,,,,,,,,,,,,
Arch Enemy,Leader Of The Rats,,,,,,,,,,,,,,,,
The Strokes,Post Modern Girls,,,,,,,,,,,,,,,,
Jennifer Lopez,Love Don'T Cost A Thing,,,,,,,,,,,,,,,,
Marilyn Manson,Valentine'S Day,,,,,,,,,,,,,,,,
Groove Armada,Groove Is On,,,,,,,,,,,,,,,,
The Rolling Stones,Moonlight Mile,,,,,,,,,,,,,,,,
Laura Marling,The Captain And The Hourglass,,,,,,,,,,,,,,,,
Ben Harper,Forever,,,,,,,,,,,,,,,,
Misfits,Nike A Go Go,,,,,,,,,,,,,,,,
Finley Quaye,Dice,,,,,,,,,,,,,,,,
Wintersun,Starchild,,,,,,,,,,,,,,,,
Sonata Arctica,Weballergy,,,,,,,,,,,,,,,,
Disturbed,The Night,,,,,,,,,,,,,,,,
Sonata Arctica,The End Of This Chapter,,,,,,,,,,,,,,,,
Klaxons,Not Over Yet,,,,,,,,,,,,,,,,
Mogwai,Robot Chant,,,,,,,,,,,,,,,,
Émilie Simon,Flowers,,,,,,,,,,,,,,,,
Wet Wet Wet,Love Is All Around,,,,,,,,,,,,,,,,
Crime In Stereo,I'M On The Guestlist Motherfucker,,,,,,,,,,,,,,,,
Ellen Allien,Trash Scapes,,,,,,,,,,,,,,,,
U2,Two Hearts Beat As One,,,,,,,,,,,,,,,,
Mogwai,May Nothing But Happiness Come Through Your Door,,,,,,,,,,,,,,,,
Icon & The Black Roses,Crucify Your Love,,,,,,,,,,,,,,,,
Alexisonfire,No Transitory,,,,,,,,,,,,,,,,
Alexisonfire,We Are The Sound,,,,,,,,,,,,,,,,
Skinny Puppy,Dal,,,,,,,,,,,,,,,,
Misfits,Green Hell,,,,,,,,,,,,,,,,
Misfits,Come Back,,,,,,,,,,,,,,,,
The Rolling Stones,Rip This Joint,,,,,,,,,,,,,,,,
Anthrax,Among The Living,,,,,,,,,,,,,,,,
At The Drive-In,Skips On The Record,,,,,,,,,,,,,,,,
Beck,Broken Train,,,,,,,,,,,,,,,,
Spiritualized,Don'T Just Do Something,,,,,,,,,,,,,,,,
Dream Theater,Surrounded,,,,,,,,,,,,,,,,
At The Drive-In,Initiation,,,,,,,,,,,,,,,,
Spiritualized,I Gotta Fire,,,,,,,,,,,,,,,,
Hawthorne Heights,Niki Fm,,,,,,,,,,,,,,,,
Ride,Decay,,,,,,,,,,,,,,,,
Booka Shade,Shimmer,,,,,,,,,,,,,,,,
No Doubt,Different People,,,,,,,,,,,,,,,,
Beck,Readymade,,,,,,,,,,,,,,,,
No Doubt,Bathwater (Invincible Overlord Remix),,,,,,,,,,,,,,,,
Judas Priest,(Take These) Chains,,,,,,,,,,,,,,,,
The Modern Lovers,Roadrunner,,,,,,,,,,,,,,,,
Sonic Youth,Dude Ranch Nurse,,,,,,,,,,,,,,,,
Sonic Syndicate,Only Inhuman,,,,,,,,,,,,,,,,
John Frusciante,Going Inside,,,,,,,,,,,,,,,,
Ghinzu,Blow,,,,,,,,,,,,,,,,
Mewithoutyou,Seven Sisters,,,,,,,,,,,,,,,,
The Offspring,Half-Truism,,,,,,,,,,,,,,,,
Meat Loaf,It Just Won'T Quit,,,,,,,,,,,,,,,,
The Jesus And Mary Chain,Snakedriver,,,,,,,,,,,,,,,,
Dave Matthews Band,Warehouse,,,,,,,,,,,,,,,,
Erykah Badu,Otherside Of The Game,,,,,,,,,,,,,,,,
Mewithoutyou,Gentlemen,,,,,,,,,,,,,,,,
Empire Of The Sun,The World,,,,,,,,,,,,,,,,
Saosin,Collapse,,,,,,,,,,,,,,,,
The 3Rd And The Mortal,Sorrow,,,,,,,,,,,,,,,,
Erykah Badu,Soldier,,,,,,,,,,,,,,,,
Pj Harvey,Losing Ground,,,,,,,,,,,,,,,,
Blue Foundation,Eyes On Fire,,,,,,,,,,,,,,,,
The Mamas & The Papas,California Dreaming,,,,,,,,,,,,,,,,
Bill Evans,Some Other Time,,,,,,,,,,,,,,,,
Dredg,Of The Room,,,,,,,,,,,,,,,,
Jack Johnson,Hope,,,,,,,,,,,,,,,,
Black Flag,Room 13,,,,,,,,,,,,,,,,
Black Flag,My War,,,,,,,,,,,,,,,,
Black Flag,Jealous Again,,,,,,,,,,,,,,,,
Outkast,Ms Jackson,,,,,,,,,,,,,,,,
Clap Your Hands Say Yeah,Arm And Hammer,,,,,,,,,,,,,,,,
Sondre Lerche,Say It All,,,,,,,,,,,,,,,,
Bob Marley Vs Funkstar De Luxe Remix,Sun Is Shining,,,,,,,,,,,,,,,,
Johnny Cash,Delia'S Gone,,,,,,,,,,,,,,,,
My Morning Jacket,Librarian,,,,,,,,,,,,,,,,
Fair To Midland,A Wolf Descends Upon The Spanish Sahara,,,,,,,,,,,,,,,,
Juanes,Nada Valgo Sin Tu Amor,,,,,,,,,,,,,,,,
My Morning Jacket,Knot Comes Loose,,,,,,,,,,,,,,,,
Ben Folds Five,Don'T Change Your Plans,,,,,,,,,,,,,,,,
Of Montreal,Id Engager,,,,,,,,,,,,,,,,
A Perfect Circle,Let'S Have A War,,,,,,,,,,,,,,,,
Mates Of State,Gotta Get A Problem,,,,,,,,,,,,,,,,
Pulp,I Love Life,,,,,,,,,,,,,,,,
Lightning Bolt,Captain Caveman,,,,,,,,,,,,,,,,
Kmfdm,Anarchy,,,,,,,,,,,,,,,,
Symphony X,Of Sins And Shadows,1.0,1.0,0.0,0.2,1.0,1.0,0.0,0.4,0.0,0.0,0.0,0.0,0.6,0.6,1.0,0.0
Gomez,All Too Much,,,,,,,,,,,,,,,,
Gonzales,Dot,,,,,,,,,,,,,,,,
Donovan,Season Of The Witch,,,,,,,,,,,,,,,,
Staind,Zoe Jane,,,,,,,,,,,,,,,,
Skinny Puppy,Haze,,,,,,,,,,,,,,,,
Hardcore Superstar,We Don'T Celebrate Sundays,,,,,,,,,,,,,,,,
Metallica,Bad Seed,,,,,,,,,,,,,,,,
Skinny Puppy,Killing Game,,,,,,,,,,,,,,,,
Ayreon,Day Two: Isolation,,,,,,,,,,,,,,,,
Lostprophets,The New Transmission,,,,,,,,,,,,,,,,
Skinny Puppy,Pro-Test,,,,,,,,,,,,,,,,
Lostprophets,Everyday Combat,,,,,,,,,,,,,,,,
Psapp,Calm Down,,,,,,,,,,,,,,,,
Ryan Adams,Goodnight Rose,,,,,,,,,,,,,,,,
Sonic Youth,Cotton Crown,,,,,,,,,,,,,,,,
A Perfect Circle,3 Libras (Feel My Ice Dub Mix),,,,,,,,,,,,,,,,
Kettcar,Deiche,,,,,,,,,,,,,,,,
Travis,Out In Space,,,,,,,,,,,,,,,,
Minor Threat,12Xu,,,,,,,,,,,,,,,,
Matt Costa,Astair,,,,,,,,,,,,,,,,
Blur,Advert,,,,,,,,,,,,,,,,
Easy Star All-Stars,Great Dub In The Sky,,,,,,,,,,,,,,,,
Bruce Springsteen,No Surrender,,,,,,,,,,,,,,,,
Stratovarius,Black Diamond,,,,,,,,,,,,,,,,
Glen Hansard,Broken Hearted Hoover Fixer Sucker Guy,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Michael Jackson,She'S Out Of My Life,,,,,,,,,,,,,,,,
Pj Harvey,Fountain,,,,,,,,,,,,,,,,
The Black Angels,Vikings,,,,,,,,,,,,,,,,
The Clash,Safe European Home,,,,,,,,,,,,,,,,
Idlewild,I Understand It,,,,,,,,,,,,,,,,
Primal Scream,Pills,,,,,,,,,,,,,,,,
The Cranberries,How,,,,,,,,,,,,,,,,
The Birthday Massacre,Red Stars,,,,,,,,,,,,,,,,
Pj Harvey,Dry,,,,,,,,,,,,,,,,
Atmosphere,You,,,,,,,,,,,,,,,,
Astrud Gilberto,Solo El Fin,,,,,,,,,,,,,,,,
The Game,Hate It Or Love It,,,,,,,,,,,,,,,,
The Game,Hate It Or Love It (Feat. 50 Cent) (Edited),,,,,,,,,,,,,,,,
Roxette,Anyone,0.6,0.4,0.0,0.2,0.4,0.2,0.4,1.0,0.0,0.8,0.0,0.0,0.4,0.2,0.6,0.0
Symphony X,Paradise Lost,,,,,,,,,,,,,,,,
Skunk Anansie,Hedonism (Just Because You Feel Good),,,,,,,,,,,,,,,,
Les Savy Fav,Reprobate'S Resumé,,,,,,,,,,,,,,,,
Gonzales,Armellodie,,,,,,,,,,,,,,,,
Handsome Boy Modeling School,I'Ve Been Thinking (Feat. Cat Power),,,,,,,,,,,,,,,,
Bonnie 'Prince' Billy,Madeleine-Mary,,,,,,,,,,,,,,,,
Mogwai,Chocky,,,,,,,,,,,,,,,,
Carcass,Blind Bleeding The Blind,,,,,,,,,,,,,,,,
Lata Mangeshkar,Wada Na Tod,,,,,,,,,,,,,,,,
