artist_name,track_name,Drum Set,Drum Aggressiveness,Synthetic Drums,Percussion,Electric Guitar,Electric Guitar Distortion,Acoustic Guitar,String Ensemble,Horn Ensemble,Piano,Organ,Rhodes,Synthesizer,Synth Timbre,Bass Guitar,Reed Instrument
Brian Eno,Under Stars Ii,,,,,,,,,,,,,,,,
Saybia,The Day After Tomorrow,,,,,,,,,,,,,,,,
Fito Páez,Contigo (Ft. Joaquin Sabina),,,,,,,,,,,,,,,,
Alice In Chains,Godsmack,,,,,,,,,,,,,,,,
Midlake,The Reprimand,,,,,,,,,,,,,,,,
Patrick Wolf,The Bachelor,,,,,,,,,,,,,,,,
Billy Corgan,A100,,,,,,,,,,,,,,,,
Silver Jews,Like Like The The The Death,,,,,,,,,,,,,,,,
People Press Play,These Days,,,,,,,,,,,,,,,,
Tomahawk,Pop 1,,,,,,,,,,,,,,,,
The Pussycat Dolls,Magic,,,,,,,,,,,,,,,,
The Pussycat Dolls,Right Now,,,,,,,,,,,,,,,,
Billy Bragg & Wilco,Birds And Ships,,,,,,,,,,,,,,,,
Midnight Juggernauts,Aurora,,,,,,,,,,,,,,,,
Buffalo Tom,Late At Night,,,,,,,,,,,,,,,,
Echo & The Bunnymen,My White Devil,,,,,,,,,,,,,,,,
Echo & The Bunnymen,Higher Hell,,,,,,,,,,,,,,,,
Sondre Lerche,The Curse Of Being In Love,,,,,,,,,,,,,,,,
La Oreja De Van Gogh,La Playa,,,,,,,,,,,,,,,,
The Notorious B.I.G.,Fuck Me (Interlude),,,,,,,,,,,,,,,,
La Mancha De Rolando,Antes,,,,,,,,,,,,,,,,
Sads,Masquerade,,,,,,,,,,,,,,,,
Quasimoto,Come On Feet,,,,,,,,,,,,,,,,
Guster,Diane,,,,,,,,,,,,,,,,
Skin,Faithfulness,,,,,,,,,,,,,,,,
Coheed And Cambria,God Send Conspirator,,,,,,,,,,,,,,,,
Bel Canto,Chaideinoi,,,,,,,,,,,,,,,,
Skindred,Babylon,,,,,,,,,,,,,,,,
Devo,Too Much Paranoias,,,,,,,,,,,,,,,,
Pram,The Last Astronaut (Andy Votel Mix),,,,,,,,,,,,,,,,
Demi Lovato,On The Line (Feat. Jonas Brothers),,,,,,,,,,,,,,,,
Nina Simone,Backlash Blues,,,,,,,,,,,,,,,,
Hauschka,Nadelwald,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.6,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0
Hauschka,Barfuß Durchs Gras,,,,,,,,,,,,,,,,
Prefuse 73,Altoid Addiction (Interlude),,,,,,,,,,,,,,,,
Echo & The Bunnymen,All Because Of You Days,,,,,,,,,,,,,,,,
Leonel Nunes,Um Pepino Entre Os Tomates,,,,,,,,,,,,,,,,
Songs: Ohia,Almost Was Good Enough,,,,,,,,,,,,,,,,
Sabrina,Boys (Summertime Love) (Dub Version),,,,,,,,,,,,,,,,
Vast,The Last One Alive,,,,,,,,,,,,,,,,
Songs: Ohia,Peoria Lunch Box Blues,,,,,,,,,,,,,,,,
Wir Sind Helden,Wenn Es Passiert,,,,,,,,,,,,,,,,
Torche,Vampyro,,,,,,,,,,,,,,,,
Songs: Ohia,Nervous Bride,,,,,,,,,,,,,,,,
Tom Waits,Who Are You,,,,,,,,,,,,,,,,
M. Ward,Deep Dark Well,,,,,,,,,,,,,,,,
Håkan Hellström,Mitt Gullbergs Kaj Paradis,,,,,,,,,,,,,,,,
In Flames,Clad In Shadows,,,,,,,,,,,,,,,,
Sick Of It All,Built To Last,,,,,,,,,,,,,,,,
Delinquent (Feat. Kcat),My Destiny (Delio D'Cruz Vs. Paul Emmanuel Radio Edit),,,,,,,,,,,,,,,,
Ween,The Hiv Song,,,,,,,,,,,,,,,,
Of Montreal,Everyday Feels Like Sunday,,,,,,,,,,,,,,,,
Of Montreal,Isn'T It Nice?,,,,,,,,,,,,,,,,
Cocteau Twins,Throughout The Dark Months Of April And May,,,,,,,,,,,,,,,,
Cocteau Twins,Sugar Hiccup,,,,,,,,,,,,,,,,
Nile,The Language Of The Shadows,1.0,1.0,0.0,0.4,1.0,1.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Margot & The Nuclear So And So'S,Talking In Code,,,,,,,,,,,,,,,,
Faithless,Crazy English Summer,,,,,,,,,,,,,,,,
Code 64,Sea Of Stars,,,,,,,,,,,,,,,,
Faith No More,What A Day,,,,,,,,,,,,,,,,
Faithless,Dirty Ol' Man,,,,,,,,,,,,,,,,
Faith No More,Mouth To Mouth,,,,,,,,,,,,,,,,
Miles Davis,Bye Bye Blackbird,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.8,1.0
Beirut,Mimizan,,,,,,,,,,,,,,,,
Avril Lavigne,Girlfriend (Feat. Lil' Mama),,,,,,,,,,,,,,,,
Gustavo Santaolalla,Opening,,,,,,,,,,,,,,,,
Björk,Kata Rokkar,,,,,,,,,,,,,,,,
Easyworld,Junkies And Whores,,,,,,,,,,,,,,,,
Easyworld,Til The Day,,,,,,,,,,,,,,,,
Built To Spill,Happiness,,,,,,,,,,,,,,,,
Easy Star All-Stars,Subterranean Homesick Alien,,,,,,,,,,,,,,,,
4Lyn,The Good Life Period,,,,,,,,,,,,,,,,
Megadeth,Almost Honest,,,,,,,,,,,,,,,,
Brian Eno,And Then So Clear,,,,,,,,,,,,,,,,
Sonic Roots,Take You High,,,,,,,,,,,,,,,,
Saalschutz,Das Lied Mit Den Suggestivfragen,,,,,,,,,,,,,,,,
Easyworld,All I Can Remember,,,,,,,,,,,,,,,,
Miles Davis,Concierto De Aranjuez (Adagio),,,,,,,,,,,,,,,,
Billie The Vision & The Dancers,Goodnight Sweetheart,,,,,,,,,,,,,,,,
The Quantic Soul Orchestra,Feeling Good (Feat. Alice Russell),,,,,,,,,,,,,,,,
Nightwish,This Moment Is Eternity,,,,,,,,,,,,,,,,
Nightwish,Whoever Brings The Night (Live),,,,,,,,,,,,,,,,
Gustavo Cerati,Dios Nos Libre,,,,,,,,,,,,,,,,
Gustavo Cerati,Otra Piel,,,,,,,,,,,,,,,,
清春,Horizon,,,,,,,,,,,,,,,,
Bel Canto,Tree,,,,,,,,,,,,,,,,
Skindred,Trouble,,,,,,,,,,,,,,,,
Arise,Another World To Consume,,,,,,,,,,,,,,,,
Emperor,Towards The Pantheon,,,,,,,,,,,,,,,,
Deltron 3030,National Movie Review,,,,,,,,,,,,,,,,
The Clientele,Missing,,,,,,,,,,,,,,,,
The Clientele,Geometry Of Lawns,0.6,0.2,0.0,0.4,0.6,0.2,0.4,0.6,0.0,0.0,0.4,0.0,0.2,0.2,0.6,0.0
Nikka Costa,Everybody Got Their Something,,,,,,,,,,,,,,,,
Shape Of Despair,Night'S Dew,,,,,,,,,,,,,,,,
Shapeshifters,Lola'S Theme (Eric Prydz Mix),,,,,,,,,,,,,,,,
Siouxsie And The Banshees,The Last Beat Of My Heart,,,,,,,,,,,,,,,,
Miles Davis,My Funny Valentine,,,,,,,,,,,,,,,,
L'Arc~En~Ciel,Lover Boy,,,,,,,,,,,,,,,,
Van Halen,Won'T Get Fooled Again,,,,,,,,,,,,,,,,
Odyssey,Who,,,,,,,,,,,,,,,,
In Flames,Eye Of The Beholder,,,,,,,,,,,,,,,,
All Bets Off,Earthquake Weather,,,,,,,,,,,,,,,,
Eskobar,Hallelujah New World,,,,,,,,,,,,,,,,
The 69 Eyes,Dream Master,,,,,,,,,,,,,,,,
David Bowie,Thursday'S Child,,,,,,,,,,,,,,,,
Danny Elfman,Casting A Spell,,,,,,,,,,,,,,,,
Badly Drawn Boy,I Was Wrong,,,,,,,,,,,,,,,,
In Flames,Drenched In Fear,,,,,,,,,,,,,,,,
Madonna,Don'T Cry For Me Argentina,,,,,,,,,,,,,,,,
...And You Will Know Us By The Trail Of Dead,Blight Takes All,,,,,,,,,,,,,,,,
John Coltrane,Like Someone In Love,,,,,,,,,,,,,,,,
Beastie Boys,Just A Test,,,,,,,,,,,,,,,,
米倉千尋,10 Years After (Always Mix),,,,,,,,,,,,,,,,
Boards Of Canada,Original Nlogax,,,,,,,,,,,,,,,,
The Detroit Cobras,Baby Let Me Hold Your Hand,,,,,,,,,,,,,,,,
Dfc,Coexistência Do Caos,,,,,,,,,,,,,,,,
The Detroit Cobras,Try Love,,,,,,,,,,,,,,,,
Guri Schanke,Ven A Bailar Conmigo (Norway),,,,,,,,,,,,,,,,
Seu Jorge,Carolina,,,,,,,,,,,,,,,,
Seu Jorge,Lady Stardust,,,,,,,,,,,,,,,,
Wax Stag,Short Road,,,,,,,,,,,,,,,,
Alice Cooper,I'M Your Gun,,,,,,,,,,,,,,,,
Mediengruppe Telekommander,Ein Kleiner Widerstand,,,,,,,,,,,,,,,,
Sonic Youth,I Dreamed I Dream,,,,,,,,,,,,,,,,
Miley Cyrus,Nobody'S Perfect,,,,,,,,,,,,,,,,
Theatre Of Tragedy,Universal Race,0.8,0.8,0.6,0.0,0.8,0.8,0.0,0.4,0.0,0.0,0.0,0.0,0.8,0.8,0.6,0.0
The White Stripes,I Fought Piranhas,,,,,,,,,,,,,,,,
Earth,Mirage,,,,,,,,,,,,,,,,
Asobi Seksu,Stay,,,,,,,,,,,,,,,,
The National,Patterns Of Fairytales,,,,,,,,,,,,,,,,
The National,The Perfect Song,,,,,,,,,,,,,,,,
Anorexia Nervosa,The Shining,,,,,,,,,,,,,,,,
Mediengruppe Telekommander,Mach Das Leiser,,,,,,,,,,,,,,,,
Mediengruppe Telekommander,Kommanda,,,,,,,,,,,,,,,,
Sonic Youth,Saucer-Like,,,,,,,,,,,,,,,,
Fischerspooner,!@*$%#,,,,,,,,,,,,,,,,
Hypocrisy,Disconnected Magnetic Corridors,,,,,,,,,,,,,,,,
Millencolin,Fox,,,,,,,,,,,,,,,,
Daniel Powter,Styrofoam,,,,,,,,,,,,,,,,
Sonic Youth,Master-Dik,,,,,,,,,,,,,,,,
Kylie Minogue,Still Standing,,,,,,,,,,,,,,,,
Hypocrisy,Blooddrenched,,,,,,,,,,,,,,,,
Hypocrisy,A Coming Race,,,,,,,,,,,,,,,,
Incredible Bongo Band,Apache,,,,,,,,,,,,,,,,
Nightwish,Crimson Tide / Deep Blue Sea (Live),1.0,0.8,0.2,0.4,1.0,0.8,0.0,0.8,0.0,0.4,0.4,0.0,0.8,0.6,1.0,0.0
Bob Sinclar,Rock This Party (Everybody Dance Now) (Radio Edit),,,,,,,,,,,,,,,,
Akon & Eminem,Smack That,0.6,0.6,1.0,0.6,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.8,0.0
Susperia,Release,,,,,,,,,,,,,,,,
Susanna And The Magical Orchestra,Believer,,,,,,,,,,,,,,,,
Susanna And The Magical Orchestra,It'S A Long Way To The Top,,,,,,,,,,,,,,,,
Maria Peszek,Mgła,,,,,,,,,,,,,,,,
Maria Mena,Blame It On Me,,,,,,,,,,,,,,,,
Cock Sparrer,Chip On My Shoulder,,,,,,,,,,,,,,,,
Della Reese,With Pen In Hand,,,,,,,,,,,,,,,,
Beastie Boys,Something'S Got To Give,,,,,,,,,,,,,,,,
The Stone Roses,How Do You Sleep,,,,,,,,,,,,,,,,
Amerie,Nothing Like Loving You,,,,,,,,,,,,,,,,
Tactical Sekt,You'Re Fired,,,,,,,,,,,,,,,,
Tactical Sekt,Genetic Mistrust,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
Róisín Murphy,The Closing Of The Doors,,,,,,,,,,,,,,,,
Arcana,The Oath,,,,,,,,,,,,,,,,
Eric Clapton,Lonely Stranger,,,,,,,,,,,,,,,,
All Girl Summer Fun Band,Girl #3,,,,,,,,,,,,,,,,
Hypocrisy,Craving For Another Killing,,,,,,,,,,,,,,,,
The 5Th Dimension,Aquarius/Let The Sun Shine In,,,,,,,,,,,,,,,,
Meck Feat. Dino,Feels Like Home (Radio Edit),,,,,,,,,,,,,,,,
The Music,The Last One,,,,,,,,,,,,,,,,
Earlimart,Fakey Fake,,,,,,,,,,,,,,,,
Kylie Minogue,Obsession,,,,,,,,,,,,,,,,
Róisín Murphy,Prelude To Love In The Making,,,,,,,,,,,,,,,,
Billie Holiday,Lady Sings The Blues,,,,,,,,,,,,,,,,
The White Stripes,Cold Cold Night,,,,,,,,,,,,,,,,
Kyau & Albert,Kiksu (Original Mix),,,,,,,,,,,,,,,,
Nightmares On Wax,(Man) Tha Journey,0.4,0.2,0.8,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.8,0.4,0.8,0.0
The Raconteurs,Pull This Blanket Off,,,,,,,,,,,,,,,,
Björk,So Broken,,,,,,,,,,,,,,,,
Frank Zappa,Trouble Every Day,,,,,,,,,,,,,,,,
Kylie Minogue,After Dark,,,,,,,,,,,,,,,,
Assemblage 23,Apart,,,,,,,,,,,,,,,,
Milosh,The Sky Is Grey,,,,,,,,,,,,,,,,
Nightmares On Wax,Groove St.,,,,,,,,,,,,,,,,
Nightmare Of You,Why Am I Always Right?,,,,,,,,,,,,,,,,
John Foxx,030,,,,,,,,,,,,,,,,
Nightmares On Wax,Chime Out,,,,,,,,,,,,,,,,
Nightmares On Wax,Ethnic Majority,,,,,,,,,,,,,,,,
The Dillinger Escape Plan,Fix Your Face,,,,,,,,,,,,,,,,
Diablo,Omerta,,,,,,,,,,,,,,,,
John Foxx,Miles Away,,,,,,,,,,,,,,,,
The View,Gran'S For Tea,,,,,,,,,,,,,,,,
Cock Robin,Stumble And Fall,,,,,,,,,,,,,,,,
Set Your Goals,Work In Progress,,,,,,,,,,,,,,,,
Skinny Puppy,Curcible,,,,,,,,,,,,,,,,
Cobra Starship,The World Has Its Shine (But I Would Drop It On A Dime),0.6,0.6,0.8,0.2,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.8,0.0
The Music,Idle,0.8,0.8,0.0,0.4,0.6,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.8,0.0
Nightmares On Wax,Pipes Honour,,,,,,,,,,,,,,,,
Cobra Starship,The City Is At War,,,,,,,,,,,,,,,,
The Devin Townsend Band,Mental Tan,,,,,,,,,,,,,,,,
Assemblage 23,Fallen Down,,,,,,,,,,,,,,,,
The Be Good Tanyas,Light Enough To Travel,,,,,,,,,,,,,,,,
The Radio Dept.,Closing Scene,,,,,,,,,,,,,,,,
Part Chimp,Hello Bastards,,,,,,,,,,,,,,,,
The White Stripes,Black Math (Live Under Blackpool Lights),,,,,,,,,,,,,,,,
The Radio Dept.,Let Me Have This,,,,,,,,,,,,,,,,
The Be Good Tanyas,House Of The Rising Sun,,,,,,,,,,,,,,,,
Parts & Labor,Brighter Days,,,,,,,,,,,,,,,,
Parts & Labor,The Gold We'Re Digging,,,,,,,,,,,,,,,,
...And You Will Know Us By The Trail Of Dead,Insatiable (One),,,,,,,,,,,,,,,,
Los Lobos,Wake Up Dolores,,,,,,,,,,,,,,,,
India.Arie,I Am Not My Hair (Feat. Akon),,,,,,,,,,,,,,,,
Pet Shop Boys,My October Symphony,,,,,,,,,,,,,,,,
The Smiths,What Difference Does It Make (Peel Session),,,,,,,,,,,,,,,,
Nightingale,Game Over,,,,,,,,,,,,,,,,
John Foxx,Touch And Go,,,,,,,,,,,,,,,,
The Clash,Cheapskates,,,,,,,,,,,,,,,,
Delerium,Silence (Niels Van Gogh Vs. Thomas Gold Remix),,,,,,,,,,,,,,,,
Yo La Tengo,Double Dare,,,,,,,,,,,,,,,,
Manic Street Preachers,Slash 'N' Burn,,,,,,,,,,,,,,,,
Covenant,Brave New World,,,,,,,,,,,,,,,,
Delerium,Duende,,,,,,,,,,,,,,,,
Covenant,Monochrome,,,,,,,,,,,,,,,,
Portishead,Toy Box,,,,,,,,,,,,,,,,
Portugal. The Man,Shade,,,,,,,,,,,,,,,,
Covenant,No Man'S Land,,,,,,,,,,,,,,,,
David Ford,I Don'T Care What You Call Me (Radio Edit),,,,,,,,,,,,,,,,
The Stone Roses,One Love,,,,,,,,,,,,,,,,
Kult,Wódka,,,,,,,,,,,,,,,,
Sonique,Sky,,,,,,,,,,,,,,,,
Mindless Self Indulgence,Unsociable,,,,,,,,,,,,,,,,
Eagle-Eye Cherry,Are You Still Having Fun,,,,,,,,,,,,,,,,
Kult,Piotr Pielgrzym,,,,,,,,,,,,,,,,
Ministry,Faith Collapsing,,,,,,,,,,,,,,,,
Burzum,Dunkelheit,,,,,,,,,,,,,,,,
Ryan Adams,Two Hearts,,,,,,,,,,,,,,,,
Annihilator,Word Salad,,,,,,,,,,,,,,,,
Minilogue,Jamaica,,,,,,,,,,,,,,,,
Sono,A New Cage,,,,,,,,,,,,,,,,
Ministry,Grace,,,,,,,,,,,,,,,,
The Vines,Country Yard,,,,,,,,,,,,,,,,
Superpitcher,People,,,,,,,,,,,,,,,,
Nicole,Ajaton,,,,,,,,,,,,,,,,
Nicola Hitchcock,You Will Feel Like This,,,,,,,,,,,,,,,,
Supersuckers,A Good Night For My Drinkin',,,,,,,,,,,,,,,,
Los Hermanos,O Vencedor,,,,,,,,,,,,,,,,
John Frusciante,The First Season,,,,,,,,,,,,,,,,
John Frusciante,I Can'T See Until I See Your Eyes,,,,,,,,,,,,,,,,
Warmen,Somebody'S Watching Me,,,,,,,,,,,,,,,,
Queens Of The Stone Age,Infinity,,,,,,,,,,,,,,,,
The Dismemberment Plan,A Life Of Possibilities,,,,,,,,,,,,,,,,
Queens Of The Stone Age,Never Say Never,,,,,,,,,,,,,,,,
Supersuckers,Roadworn And Weary,,,,,,,,,,,,,,,,
Warrel Dane,This Old Man,,,,,,,,,,,,,,,,
Kult,Czarne Słońca,,,,,,,,,,,,,,,,
Queens Of The Stone Age,God Is On The Radio,,,,,,,,,,,,,,,,
Queens Of The Stone Age,Born To Hula,,,,,,,,,,,,,,,,
Kult,Czekając Na Królestwo J.H.W.H.,,,,,,,,,,,,,,,,
Kult,3 Gwiazdy,,,,,,,,,,,,,,,,
Frankmusik,In Step,,,,,,,,,,,,,,,,
E*Vax,The Process Of Leaving,,,,,,,,,,,,,,,,
Breaking Benjamin,Follow,,,,,,,,,,,,,,,,
Scatman John,Scatman,,,,,,,,,,,,,,,,
Björk,Where Is The Line?,,,,,,,,,,,,,,,,
The Mountain Goats,In The Hidden Places,,,,,,,,,,,,,,,,
Ryan Adams,Pearls On A String,,,,,,,,,,,,,,,,
The Mountain Goats,Half Dead,,,,,,,,,,,,,,,,
Dååth,From The Blind,,,,,,,,,,,,,,,,
Dååth,Subterfuge,,,,,,,,,,,,,,,,
Astor Piazzolla,Libertango,,,,,,,,,,,,,,,,
Kubichek!,Nightjoy,,,,,,,,,,,,,,,,
Yo La Tengo,Pass The Hatchet,,,,,,,,,,,,,,,,
Ryan Adams,Nightbirds,,,,,,,,,,,,,,,,
Gui Boratto,Terminal,,,,,,,,,,,,,,,,
Diana Krall,When I Look In Your Eyes,,,,,,,,,,,,,,,,
John Lennon,How Do You Sleep?,,,,,,,,,,,,,,,,
Take That,Hello,,,,,,,,,,,,,,,,
American Nightmare,Protest Song #00,,,,,,,,,,,,,,,,
Clutch,Tripping The Alarm,,,,,,,,,,,,,,,,
Delays,Too Much In Your Life,,,,,,,,,,,,,,,,
Nico,Janitor Of Lunacy,,,,,,,,,,,,,,,,
Boa,The Love Bug,,,,,,,,,,,,,,,,
The Cinematic Orchestra,Diabolus,,,,,,,,,,,,,,,,
Ohgr,Devil,,,,,,,,,,,,,,,,
Oh No Oh My,On The Town,,,,,,,,,,,,,,,,
Titus Andronicus,My Time Outside The Womb,,,,,,,,,,,,,,,,
Cracker,Low,,,,,,,,,,,,,,,,
Akufen,Jeep Sex,,,,,,,,,,,,,,,,
Siouxsie Sioux,If It Doesn'T Kill You,,,,,,,,,,,,,,,,
The Cinematic Orchestra,The Animated Tripod,,,,,,,,,,,,,,,,
Elio E Le Storie Tese,Cartoni Animati Giapponesi,,,,,,,,,,,,,,,,
School Of Seven Bells,Wired For Light,,,,,,,,,,,,,,,,
The Beach Boys,Let'S Go Away For A While,,,,,,,,,,,,,,,,
Ryan Adams,Bartering Lines,,,,,,,,,,,,,,,,
Minus 8,Elysian Fields,,,,,,,,,,,,,,,,
Butcher Boy,I Could Be In Love With Anyone,,,,,,,,,,,,,,,,
Daniel Johnston,Syrup Of Tears,,,,,,,,,,,,,,,,
Tom Waits,Shake It,,,,,,,,,,,,,,,,
Hurt,Overdose,,,,,,,,,,,,,,,,
Supergrass,It'S Not Me,,,,,,,,,,,,,,,,
Supergrass,G-Song,,,,,,,,,,,,,,,,
Quietdrive,Take A Drink,,,,,,,,,,,,,,,,
Agalloch,As Embers Dress The Sky,,,,,,,,,,,,,,,,
Nickelback,I'D Come For You,,,,,,,,,,,,,,,,
John Mayer,Not Myself,,,,,,,,,,,,,,,,
Agalloch,Foliorum Viridium,,,,,,,,,,,,,,,,
Agalloch,Hallways Of Enchanted Ebony,,,,,,,,,,,,,,,,
Guano Apes,Dick,,,,,,,,,,,,,,,,
Guano Apes,Counting The Days,,,,,,,,,,,,,,,,
Walls Of Jericho,No Saving Me,,,,,,,,,,,,,,,,
Set Fire To Flames,'I Will Be True... ' (From Lips Of Lying Dying Wonder Body #1) / Reign Rebuilder (Head),,,,,,,,,,,,,,,,
Set Fire To Flames,And The Birds Are About To Bust Their Guts With Singing,,,,,,,,,,,,,,,,
Los Hermanos,A Flor,,,,,,,,,,,,,,,,
Agathodaimon,Body Of Clay,,,,,,,,,,,,,,,,
Nickelback,Someone That You'Re With,,,,,,,,,,,,,,,,
Nickelback,Woke Up This Morning,,,,,,,,,,,,,,,,
Françoise Hardy,La Fille Avec Toi,,,,,,,,,,,,,,,,
Parov Stelar,Sometimes (Feat. Anita Riegler),,,,,,,,,,,,,,,,
The Raincoats,Black And White,,,,,,,,,,,,,,,,
Hurt,Jezus,,,,,,,,,,,,,,,,
Breaking Benjamin,Natural Life,,,,,,,,,,,,,,,,
Less Than Jake,Is This Thing On?,,,,,,,,,,,,,,,,
The Weepies,Just Blue,,,,,,,,,,,,,,,,
Butthole Surfers,Who Was In My Room Last Night,,,,,,,,,,,,,,,,
Kruder & Dorfmeister,Black Baby,,,,,,,,,,,,,,,,
Dzihan & Kamien,Ford Transit,,,,,,,,,,,,,,,,
Sopho,Visionary Dream (Georgia),,,,,,,,,,,,,,,,
Freak Kitchen,Guilt Trip,,,,,,,,,,,,,,,,
Buzzcocks,Are Everything,,,,,,,,,,,,,,,,
Freak Kitchen,Becky,,,,,,,,,,,,,,,,
Freak Kitchen,Seven Days In June,,,,,,,,,,,,,,,,
Freak Kitchen,Mussolini Mind,,,,,,,,,,,,,,,,
Freak Kitchen,Look Bored,,,,,,,,,,,,,,,,
Daniel Garcia,El Reino Del Tiempo,,,,,,,,,,,,,,,,
The Beatles,12-Wait,,,,,,,,,,,,,,,,
Blood For Blood,Ain'T Like You (Wasted Youth Ii),,,,,,,,,,,,,,,,
Texas Lightning,No No Never,,,,,,,,,,,,,,,,
鈴村健一,とりあえずそれで行こう,,,,,,,,,,,,,,,,
Pete Shelley,Witness The Change,,,,,,,,,,,,,,,,
...And You Will Know Us By The Trail Of Dead,Fields Of Coal,,,,,,,,,,,,,,,,
David Guetta,When Love Takes Over (Feat. Kelly Rowland),,,,,,,,,,,,,,,,
Bad Religion,The Gray Race,,,,,,,,,,,,,,,,
Bad Religion,Sinister Rouge,,,,,,,,,,,,,,,,
Nick Lowe,I Love The Sound Of Breaking Glass,,,,,,,,,,,,,,,,
Against Me!,Borne On The Fm Waves Of The Heart,,,,,,,,,,,,,,,,
John Murphy,Rage,,,,,,,,,,,,,,,,
Clouddead,Son Of A Gun,,,,,,,,,,,,,,,,
Clouddead,The Keen Teen Skip,,,,,,,,,,,,,,,,
Head Automatica,King Caesar,,,,,,,,,,,,,,,,
Bear Vs. Shark,I Fucked Your Dad,,,,,,,,,,,,,,,,
Marianne Faithfull,The Ballad Of Lucy Jordan,,,,,,,,,,,,,,,,
