artist_name,track_name,Drum Set,Drum Aggressiveness,Synthetic Drums,Percussion,Electric Guitar,Electric Guitar Distortion,Acoustic Guitar,String Ensemble,Horn Ensemble,Piano,Organ,Rhodes,Synthesizer,Synth Timbre,Bass Guitar,Reed Instrument
Dead Kennedys,Take This Job And Shove It,1.0,0.8,0.0,0.0,1.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0
Diana Krall,I'Ll String Along With You,,,,,,,,,,,,,,,,
Mark Lanegan,Like Little Willie John,,,,,,,,,,,,,,,,
Sloan,Hfxnshc,,,,,,,,,,,,,,,,
Mark Lanegan,When Your Number Isn'T Up,,,,,,,,,,,,,,,,
植松伸夫,One-Winged Angel,,,,,,,,,,,,,,,,
Loreena Mckennitt,The Highwayman,,,,,,,,,,,,,,,,
Mark Lanegan,One Hundred Days,,,,,,,,,,,,,,,,
Between The Trees,The Way She Feels,,,,,,,,,,,,,,,,
Mary J. Blige,Fade Away,,,,,,,,,,,,,,,,
Longwave,Everywhere You Turn,,,,,,,,,,,,,,,,
Frank Black,(I Want To Live On An) Abstract Plain,,,,,,,,,,,,,,,,
Styrofoam,Couches In Alleys (Feat. Ben Gibbard),,,,,,,,,,,,,,,,
D'Espairsray,Infection,,,,,,,,,,,,,,,,
Four Tet,Clouding,,,,,,,,,,,,,,,,
Seeed,Aufstehn! (Feat. Cee-Lo Green),0.8,0.6,0.8,0.8,0.4,0.2,0.0,0.0,0.8,0.0,0.0,0.0,0.6,0.4,0.8,0.0
Tom Waits,Midnight Lullaby,,,,,,,,,,,,,,,,
Danger,11H30,,,,,,,,,,,,,,,,
Martha Wainwright,These Flowers,,,,,,,,,,,,,,,,
Sublime,Hope,,,,,,,,,,,,,,,,
Franco Battiato,Atlantide,,,,,,,,,,,,,,,,
The Blood Brothers,Devastator,,,,,,,,,,,,,,,,
Salem Al Fakir,This Is Who I Am,,,,,,,,,,,,,,,,
Martha Wainwright,Don'T Forget,,,,,,,,,,,,,,,,
Foo Fighters,X-Static,,,,,,,,,,,,,,,,
Supergrass,Sad Girl,0.6,0.4,0.0,0.4,0.6,0.4,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.6,0.0
Los Campesinos!,We Are All Accelerated Readers,,,,,,,,,,,,,,,,
The Black Crowes,Sometimes Salvation,,,,,,,,,,,,,,,,
Vangelis,Rachel'S Song,,,,,,,,,,,,,,,,
For My Pain...,My Wound Is Deeper Than Yours,,,,,,,,,,,,,,,,
Foo Fighters,Live-In Skin,,,,,,,,,,,,,,,,
Marillion,Easter,,,,,,,,,,,,,,,,
Isolée,Schrapnell,,,,,,,,,,,,,,,,
P!Nk,The One That Got Away,,,,,,,,,,,,,,,,
Islands,J'Aime Vous Voire Quitter,,,,,,,,,,,,,,,,
Islands,Life In Jail,,,,,,,,,,,,,,,,
The Black Eyed Peas,Disco Club,,,,,,,,,,,,,,,,
Forgotten Boys,Stoner,,,,,,,,,,,,,,,,
Basement Jaxx,Everybody,,,,,,,,,,,,,,,,
Forgotten Boys,On The Hillside,,,,,,,,,,,,,,,,
The God Machine,The Train Song,,,,,,,,,,,,,,,,
Iliketrains,Citizen,,,,,,,,,,,,,,,,
The Goo Goo Dolls,Become,,,,,,,,,,,,,,,,
The Jimi Hendrix Experience,Come On (Let The Good Times Roll),,,,,,,,,,,,,,,,
Iliketrains,The Beeching Report,,,,,,,,,,,,,,,,
P!Nk,Bad Influence,,,,,,,,,,,,,,,,
The Jesus Lizard,Boilermaker,,,,,,,,,,,,,,,,
The Jimi Hendrix Experience,...And The Gods Made Love,,,,,,,,,,,,,,,,
The Velvet Underground,Andy'S Chest,,,,,,,,,,,,,,,,
Supergrass,Road To Rouen,,,,,,,,,,,,,,,,
Los Campesinos!,Knee Deep At Atp,,,,,,,,,,,,,,,,
Basement Jaxx,Lucky Star (Feat. Dizzee Rascal),,,,,,,,,,,,,,,,
Fear Factory,Self Bias Resistor,,,,,,,,,,,,,,,,
Feindflug,Feuerpause,0.8,0.8,1.0,0.4,0.6,0.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.4,0.0
Marilyn Manson,A Place In The Dirt,,,,,,,,,,,,,,,,
Los Hermanos,Todo Carnaval Tem Seu Fim,,,,,,,,,,,,,,,,
Folk & Røvere,Yess!,,,,,,,,,,,,,,,,
Feel,No Pokaż Na Co Cię Stać,,,,,,,,,,,,,,,,
The God Machine,It'S All Over,,,,,,,,,,,,,,,,
Feeder,Save Us,,,,,,,,,,,,,,,,
Flying Saucer Attack,Instrumental Wish,,,,,,,,,,,,,,,,
Manowar,Kill With Power,,,,,,,,,,,,,,,,
Suede,My Dark Star,,,,,,,,,,,,,,,,
Manowar,Kingdom Come,,,,,,,,,,,,,,,,
Chemistry,最期の川,,,,,,,,,,,,,,,,
Dirty Pretty Things,If You Were Wondering,,,,,,,,,,,,,,,,
Alice Nine.,Q.,,,,,,,,,,,,,,,,
Immortal Technique,Harlem Streets,,,,,,,,,,,,,,,,
Isis,The Other,,,,,,,,,,,,,,,,
Dirty Pretty Things,Tired Of England,,,,,,,,,,,,,,,,
The Jesus And Mary Chain,Rollercoaster,,,,,,,,,,,,,,,,
Feindflug,Einmarsch,,,,,,,,,,,,,,,,
Los Nikis,El Imperio Contraataca,,,,,,,,,,,,,,,,
Lostprophets,Burn Burn,,,,,,,,,,,,,,,,
Mariah Carey,O Holy Night,,,,,,,,,,,,,,,,
Los Prisioneros,Muevan Las Industrias,,,,,,,,,,,,,,,,
Chemistry,最後の夜,,,,,,,,,,,,,,,,
Lostprophets,To Hell We Ride,,,,,,,,,,,,,,,,
Ugly Casanova,Things I Don'T Remember,,,,,,,,,,,,,,,,
Arsis,Maddening Disdain,,,,,,,,,,,,,,,,
Art Brut,Bang Bang Rock & Roll,,,,,,,,,,,,,,,,
Anthrax,Got The Time,,,,,,,,,,,,,,,,
The Black Crowes,Sting Me,,,,,,,,,,,,,,,,
Dabrye,Hyped-Up Plus Tax,,,,,,,,,,,,,,,,
Foo Fighters,Burn Away,,,,,,,,,,,,,,,,
Saul Williams,Banged And Blown Through,,,,,,,,,,,,,,,,
Satyricon,I Got Erection,,,,,,,,,,,,,,,,
Daft Punk,Face To Face (Demon Remix),,,,,,,,,,,,,,,,
Flyleaf,I'M Sorry,,,,,,,,,,,,,,,,
Lou Reed / John Cale,Starlight,,,,,,,,,,,,,,,,
玉置成実,Get Wild,,,,,,,,,,,,,,,,
Daft Punk,Prime Time Of Your Life / Brainwasher / Rollin' And Scratchin' / Alive,,,,,,,,,,,,,,,,
Lovedrug,Pretend You'Re Alive,,,,,,,,,,,,,,,,
Mano Negra,Indios De Barcelona,,,,,,,,,,,,,,,,
Manic Street Preachers,There By The Grace Of God,,,,,,,,,,,,,,,,
Dead Boys,Hey Little Girl,,,,,,,,,,,,,,,,
The Subways,She Sun,,,,,,,,,,,,,,,,
Iron Maiden,Fear Is The Key,,,,,,,,,,,,,,,,
Alestorm,The Huntmaster,,,,,,,,,,,,,,,,
Pain,The Third Wave,,,,,,,,,,,,,,,,
The Jesus And Mary Chain,Come On,,,,,,,,,,,,,,,,
Eluveitie,Anagantios,,,,,,,,,,,,,,,,
Pain Of Salvation,Chain Sling,,,,,,,,,,,,,,,,
Dead Can Dance,The End Of Words,,,,,,,,,,,,,,,,
Working For A Nuclear Free City,Troubled Son,,,,,,,,,,,,,,,,
Slayer,Supremist,,,,,,,,,,,,,,,,
Love,Live And Let Live,,,,,,,,,,,,,,,,
Manu Chao,The Bleedin Clown,,,,,,,,,,,,,,,,
Flunk,Probably,,,,,,,,,,,,,,,,
Iron Maiden,The Nomad,,,,,,,,,,,,,,,,
Manu Chao,Mr Bobby,,,,,,,,,,,,,,,,
The Subways,Girls & Boys,,,,,,,,,,,,,,,,
Mansun,Six,,,,,,,,,,,,,,,,
Tori Amos,Roosterspur Bridge,,,,,,,,,,,,,,,,
The Beatles,Here Comes The Sun / The Inner Light (Transition),,,,,,,,,,,,,,,,
Daedelus,Viva Vida,,,,,,,,,,,,,,,,
Flyleaf,Cassie,,,,,,,,,,,,,,,,
Blessed By Hate,Sangue Nos Olhos,,,,,,,,,,,,,,,,
The Birthday Massacre,The Dream,,,,,,,,,,,,,,,,
Daedelus,Nouveau Nova,,,,,,,,,,,,,,,,
The Bird And The Bee,Preparedness,,,,,,,,,,,,,,,,
Feel,To Długa Rzeka,,,,,,,,,,,,,,,,
Feindflug,Standgericht,,,,,,,,,,,,,,,,
Barenaked Ladies,Maybe Katie,,,,,,,,,,,,,,,,
Imperiet,C.C. Cowboys,,,,,,,,,,,,,,,,
Flamin' Groovies,Slow Death,,,,,,,,,,,,,,,,
In Flames,Behind Space '99,,,,,,,,,,,,,,,,
Super Furry Animals,Show Your Hand,,,,,,,,,,,,,,,,
Saxon Shore,Isolated By The Secrets Of Your Fellow Men,,,,,,,,,,,,,,,,
Flamin' Groovies,Shake Some Action,,,,,,,,,,,,,,,,
Wir Sind Helden,Ist Das So?,,,,,,,,,,,,,,,,
The Sundays,Summertime,,,,,,,,,,,,,,,,
Patrick Wolf,Souvenirs,,,,,,,,,,,,,,,,
Chemistry,Running Away,,,,,,,,,,,,,,,,
Blind Guardian,Imaginations From The Other Side,,,,,,,,,,,,,,,,
Cavalera Conspiracy,Sanctuary,,,,,,,,,,,,,,,,
Blind Guardian,Inquisition,,,,,,,,,,,,,,,,
Eluvium,Ostinato,,,,,,,,,,,,,,,,
Blind Guardian,Precious Jerusalem,,,,,,,,,,,,,,,,
The Sundays,Wild Horses,,,,,,,,,,,,,,,,
The Beta Band,Out-Side,,,,,,,,,,,,,,,,
The Sugarcubes,Traitor,,,,,,,,,,,,,,,,
Wire,106 Beats That,,,,,,,,,,,,,,,,
Manowar,Nessun Dorma,,,,,,,,,,,,,,,,
Sufjan Stevens,Dumb I Sound,,,,,,,,,,,,,,,,
Sufjan Stevens,Henney Buggy Band,,,,,,,,,,,,,,,,
Trentemøller,The Very Last Resort,,,,,,,,,,,,,,,,
Tom Petty,Learning To Fly,,,,,,,,,,,,,,,,
16 Horsepower,Blessed Persistence,,,,,,,,,,,,,,,,
Saul Williams,Convict Colony,,,,,,,,,,,,,,,,
Trentemøller,While The Cold Winter Waiting,,,,,,,,,,,,,,,,
Maj Karma,Sodankylä,,,,,,,,,,,,,,,,
Barenaked Ladies,War On Drugs,,,,,,,,,,,,,,,,
Felix Da Housecat,Analog City,,,,,,,,,,,,,,,,
Van Halen,The Seventh Seal,,,,,,,,,,,,,,,,
Panzer Ag,Panzer,,,,,,,,,,,,,,,,
The Beatles,Long Tall Sally,,,,,,,,,,,,,,,,
Dead Can Dance,Persian Love Song,,,,,,,,,,,,,,,,
Van Halen,The Full Bug,,,,,,,,,,,,,,,,
Seafood,Western Battle,,,,,,,,,,,,,,,,
Finntroll,Ormhäxan,,,,,,,,,,,,,,,,
Van Halen,Mine All Mine,,,,,,,,,,,,,,,,
Dir En Grey,Kasumi,,,,,,,,,,,,,,,,
Autechre,Bike,,,,,,,,,,,,,,,,
Mandy Moore,Cry,,,,,,,,,,,,,,,,
Wire,Feeling Called Love,,,,,,,,,,,,,,,,
Inxs,The Loved One,,,,,,,,,,,,,,,,
Panic At The Disco,We'Re So Starving,,,,,,,,,,,,,,,,
Alice Cooper,Only Women Bleed,,,,,,,,,,,,,,,,
The Grates,Feels Like Pain,,,,,,,,,,,,,,,,
Tori Amos,The Beekeeper,,,,,,,,,,,,,,,,
Interpol,5,,,,,,,,,,,,,,,,
The Unicorns,Peach Moon,,,,,,,,,,,,,,,,
Trent Reznor,Videodrones; Questions,,,,,,,,,,,,,,,,
The Tear Garden,In Search Of My Rose,,,,,,,,,,,,,,,,
Avantasia,A New Dimension,,,,,,,,,,,,,,,,
The Supremes,Stop! In The Name Of Love,,,,,,,,,,,,,,,,
Manchester Orchestra,I Can Feel A Hot One,,,,,,,,,,,,,,,,
The Beta Band,Lion Thief,,,,,,,,,,,,,,,,
Van Halen,In 'N' Out,,,,,,,,,,,,,,,,
Finntroll,En Mäktig Här,,,,,,,,,,,,,,,,
Filter,I'M Not The Only One,,,,,,,,,,,,,,,,
Final Fantasy,The Pooka Sings,,,,,,,,,,,,,,,,
Filter,Stuck In Here,,,,,,,,,,,,,,,,
Tricky,Excess,,,,,,,,,,,,,,,,
Autechre,Steels,,,,,,,,,,,,,,,,
Autechre,Stud,,,,,,,,,,,,,,,,
Papa Roach,Snakes,,,,,,,,,,,,,,,,
Wolf Parade,Fine Young Cannibals,,,,,,,,,,,,,,,,
Papa Roach,Revenge,,,,,,,,,,,,,,,,
Thomas Dolby,Airwaves,,,,,,,,,,,,,,,,
Paradise Lost,Over The Madness (String Dub Mix),,,,,,,,,,,,,,,,
Paradise Lost,Lydia,,,,,,,,,,,,,,,,
Paradise Lost,Ordinary Days,,,,,,,,,,,,,,,,
Papa Roach,Binge,,,,,,,,,,,,,,,,
Tori Amos,Velvet Revolution,,,,,,,,,,,,,,,,
Elvis Frogsley,Blue Christmas,,,,,,,,,,,,,,,,
Malvina Reynolds,Little Boxes,,,,,,,,,,,,,,,,
Sleater-Kinney,Pompeii,,,,,,,,,,,,,,,,
Wire,On Returning,,,,,,,,,,,,,,,,
Insomnium,In The Groves Of Death,,,,,,,,,,,,,,,,
Fink,This Is The Thing,,,,,,,,,,,,,,,,
Felix Da Housecat,Voicemail (Feat. Miss Kittin),,,,,,,,,,,,,,,,
Wolf Parade,California Dreamer,,,,,,,,,,,,,,,,
Finntroll,Det Iskalla Trollblodet,,,,,,,,,,,,,,,,
Mahogany,Tesselation (Formerly Plateau One),,,,,,,,,,,,,,,,
Tom Waits,16 Shells From A Thirty-Ought-Six,,,,,,,,,,,,,,,,
Blind Stare,Shotgun Symphony,,,,,,,,,,,,,,,,
Seabear,Libraries,,,,,,,,,,,,,,,,
Bloodhound Gang,A Lap Dance Is So Much Better When The Stripper Is Crying,,,,,,,,,,,,,,,,
Sleater-Kinney,The Drama You'Ve Been Craving,,,,,,,,,,,,,,,,
Madness,Grey Day,,,,,,,,,,,,,,,,
M83,My Own Strange Path,,,,,,,,,,,,,,,,
Machine Head,Descend The Shades Of Night,,,,,,,,,,,,,,,,
!Cube,Glide,,,,,,,,,,,,,,,,
Machinae Supremacy,Nemesis,,,,,,,,,,,,,,,,
Infected Mushroom,Deeply Disturbed,,,,,,,,,,,,,,,,
Suicidal Tendencies,I Shot The Devil,,,,,,,,,,,,,,,,
Indica,Pahinta Tänään,,,,,,,,,,,,,,,,
Dilated Peoples,Worst Comes To Worst,,,,,,,,,,,,,,,,
Chapterhouse,Confusion Trip,,,,,,,,,,,,,,,,
The Hives,Automatic Schmuck,,,,,,,,,,,,,,,,
Incubus,You Will Be A Hot Dancer,,,,,,,,,,,,,,,,
Incubus,Neither Of Us Can See,,,,,,,,,,,,,,,,
Sleater-Kinney,Taking Me Home,,,,,,,,,,,,,,,,
The Hives,Untutored Youth,,,,,,,,,,,,,,,,
Telefon Tel Aviv,Introductory Nomenclature,,,,,,,,,,,,,,,,
Within Temptation,The Swan Song (Bonustrack),,,,,,,,,,,,,,,,
Beth Orton,A Place Aside,,,,,,,,,,,,,,,,
Paradise Lost,Primal,,,,,,,,,,,,,,,,
Alexi Murdoch,Home,,,,,,,,,,,,,,,,
Within Temptation,The Last Time (Demo),,,,,,,,,,,,,,,,
Paramore,Let This Go,,,,,,,,,,,,,,,,
The Hives,Statecontrol,,,,,,,,,,,,,,,,
Sun Kil Moon,Ocean Breathes Salty,,,,,,,,,,,,,,,,
Fergie,Big Girls Dont Cry,,,,,,,,,,,,,,,,
Scsi-9,Sweets And Love,,,,,,,,,,,,,,,,
Sculptured,Embodiment,,,,,,,,,,,,,,,,
Scsi-9,Little Leaves Fall,,,,,,,,,,,,,,,,
Scsi-9,Endlich,,,,,,,,,,,,,,,,
Ferris Mc,Tanz Mit Mir,,,,,,,,,,,,,,,,
Madonna,Sorry (Man With Guitar Mix),,,,,,,,,,,,,,,,
Buckethead,Mustang,,,,,,,,,,,,,,,,
The Zutons,How Does It Feel?,,,,,,,,,,,,,,,,
The Offspring,Spare Me The Details,,,,,,,,,,,,,,,,
Def Leppard,Two Steps Behind,,,,,,,,,,,,,,,,
Joss Stone,Girl They Won'T Believe It,,,,,,,,,,,,,,,,
Negative,The Moment Of Our Love,,,,,,,,,,,,,,,,
Josh Ritter,Idaho,,,,,,,,,,,,,,,,
Josh Ritter,Best For The Best,,,,,,,,,,,,,,,,
The Offspring,Lightning Rod,,,,,,,,,,,,,,,,
Clutch,Careful With That Mic...,,,,,,,,,,,,,,,,
Hank Williams Iii,You'Re The Reason,,,,,,,,,,,,,,,,
Hanna Pakarinen,Leave Me Alone (Finland),,,,,,,,,,,,,,,,
Asobi Seksu,Gliss,,,,,,,,,,,,,,,,
Buckethead,The Redeem Team,,,,,,,,,,,,,,,,
Deerhunter,Wash Off,,,,,,,,,,,,,,,,
Eartha Kitt,Santa Baby,,,,,,,,,,,,,,,,
Hanoi Rocks,Lick Summer Love,,,,,,,,,,,,,,,,
Amon Amarth,Thousand Years Of Oppression,,,,,,,,,,,,,,,,
Amon Amarth,With Oden On Our Side,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Amon Amarth,Victorious March,,,,,,,,,,,,,,,,
Hanoi Rocks,Tooting Bec Wreck,,,,,,,,,,,,,,,,
Cloud Cult,Take Your Medicine,,,,,,,,,,,,,,,,
Machinae Supremacy,Flagcarrier,,,,,,,,,,,,,,,,
The Offspring,Cool To Hate,,,,,,,,,,,,,,,,
Machinae Supremacy,The Cavern Of Lost Time,,,,,,,,,,,,,,,,
Blink-182,Shut Up,,,,,,,,,,,,,,,,
+44,Baby Come On,,,,,,,,,,,,,,,,
The Donnas,Fall Behind Me,,,,,,,,,,,,,,,,
Sun,Ends Of The Earth (Eric Kupper Remix),,,,,,,,,,,,,,,,
Yppah,Ending With You,,,,,,,,,,,,,,,,
The Offspring,Long Way Home,,,,,,,,,,,,,,,,
Sum 41,Crazy Amanda Bunkface,1.0,1.0,0.0,0.2,1.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0
The Offspring,Not The One,,,,,,,,,,,,,,,,
Suicide,Frankie Teardrop,,,,,,,,,,,,,,,,
Suicidal Tendencies,Subliminal,,,,,,,,,,,,,,,,
Dimmu Borgir,Prudence'S Fall,,,,,,,,,,,,,,,,
Dimmu Borgir,Alt Lys Er Svunnet Hen,,,,,,,,,,,,,,,,
The Tough Alliance,Tough Ii,,,,,,,,,,,,,,,,
Machine Head,Bulldozer,,,,,,,,,,,,,,,,
Bliss,Time Time Time,,,,,,,,,,,,,,,,
Sum 41,Best Of Me,,,,,,,,,,,,,,,,
Korpiklaani,Ryyppäjäiset,,,,,,,,,,,,,,,,
Korpiklaani,Pixies Dance,,,,,,,,,,,,,,,,
Korpiklaani,Rise,,,,,,,,,,,,,,,,
Black Kids,I'M Not Gonna Teach Your Boyfriend How To Dance With You (The Twelves Remix),,,,,,,,,,,,,,,,
Kraftwerk,Airwaves,,,,,,,,,,,,,,,,
The Riverboat Gamblers,The Song We Used To Call Wasting Time,,,,,,,,,,,,,,,,
Squirrel Nut Zippers,Put A Lid On It,,,,,,,,,,,,,,,,
Miss Kittin & The Hacker,You And Us,,,,,,,,,,,,,,,,
The Research,I Bet If We Kissed,,,,,,,,,,,,,,,,
Boy Kill Boy,On My Own,,,,,,,,,,,,,,,,
Scsi-9,On The Edge,,,,,,,,,,,,,,,,
Alexisonfire,Jubella,,,,,,,,,,,,,,,,
Ingrid Michaelson,December Baby,,,,,,,,,,,,,,,,
Paradise Lost,So Much Is Lost,,,,,,,,,,,,,,,,
Sculptured,A Moment Of Uncertainty,,,,,,,,,,,,,,,,
Alexi Murdoch,Wait,,,,,,,,,,,,,,,,
Beth Orton,Heartland Truckstop,,,,,,,,,,,,,,,,
Beth Orton,Countenance,,,,,,,,,,,,,,,,
Incubus,Calgone,,,,,,,,,,,,,,,,
Pati Yang,Easy Flow,,,,,,,,,,,,,,,,
Ulrich Schnauss,A Strangely Isolated Place,,,,,,,,,,,,,,,,
Telefon Tel Aviv,Helen Of Troy,,,,,,,,,,,,,,,,
Tori Amos,Space Dog,,,,,,,,,,,,,,,,
Cool Kids Of Death,Zdelegalizować Szczęście,,,,,,,,,,,,,,,,
Machinae Supremacy,Sidology Episode 2: Trinity,,,,,,,,,,,,,,,,
Coralie Clément,Samba De Mon Coeur Qui Bat,,,,,,,,,,,,,,,,
Copperpot,Everyone Is Coming Over,,,,,,,,,,,,,,,,
A-Ha,I Call Your Name,,,,,,,,,,,,,,,,
Mo' Horizons,Foto Viva,,,,,,,,,,,,,,,,
Regina Spektor,Bon Idée,,,,,,,,,,,,,,,,
The Cooper Temple Clause,Let'S Kill Music,,,,,,,,,,,,,,,,
Gipsy Kings,Canastero,,,,,,,,,,,,,,,,
Beth Orton,Someone'S Daughter,,,,,,,,,,,,,,,,
Ayria,Sapphire,,,,,,,,,,,,,,,,
The Cooper Temple Clause,Once More With Feeling,,,,,,,,,,,,,,,,
The Hood Internet,Some Cut Like A Knife (Trillville Feat. Cutty Vs. The Knife),,,,,,,,,,,,,,,,
The Coral,Don'T Think You'Re The First,,,,,,,,,,,,,,,,
The Herbaliser,Song For Mary,,,,,,,,,,,,,,,,
Chairlift,Earwig Town,,,,,,,,,,,,,,,,
Inme,White Butterfly,,,,,,,,,,,,,,,,
Paradise Lost,Blood Of Another,,,,,,,,,,,,,,,,
The Tidy Ups,Dizzy Heights,,,,,,,,,,,,,,,,
Madrugada,Quite Emotional,,,,,,,,,,,,,,,,
The Horrors,Crawdaddy Simone,,,,,,,,,,,,,,,,
Lyfe Jennings,Hmmm,,,,,,,,,,,,,,,,
Paolo Conte,Via Con Me,,,,,,,,,,,,,,,,
Lyfe Jennings,Never Never Land,,,,,,,,,,,,,,,,
Scouting For Girls,I Need A Holiday,,,,,,,,,,,,,,,,
Madonna,Santa Baby,,,,,,,,,,,,,,,,
Lynyrd Skynyrd,I Know A Little,,,,,,,,,,,,,,,,
Korn,Wake Up,,,,,,,,,,,,,,,,
Korn,Need To,,,,,,,,,,,,,,,,
The Replacements,Skyway,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tunng,Beautiful And Light,,,,,,,,,,,,,,,,
Give Up The Ghost,Bluem,,,,,,,,,,,,,,,,
Glassjaw,Her Middle Name Was Boom,,,,,,,,,,,,,,,,
Red Sparowes,A Message Of Avarice Rained Down Upon Us And Carried Us Away Into False Dreams Of Endless Riches.,,,,,,,,,,,,,,,,
Korn,No Place To Hide,,,,,,,,,,,,,,,,
The Cramps,I Was A Teenage Werewolf,,,,,,,,,,,,,,,,
Atheist,Enthralled In Essence,,,,,,,,,,,,,,,,
Converge,Concubine,,,,,,,,,,,,,,,,
Controlled Collapse,Insane Asylum,,,,,,,,,,,,,,,,
St. Germain,Soul Salsa Soul,,,,,,,,,,,,,,,,
Fightstar,Unfamiliar Ceilings,,,,,,,,,,,,,,,,
Teleradio Donoso,Bailar Y Llorar,,,,,,,,,,,,,,,,
Fightstar,Here Again (Last Conversation),,,,,,,,,,,,,,,,
Field Music,A Gap Has Appeared,,,,,,,,,,,,,,,,
