artist_name,track_name,Drum Set,Drum Aggressiveness,Synthetic Drums,Percussion,Electric Guitar,Electric Guitar Distortion,Acoustic Guitar,String Ensemble,Horn Ensemble,Piano,Organ,Rhodes,Synthesizer,Synth Timbre,Bass Guitar,Reed Instrument
Cut Chemist,Metrorail Thru Space,0.6,0.4,0.8,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.4,0.0
Beyoncé & Shakira,Beautiful Liar,,,,,,,,,,,,,,,,
Orchestral Manoeuvres In The Dark,Telegraph,,,,,,,,,,,,,,,,
Alanis Morissette,Wake Up,,,,,,,,,,,,,,,,
The Juliana Hatfield Three,My Sister,,,,,,,,,,,,,,,,
Orchestral Manoeuvres In The Dark,Radio Waves,,,,,,,,,,,,,,,,
Beyoncé Knowles Featuring Jay-Z,Deja Vu (Offer Nissim Mix),,,,,,,,,,,,,,,,
Alanis Morissette,21 Things I Want In A Lover,,,,,,,,,,,,,,,,
Sway,Hype Boys,,,,,,,,,,,,,,,,
Hawkwind,The Awakening,,,,,,,,,,,,,,,,
Trivium,Unrepentant,,,,,,,,,,,,,,,,
David Bowie,Little Wonder,,,,,,,,,,,,,,,,
Enya,Silver Inches,,,,,,,,,,,,,,,,
Weezer,Freak Me Out,,,,,,,,,,,,,,,,
Weezer,Cold Dark World,,,,,,,,,,,,,,,,
Simple Minds,I Travel,,,,,,,,,,,,,,,,
Epica,The Divine Conspiracy,,,,,,,,,,,,,,,,
Melanie C,Don'T Need This,,,,,,,,,,,,,,,,
Lenny Kravitz,Always On The Run,,,,,,,,,,,,,,,,
Megadeth,Holy Wars,,,,,,,,,,,,,,,,
Megadeth,High Speed Dirt,,,,,,,,,,,,,,,,
Bob Sinclar,Love Generation (Radio Edit),,,,,,,,,,,,,,,,
Megadeth,Angry Again,,,,,,,,,,,,,,,,
The Sonics,Have Love Will Travel,0.8,1.0,0.0,0.4,0.8,0.8,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.8,0.4
Lesley Gore,It'S My Party,,,,,,,,,,,,,,,,
Cat Stevens,Where Do The Children Play,,,,,,,,,,,,,,,,
Cat Stevens,Sad Lisa,,,,,,,,,,,,,,,,
Teenagersintokyo,Very Vampyr,,,,,,,,,,,,,,,,
Stone Temple Pilots,Trippin' On A Hole In A Paper Heart,,,,,,,,,,,,,,,,
Mdfmk,Torpedoes,,,,,,,,,,,,,,,,
Ozric Tentacles,Bizarre Bazaar,,,,,,,,,,,,,,,,
The Specials,Gangsters,,,,,,,,,,,,,,,,
Story Of The Year,Stereo,,,,,,,,,,,,,,,,
Porcupine Tree,Baby Dream In Cellophane,,,,,,,,,,,,,,,,
Heaven 17,(We Don'T Need This) Fascist Groove Thang,,,,,,,,,,,,,,,,
Clinic,Pet Eunuch,,,,,,,,,,,,,,,,
Cliff Martinez,Will She Come Back,,,,,,,,,,,,,,,,
Clinic,Dj Shangri-La,,,,,,,,,,,,,,,,
Clinic,The Return Of Evil Bill,,,,,,,,,,,,,,,,
Out Hud,How Long,,,,,,,,,,,,,,,,
Out Of Office,Hands Up (Vocal Mix),,,,,,,,,,,,,,,,
Slowdive,Slowdive,,,,,,,,,,,,,,,,
Slowdive,Miranda,,,,,,,,,,,,,,,,
Weezer,The Angel And The One,,,,,,,,,,,,,,,,
Weezer,The Sister Song,,,,,,,,,,,,,,,,
Health,Glitter Pills,0.4,0.6,1.0,0.2,0.6,0.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.4,0.0
The Dresden Dolls,Christopher Lydon,,,,,,,,,,,,,,,,
Clor,Stuck In A Tight Spot,,,,,,,,,,,,,,,,
Velvet,Mi Amore,,,,,,,,,,,,,,,,
Entwine,Frozen By The Sun,,,,,,,,,,,,,,,,
Velvet,Fix Me,,,,,,,,,,,,,,,,
Freak Kitchen,Chest Pain Waltz,,,,,,,,,,,,,,,,
Ryan Adams,Amy,,,,,,,,,,,,,,,,
Ryan Adams,The Sun Also Sets,,,,,,,,,,,,,,,,
Semisonic,Dnd,,,,,,,,,,,,,,,,
Meat Loaf,I'D Lie For You (And That'S The Truth),,,,,,,,,,,,,,,,
Meat Puppets,Lake Of Fire,,,,,,,,,,,,,,,,
The Books,Bonanza,,,,,,,,,,,,,,,,
The Books,There Is No There,,,,,,,,,,,,,,,,
Cypress Hill,(Rock) Superstar,,,,,,,,,,,,,,,,
The Books,A Little Longing Goes Away,,,,,,,,,,,,,,,,
The Boomtown Rats,Rat Trap,,,,,,,,,,,,,,,,
Annihilator,Wicked Mystic,,,,,,,,,,,,,,,,
Fatboy Slim,I See You Baby (Groove Armada Fbs Remix),,,,,,,,,,,,,,,,
Alanis Morissette,Utopia,,,,,,,,,,,,,,,,
Cat Power,Paths Of Victory,,,,,,,,,,,,,,,,
Jackson And His Computer Band,Fast Life,,,,,,,,,,,,,,,,
Woven Hand,Winter Shaker,,,,,,,,,,,,,,,,
Backyard Babies,You Tell Me You Love Me You Lie,,,,,,,,,,,,,,,,
Beulah,Burned By The Sun,,,,,,,,,,,,,,,,
Beulah,Cruel Minor Change,,,,,,,,,,,,,,,,
Róisín Murphy,Leaving The City,,,,,,,,,,,,,,,,
Sting With Eric Clapton,It'S Probably Me,,,,,,,,,,,,,,,,
Sloan,Something'S Wrong,,,,,,,,,,,,,,,,
U2,Your Blue Room,,,,,,,,,,,,,,,,
The John Butler Trio,Ocean,,,,,,,,,,,,,,,,
Sloan,Set In Motion,,,,,,,,,,,,,,,,
Frank Sinatra,The Girl From Ipanema,,,,,,,,,,,,,,,,
Otis Redding,I'Ve Been Loving You Too Long,,,,,,,,,,,,,,,,
Teenagersintokyo,Robocat,,,,,,,,,,,,,,,,
Sabaton,Attero Dominatus,,,,,,,,,,,,,,,,
Lifehouse,We'Ll Never Know,,,,,,,,,,,,,,,,
Mazzy Star,I'Ve Been Let Down,,,,,,,,,,,,,,,,
The Specials,It'S Up To You,,,,,,,,,,,,,,,,
Mazzy Star,Look On Down From The Bridge,,,,,,,,,,,,,,,,
Bob Dylan,Workingman'S Blues #2,,,,,,,,,,,,,,,,
Lifehouse,Come Back Down,,,,,,,,,,,,,,,,
Iron & Wine,The Sea And The Rhythm,,,,,,,,,,,,,,,,
Isis,Grinning Mouths,,,,,,,,,,,,,,,,
Dani,Te Doy Mi Voz (Spain),,,,,,,,,,,,,,,,
Isis,Carry,,,,,,,,,,,,,,,,
Fatboy Slim,Ya Mama,,,,,,,,,,,,,,,,
Frank Sinatra,Young At Heart,,,,,,,,,,,,,,,,
Frank Sinatra,The Best Is Yet To Come,,,,,,,,,,,,,,,,
Seether,Fine Again,,,,,,,,,,,,,,,,
Tori Amos,1000 Oceans,,,,,,,,,,,,,,,,
David Bowie,Sweet Thing (Reprise),0.6,0.4,0.0,0.4,0.6,0.4,0.4,0.4,0.0,0.6,0.0,0.0,0.6,0.4,0.6,0.0
Plain White T'S,A Lonely September,,,,,,,,,,,,,,,,
Herbert,Just Once,,,,,,,,,,,,,,,,
The Jesus And Mary Chain,Everything'S Alright When You'Re Down,,,,,,,,,,,,,,,,
Helloween,Twilight Of The Gods,,,,,,,,,,,,,,,,
Bettye Lavette,Little Sparrow,,,,,,,,,,,,,,,,
The Jam,The Modern World,,,,,,,,,,,,,,,,
Catamenia,The Heart Of Darkness,,,,,,,,,,,,,,,,
J Dilla,People,,,,,,,,,,,,,,,,
Strapping Young Lad,Two Weeks,,,,,,,,,,,,,,,,
Catamenia,The Crystal Stream,,,,,,,,,,,,,,,,
Plastic Bertrand,Ca Plane Pour Moi,,,,,,,,,,,,,,,,
Matt Pond Pa,The Butcher,,,,,,,,,,,,,,,,
Poets Of The Fall,Overboard,,,,,,,,,,,,,,,,
Sinéad O'Connor,I Am Stretched On Your Grave,,,,,,,,,,,,,,,,
Poison,Can'T You See,,,,,,,,,,,,,,,,
Max Richter,Sunlight,,,,,,,,,,,,,,,,
Matt Pond Pa,Closest (Look Out),,,,,,,,,,,,,,,,
Tristania,Pale Enchantress,,,,,,,,,,,,,,,,
山根ミチル,Bad Situation,,,,,,,,,,,,,,,,
Dixie Chicks,Bitter End,,,,,,,,,,,,,,,,
Cave In,Jupiter,,,,,,,,,,,,,,,,
Matt Nathanson,Car Crash,,,,,,,,,,,,,,,,
The Jam,Mr. Clean,,,,,,,,,,,,,,,,
Inxs,What You Need,,,,,,,,,,,,,,,,
Limp Bizkit,It'Ll Be Ok,,,,,,,,,,,,,,,,
Alestorm,Over The Seas,,,,,,,,,,,,,,,,
Dead Can Dance,The Song Of The Sibyl,,,,,,,,,,,,,,,,
Iron & Wine And Calexico,Dead Man'S Will,,,,,,,,,,,,,,,,
Iron & Wine And Calexico,History Of Lovers,,,,,,,,,,,,,,,,
The Veronicas,Everything I'M Not,,,,,,,,,,,,,,,,
The Invisibles,London Zoo,,,,,,,,,,,,,,,,
Slipknot,Only One,,,,,,,,,,,,,,,,
Between The Buried And Me,Sun Of Nothing,,,,,,,,,,,,,,,,
P!Nk,Most Girls,,,,,,,,,,,,,,,,
Beulah,Hey Brother,,,,,,,,,,,,,,,,
Panic At The Disco,She'S A Handsome Woman,,,,,,,,,,,,,,,,
Panic At The Disco,That Green Gentleman (Things Have Changed),,,,,,,,,,,,,,,,
Strapping Young Lad,Antiproduct,,,,,,,,,,,,,,,,
Dixie Chicks,Everybody Knows,,,,,,,,,,,,,,,,
Max Richter,Vladimir'S Blues,,,,,,,,,,,,,,,,
Strapping Young Lad,Detox,,,,,,,,,,,,,,,,
Lil Wayne,Got Money (Feat. T-Pain),,,,,,,,,,,,,,,,
Slipknot,Gehenna,,,,,,,,,,,,,,,,
Slick Rick,Children'S Story,,,,,,,,,,,,,,,,
Röyksopp,Only This Moment (Radio Edit),,,,,,,,,,,,,,,,
Four Tet,No More Mosquitoes,,,,,,,,,,,,,,,,
Saint Etienne,Stars Above Us,,,,,,,,,,,,,,,,
Frank Black,Headache,,,,,,,,,,,,,,,,
The Beatles,All Together Now,,,,,,,,,,,,,,,,
Franco Battiato,Un'Altra Vita,,,,,,,,,,,,,,,,
The Black Keys,Strange Desire,0.8,0.6,0.0,0.4,1.0,0.8,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.8,0.0
Papa Roach,Broken Home,,,,,,,,,,,,,,,,
Ingrid Michaelson,Keep Breathing,,,,,,,,,,,,,,,,
The Black Keys,Midnight In Her Eyes,,,,,,,,,,,,,,,,
Sleater-Kinney,You'Re No Rock 'N' Roll Fun,,,,,,,,,,,,,,,,
Four Tet,Untangle,,,,,,,,,,,,,,,,
D'Sound,Green Eyes,,,,,,,,,,,,,,,,
Basement Jaxx,Romeo (Acoustic Mix),,,,,,,,,,,,,,,,
Tokyo Police Club,The Baskervilles,,,,,,,,,,,,,,,,
The Enemy,You'Re Not Alone,,,,,,,,,,,,,,,,
Salt-N-Pepa,Let'S Talk About Sex,,,,,,,,,,,,,,,,
Tori Amos,'97 Bonnie & Clyde,,,,,,,,,,,,,,,,
Cky,Close Yet Far,,,,,,,,,,,,,,,,
Hevein,As Far As The Eye Can See,,,,,,,,,,,,,,,,
Papa Roach,Dead Cell,,,,,,,,,,,,,,,,
Paradise Lost,Angel Tears,,,,,,,,,,,,,,,,
Paradise Lost,No Celebration,,,,,,,,,,,,,,,,
Beth Orton,Live As You Dream,,,,,,,,,,,,,,,,
Bob Dylan,Beyond The Horizon,,,,,,,,,,,,,,,,
Vast,Winter In My Heart,,,,,,,,,,,,,,,,
Céline Dion,The Power Of Love,,,,,,,,,,,,,,,,
Basshunter,Now You'Re Gone (Radio Edit),,,,,,,,,,,,,,,,
Iron Maiden,Gangland,,,,,,,,,,,,,,,,
Placebo,Nancy Boy (Sex Mix),,,,,,,,,,,,,,,,
Pain Of Salvation,People Passing By,,,,,,,,,,,,,,,,
Within Temptation,What Have You Done,,,,,,,,,,,,,,,,
The Streets,Can'T Con An Honest John,,,,,,,,,,,,,,,,
The Stranglers,Duchess,,,,,,,,,,,,,,,,
Hevein,Breakout The Hammers,,,,,,,,,,,,,,,,
3 Doors Down,Here Without You (Acoustic),,,,,,,,,,,,,,,,
Mark Ronson,God Put A Smile Upon Your Face (Feat. The Daptone Horns),,,,,,,,,,,,,,,,
3 Doors Down,Father'S Son,,,,,,,,,,,,,,,,
3 Doors Down,It'S Not My Time,,,,,,,,,,,,,,,,
3 Doors Down,Live For Today,,,,,,,,,,,,,,,,
Telefon Tel Aviv,Fahrenheit Far Away,,,,,,,,,,,,,,,,
Dead Can Dance,Music For Vampires,,,,,,,,,,,,,,,,
India.Arie,Ready For Love,,,,,,,,,,,,,,,,
Sleater-Kinney,The Size Of Our Love,,,,,,,,,,,,,,,,
Infected Mushroom,I Wish,,,,,,,,,,,,,,,,
Dead Can Dance,As The Bell Rings The Maypole Spins,,,,,,,,,,,,,,,,
Ingrid Michaelson,The Hat,,,,,,,,,,,,,,,,
Within Temptation,The Promise,,,,,,,,,,,,,,,,
Insomnium,At The Gates Of Sleep,0.8,1.0,0.0,0.0,1.0,1.0,0.4,0.6,0.0,0.0,0.0,0.0,0.4,0.2,0.8,0.0
The Hush Sound,Momentum,,,,,,,,,,,,,,,,
The Innocence Mission,Going Away,,,,,,,,,,,,,,,,
Chapterhouse,Mesmerise,,,,,,,,,,,,,,,,
Incubus,Stellar (Acoustic),,,,,,,,,,,,,,,,
Ulrich Schnauss,Blumenwiese Neben Autobahn,,,,,,,,,,,,,,,,
Tori Amos,Sweet Sangria,,,,,,,,,,,,,,,,
Charlie,Spacer Woman,,,,,,,,,,,,,,,,
Seeed,Respectness,,,,,,,,,,,,,,,,
311,Down,,,,,,,,,,,,,,,,
Limp Bizkit,No Sex,,,,,,,,,,,,,,,,
Tori Amos,Time,,,,,,,,,,,,,,,,
Lindsey De Paul,Sugar Me,,,,,,,,,,,,,,,,
Pantera,Hard Ride,,,,,,,,,,,,,,,,
Sleater-Kinney,Banned From The End Of The World,,,,,,,,,,,,,,,,
Insomnium,The Day It All Came Down,,,,,,,,,,,,,,,,
Bad Brains,Fearless Vampire Killers,,,,,,,,,,,,,,,,
Sleater-Kinney,Call The Doctor,,,,,,,,,,,,,,,,
Wire,The Other Window,,,,,,,,,,,,,,,,
Wire,Start To Move,,,,,,,,,,,,,,,,
Bertine Zetlitz,Abigail,,,,,,,,,,,,,,,,
The Haunted,The Flood,,,,,,,,,,,,,,,,
Alice In Chains,Sunshine,,,,,,,,,,,,,,,,
In Flames,Cloud Connected (Club Connected Remix),,,,,,,,,,,,,,,,
Patti Smith,Land,,,,,,,,,,,,,,,,
In Flames,Dead Eternity,,,,,,,,,,,,,,,,
Patrick Watson,The Great Escape,,,,,,,,,,,,,,,,
Army Of Lovers,Crucified,,,,,,,,,,,,,,,,
Dead Boys,Ain'T Nothin' To Do,,,,,,,,,,,,,,,,
Sleater-Kinney,Little Babies,,,,,,,,,,,,,,,,
Live,The Dolphins Cry,,,,,,,,,,,,,,,,
The Haunted,Who Will Decide,,,,,,,,,,,,,,,,
Marvin Gaye,What'S Happening Brother,,,,,,,,,,,,,,,,
Alva Noto + Ryuichi Sakamoto,Logic Moon,,,,,,,,,,,,,,,,
City And Colour,Sometimes (I Wish),,,,,,,,,,,,,,,,
Tiamat,Brighter Than The Sun,,,,,,,,,,,,,,,,
David Bowie,Within You,,,,,,,,,,,,,,,,
Him,I Love You (Prelude To Tragedy),,,,,,,,,,,,,,,,
Ennio Morricone,A Fistful Of Dollars,,,,,,,,,,,,,,,,
Boards Of Canada,Nova Scotia Robots,,,,,,,,,,,,,,,,
Dispatch,Flying Horses,,,,,,,,,,,,,,,,
Supertramp,Ain'T Nobody But Me,,,,,,,,,,,,,,,,
Diablo,In Flesh,,,,,,,,,,,,,,,,
Tristania,Deadlocked,,,,,,,,,,,,,,,,
Travis,Walking In The Sun,,,,,,,,,,,,,,,,
Martha Wainwright,G.P.T.,,,,,,,,,,,,,,,,
The Stone Roses,What The World Is Waiting For,,,,,,,,,,,,,,,,
Lollobrigida Feat Una Bitcharka Na Travi,Lollobrigida Incorporated,,,,,,,,,,,,,,,,
Mark Lanegan,Methamphetamine Blues,,,,,,,,,,,,,,,,
Maroon 5,Back At Your Door,,,,,,,,,,,,,,,,
2Pac,Dear Mama,,,,,,,,,,,,,,,,
Diana King,Shy Guy,,,,,,,,,,,,,,,,
Alter Ego,Rocker (Dub Mix),,,,,,,,,,,,,,,,
Him,Please Don'T Let It Go,,,,,,,,,,,,,,,,
Aphex Twin,Iz-Us,,,,,,,,,,,,,,,,
Fear Factory,Bite The Hand That Bleeds,,,,,,,,,,,,,,,,
Fort Minor,Get Me Gone,,,,,,,,,,,,,,,,
The Black Ghosts,Face (The Teenagers Remix),,,,,,,,,,,,,,,,
The Black Heart Procession,Tropics Of Love,,,,,,,,,,,,,,,,
Martha And The Vandellas,Jimmy Mack,,,,,,,,,,,,,,,,
Ll Cool J,Control Myself,,,,,,,,,,,,,,,,
Aphex Twin,Kesson Daslef,,,,,,,,,,,,,,,,
Chemistry,You Go Your Way,,,,,,,,,,,,,,,,
Saosin,3Rd Measurement In C,,,,,,,,,,,,,,,,
Chemistry,Solid Dream,,,,,,,,,,,,,,,,
The Black Crowes,My Morning Song,,,,,,,,,,,,,,,,
Forgotten Boys,Bla Bla Bla,,,,,,,,,,,,,,,,
Basement Jaxx,Broken Dreams,,,,,,,,,,,,,,,,
Forgotten Boys,Watching Over You,,,,,,,,,,,,,,,,
Basement Jaxx,Intro,,,,,,,,,,,,,,,,
The Goo Goo Dolls,Lazy Eye,,,,,,,,,,,,,,,,
Iliketrains,We All Fall Down,,,,,,,,,,,,,,,,
Bad Company,Bad Company,,,,,,,,,,,,,,,,
Patrick Wolf,Vulture,,,,,,,,,,,,,,,,
Patrick Wolf,X,,,,,,,,,,,,,,,,
Imogen Heap,Useless,,,,,,,,,,,,,,,,
The Goo Goo Dolls,We'Ll Be Here (When You'Re Gone),,,,,,,,,,,,,,,,
Alice In Chains,God Smack,,,,,,,,,,,,,,,,
Sublime,Scarlet Begonias,,,,,,,,,,,,,,,,
Los Hermanos,Retrato Pra Iaiá,,,,,,,,,,,,,,,,
Mariah Carey,Say Somethin' (Morales Edit),,,,,,,,,,,,,,,,
Blur,Jets,,,,,,,,,,,,,,,,
Foo Fighters,Halo,1.0,0.6,0.0,0.2,1.0,0.6,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0
Avenged Sevenfold,Sidewinder,,,,,,,,,,,,,,,,
Anthrax,Antisocial,,,,,,,,,,,,,,,,
Trio Odemira,No Reino Do Amor,,,,,,,,,,,,,,,,
Louis Xiv,God Killed The Queen,,,,,,,,,,,,,,,,
河辺千恵子,Sakura Kiss (Tv Size),,,,,,,,,,,,,,,,
22-20S,Devil In Me,,,,,,,,,,,,,,,,
Marilyn Manson,Minute Of Decay,,,,,,,,,,,,,,,,
Marilyn Manson,User Friendly,,,,,,,,,,,,,,,,
The Streets,Such A Twat,,,,,,,,,,,,,,,,
Sublime,We'Re Only Gonna Die For Our Arrogance,,,,,,,,,,,,,,,,
Pinback,Soaked,,,,,,,,,,,,,,,,
Hocico,Twisted Lines,,,,,,,,,,,,,,,,
Paul Van Dyk,Forbidden Fruit,,,,,,,,,,,,,,,,
Iggy Pop,I'M Bored,,,,,,,,,,,,,,,,
Paul Van Dyk Feat. Rea Garvey,Let Go,,,,,,,,,,,,,,,,
Paul Van Dyk,Nothing But You,,,,,,,,,,,,,,,,
Iggy Pop,Mass Production,,,,,,,,,,,,,,,,
Ben Harper,When It'S Good,,,,,,,,,,,,,,,,
Skid Row,Riot Act,,,,,,,,,,,,,,,,
Pink Floyd,03 - Time,,,,,,,,,,,,,,,,
Ben Kweller,I Need You Back,,,,,,,,,,,,,,,,
Engenheiros Do Hawaii,3X4,,,,,,,,,,,,,,,,
Alphabeat,Boyfriend,,,,,,,,,,,,,,,,
Lou Reed,This Magic Moment,,,,,,,,,,,,,,,,
Suede,The Chemistry Between Us,,,,,,,,,,,,,,,,
Mariah Carey,Don'T Forget About Us,,,,,,,,,,,,,,,,
Anthrax,Panic,,,,,,,,,,,,,,,,
Super Furry Animals,Zoom!,,,,,,,,,,,,,,,,
Tom Waits,Jersey Girl,,,,,,,,,,,,,,,,
Lovage,Anger Management,,,,,,,,,,,,,,,,
Sarah Mclachlan,Full Of Grace,,,,,,,,,,,,,,,,
Lotus Plaza,What Grows?,,,,,,,,,,,,,,,,
Sarah Mclachlan,Do What You Have To Do,,,,,,,,,,,,,,,,
Flo Rida,Right Round (Feat. Kesha),,,,,,,,,,,,,,,,
Feeder,Insomnia,,,,,,,,,,,,,,,,
The Bird And The Bee,My Fair Lady,,,,,,,,,,,,,,,,
Flogging Molly,Another Bag Of Bricks,,,,,,,,,,,,,,,,
Sebadoh,Not Too Amused,,,,,,,,,,,,,,,,
Pierrot,Agitator,,,,,,,,,,,,,,,,
