artist_name,track_name,Drum Set,Drum Aggressiveness,Synthetic Drums,Percussion,Electric Guitar,Electric Guitar Distortion,Acoustic Guitar,String Ensemble,Horn Ensemble,Piano,Organ,Rhodes,Synthesizer,Synth Timbre,Bass Guitar,Reed Instrument
Turisas,Sahti-Waari,,,,,,,,,,,,,,,,
Pink Floyd,Outside The Wall,,,,,,,,,,,,,,,,
Iron & Wine,The Rooster Moans,,,,,,,,,,,,,,,,
The Beatles,Rain,,,,,,,,,,,,,,,,
Dead Kennedys,Chemical Warfare,,,,,,,,,,,,,,,,
Michael Andrews,The Artifact & Living,,,,,,,,,,,,,,,,
Toots & The Maytals,Pressure Drop,,,,,,,,,,,,,,,,
Dead Kennedys,Drug Me,,,,,,,,,,,,,,,,
Fever Ray,Coconut,,,,,,,,,,,,,,,,
Norah Jones,The Long Day Is Over,,,,,,,,,,,,,,,,
Yann Tiersen,Watching Lara,,,,,,,,,,,,,,,,
Kreator,Impossible Brutality,,,,,,,,,,,,,,,,
Animal Collective,Brother Sport,,,,,,,,,,,,,,,,
The Subways,City Pavement,,,,,,,,,,,,,,,,
Final Fantasy,Took You Two Years To Win My Heart,,,,,,,,,,,,,,,,
System Of A Down,Mr. Jack,,,,,,,,,,,,,,,,
Final Fantasy,He Poos Clouds,,,,,,,,,,,,,,,,
Judas Priest,Riding On The Wind,,,,,,,,,,,,,,,,
Panda Bear,Take Pills,,,,,,,,,,,,,,,,
Ac/Dc,Big Balls,,,,,,,,,,,,,,,,
The Whitest Boy Alive,Dead End,,,,,,,,,,,,,,,,
The Stooges,Down On The Street,,,,,,,,,,,,,,,,
Rebeca,I Love You Mi Vida,,,,,,,,,,,,,,,,
Rammstein,Zwitter,,,,,,,,,,,,,,,,
Pulp,Bar Italia,,,,,,,,,,,,,,,,
God Is An Astronaut,Forever Lost,,,,,,,,,,,,,,,,
Ramones,Commando,,,,,,,,,,,,,,,,
Alanis Morissette,Underneath,,,,,,,,,,,,,,,,
Dead Kennedys,Too Drunk To Fuck,,,,,,,,,,,,,,,,
Dead Kennedys,Viva Las Vegas,,,,,,,,,,,,,,,,
John Lennon,Stand By Me,,,,,,,,,,,,,,,,
The White Stripes,Now Mary,,,,,,,,,,,,,,,,
Rjd2,Cut Out To Fl,,,,,,,,,,,,,,,,
Leftfield,Release The Pressure,,,,,,,,,,,,,,,,
The Feeling,I Want You Now,,,,,,,,,,,,,,,,
Of Montreal,I Was A Landscape In Your Dream,,,,,,,,,,,,,,,,
Billy Talent,This Suffering,,,,,,,,,,,,,,,,
The Chemical Brothers,The Salmon Dance (Feat. Fatlip),,,,,,,,,,,,,,,,
Ellen Allien & Apparat,Metric,,,,,,,,,,,,,,,,
Elliott Smith,High Times,,,,,,,,,,,,,,,,
Electrelane,On Parade,,,,,,,,,,,,,,,,
Air,Les Professionnels,,,,,,,,,,,,,,,,
Kasabian,Lsf,,,,,,,,,,,,,,,,
Pulp,Help The Aged,,,,,,,,,,,,,,,,
Le Tigre,After Dark,,,,,,,,,,,,,,,,
Soilwork,Brickwalker,,,,,,,,,,,,,,,,
God Lives Underwater,Empty,,,,,,,,,,,,,,,,
Brazilian Girls,Lazy Lover,,,,,,,,,,,,,,,,
Mystery Jets,Half In Love With Elizabeth,,,,,,,,,,,,,,,,
Jarvis Cocker,Fat Children,,,,,,,,,,,,,,,,
Dark Tranquillity,Monochromatic Stains,,,,,,,,,,,,,,,,
65Daysofstatic,Install A Beak In The Heart That Clucks Time In Arabic,,,,,,,,,,,,,,,,
Misfits,All Hell Breaks Loose,,,,,,,,,,,,,,,,
Mogwai,Ex-Cowboy,,,,,,,,,,,,,,,,
Metallica,St. Anger,,,,,,,,,,,,,,,,
Be Your Own Pet,Wildcat!,,,,,,,,,,,,,,,,
Red Hot Chili Peppers,The Righteous & The Wicked,,,,,,,,,,,,,,,,
David Bowie,The Prettiest Star,,,,,,,,,,,,,,,,
Ensiferum,Into Battle,,,,,,,,,,,,,,,,
The Charlatans,Blackened Blue Eyes,,,,,,,,,,,,,,,,
Air,Ghost Song,,,,,,,,,,,,,,,,
Nightwish,The Riddler,,,,,,,,,,,,,,,,
Cat Power,Nude As The News,,,,,,,,,,,,,,,,
Ben Folds,Rockin' The Suburbs,,,,,,,,,,,,,,,,
Beyoncé,Crazy In Love,,,,,,,,,,,,,,,,
Megadeth,Skin O' My Teeth,,,,,,,,,,,,,,,,
Cat Power,Wonderwall,,,,,,,,,,,,,,,,
Tom Waits,Underground,,,,,,,,,,,,,,,,
Jack Johnson,The News,,,,,,,,,,,,,,,,
The Beatles,It'S Only Love,,,,,,,,,,,,,,,,
Covenant,Dead Stars (Version),,,,,,,,,,,,,,,,
Rilo Kiley,Science Vs. Romance,,,,,,,,,,,,,,,,
Junior Boys,So This Is Goodbye,,,,,,,,,,,,,,,,
Devo,Freedom Of Choice,,,,,,,,,,,,,,,,
The Russian Futurists,2 Dots On A Map,,,,,,,,,,,,,,,,
Timbaland,Scream (Feat. Keri Hilson & Nicole Scherzinger),,,,,,,,,,,,,,,,
Flunk,Play,,,,,,,,,,,,,,,,
Bright Eyes,Light Pollution,,,,,,,,,,,,,,,,
Pendulum,Another Planet,,,,,,,,,,,,,,,,
The Horrors,Gloves,,,,,,,,,,,,,,,,
Roger Sanchez,Lost,,,,,,,,,,,,,,,,
Scarface,On My Block,,,,,,,,,,,,,,,,
Destiny'S Child,Survivor,,,,,,,,,,,,,,,,
Minus The Bear,We Are Not A Football Team,,,,,,,,,,,,,,,,
The Verve,Columbo,,,,,,,,,,,,,,,,
Bebel Gilberto,Tanto Tempo,,,,,,,,,,,,,,,,
Rage Against The Machine,New Millennium Homes,,,,,,,,,,,,,,,,
Late Of The Pier,Hot Tent Blues,,,,,,,,,,,,,,,,
Him,(Don'T Fear) The Reaper,,,,,,,,,,,,,,,,
The Format,She Doesn'T Get It,,,,,,,,,,,,,,,,
Tapes 'N Tapes,Manitoba,,,,,,,,,,,,,,,,
Katatonia,Tonight'S Music,,,,,,,,,,,,,,,,
Moby,God Moving Over The Face Of The Waters,,,,,,,,,,,,,,,,
The Lonely Island,I'M On A Boat (Feat. T-Pain),,,,,,,,,,,,,,,,
Israel KamakawiwoʻOle,Somewhere Over The Rainbow / What A Wonderful World,,,,,,,,,,,,,,,,
The Jesus And Mary Chain,Upside Down,,,,,,,,,,,,,,,,
Richard Hell & The Voidoids,Blank Generation,,,,,,,,,,,,,,,,
Bôa,Duvet,,,,,,,,,,,,,,,,
Smash Mouth,Walkin' On The Sun,,,,,,,,,,,,,,,,
Megadeth,Trust,,,,,,,,,,,,,,,,
David Bowie,A New Career In A New Town,,,,,,,,,,,,,,,,
Rammstein,Feuer Frei!,,,,,,,,,,,,,,,,
Au Revoir Simone,Fallen Snow,0.2,0.2,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4,0.0,0.0
Abingdon Boys School,Innocent Sorrow (Tv Size),,,,,,,,,,,,,,,,
Mates Of State,For The Actor,,,,,,,,,,,,,,,,
Metronomy,Trick Or Treatz,,,,,,,,,,,,,,,,
Amorphis,Brother Moon,,,,,,,,,,,,,,,,
Snow Patrol,Set Down Your Glass,,,,,,,,,,,,,,,,
Adam And The Ants,Prince Charming,,,,,,,,,,,,,,,,
Britney Spears,Boys,,,,,,,,,,,,,,,,
Cocorosie,West Side,,,,,,,,,,,,,,,,
Elvis Costello,Watching The Detectives,,,,,,,,,,,,,,,,
50 Cent,Candy Shop,,,,,,,,,,,,,,,,
Au Revoir Simone,The Lucky One,,,,,,,,,,,,,,,,
Within Temptation,The Cross,,,,,,,,,,,,,,,,
The Black Angels,You On The Run,,,,,,,,,,,,,,,,
Kt Tunstall,Through The Dark,,,,,,,,,,,,,,,,
Anathema,Panic,,,,,,,,,,,,,,,,
Marija Šerifović,Molitva,,,,,,,,,,,,,,,,
Sleater-Kinney,What'S Mine Is Yours,,,,,,,,,,,,,,,,
The Raveonettes,My Boyfriend'S Back,0.6,0.6,0.2,0.4,0.8,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.6,0.8,0.0
Anathema,Deep,,,,,,,,,,,,,,,,
Caribou,Hello Hammerheads,,,,,,,,,,,,,,,,
The New Pornographers,Go Places,,,,,,,,,,,,,,,,
Rufus Wainwright,Rebel Prince,,,,,,,,,,,,,,,,
Nine Inch Nails,The Downward Spiral,,,,,,,,,,,,,,,,
Amon Tobin,Slowly,,,,,,,,,,,,,,,,
Audioslave,Wide Awake,,,,,,,,,,,,,,,,
Pearl Jam,Man Of The Hour,,,,,,,,,,,,,,,,
Modest Mouse,Interstate 8,,,,,,,,,,,,,,,,
Placebo,Daddy Cool,,,,,,,,,,,,,,,,
Gwen Stefani,Serious,,,,,,,,,,,,,,,,
Ted Leo And The Pharmacists,Little Dawn,,,,,,,,,,,,,,,,
Taking Back Sunday,What'S It Feel Like To Be A Ghost?,,,,,,,,,,,,,,,,
Taking Back Sunday,Set Phasers To Stun,,,,,,,,,,,,,,,,
Sneaker Pimps,Wasted Early Sunday Morning,,,,,,,,,,,,,,,,
Q. Lazzarus,Goodbye Horses,,,,,,,,,,,,,,,,
Pj Harvey,To Bring You My Love,0.4,0.4,0.0,0.2,0.8,0.6,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,1.0,0.0
Secret Machines,Light'S On,,,,,,,,,,,,,,,,
Morrissey,Come Back To Camden,,,,,,,,,,,,,,,,
Taking Back Sunday,Divine Intervention,,,,,,,,,,,,,,,,
Marilyn Manson,Get Your Gunn,,,,,,,,,,,,,,,,
Ladytron,Fire,,,,,,,,,,,,,,,,
Blur,Country Sad Ballad Man,0.8,0.6,0.0,0.2,0.6,0.6,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.8,0.0
Giant Drag,Blunt Picket Fence,,,,,,,,,,,,,,,,
Maxïmo Park,Nosebleed,,,,,,,,,,,,,,,,
The Smashing Pumpkins,Take Me Down,,,,,,,,,,,,,,,,
The Smashing Pumpkins,Stumbleine,,,,,,,,,,,,,,,,
Wire,Outdoor Miner,,,,,,,,,,,,,,,,
Neko Case,The Needle Has Landed,,,,,,,,,,,,,,,,
Chemistry,Wings Of Words (Alas De Palabras),,,,,,,,,,,,,,,,
Metallica,Dyers Eve,,,,,,,,,,,,,,,,
Skid Row,Slave To The Grind,,,,,,,,,,,,,,,,
Emilíana Torrini,Today Has Been Ok,,,,,,,,,,,,,,,,
The Used,The Bird And The Worm,,,,,,,,,,,,,,,,
Midlake,In This Camp,,,,,,,,,,,,,,,,
Chemistry,Here I Am,,,,,,,,,,,,,,,,
Lady Sovereign,Random,,,,,,,,,,,,,,,,
Tori Amos,China,,,,,,,,,,,,,,,,
Ac/Dc,Stiff Upper Lip,,,,,,,,,,,,,,,,
Blur,I'M Just A Killer For Your Love,,,,,,,,,,,,,,,,
Incubus,Are You In,,,,,,,,,,,,,,,,
Avenged Sevenfold,Afterlife,,,,,,,,,,,,,,,,
Hard-Fi,Middle Eastern Holiday,,,,,,,,,,,,,,,,
Esthero,That Girl,,,,,,,,,,,,,,,,
Anathema,Lost Control,,,,,,,,,,,,,,,,
Dirty Pretty Things,The Enemy,,,,,,,,,,,,,,,,
Anathema,Forgotten Hopes,,,,,,,,,,,,,,,,
Onerepublic,Tyrant,,,,,,,,,,,,,,,,
Dashboard Confessional,Several Ways To Die Trying,,,,,,,,,,,,,,,,
Yeasayer,Sunrise,,,,,,,,,,,,,,,,
British Sea Power,Remember Me,,,,,,,,,,,,,,,,
The Streets,Could Well Be In,,,,,,,,,,,,,,,,
Katatonia,For My Demons,,,,,,,,,,,,,,,,
Pj Harvey,It'S You,,,,,,,,,,,,,,,,
Café Tacvba,Eres,,,,,,,,,,,,,,,,
Ozzy Osbourne,Perry Mason,,,,,,,,,,,,,,,,
Pj Harvey,My Beautiful Leah,,,,,,,,,,,,,,,,
The Beatles,Blue Jay Way,,,,,,,,,,,,,,,,
Snoop Dogg,Sexual Eruption,,,,,,,,,,,,,,,,
U2,One Step Closer,,,,,,,,,,,,,,,,
The Knife,Handy-Man,,,,,,,,,,,,,,,,
The Ethiopians,Wreck It Up,,,,,,,,,,,,,,,,
Adele,First Love,,,,,,,,,,,,,,,,
Justin Timberlake,What Goes Around.../...Comes Around (Interlude),,,,,,,,,,,,,,,,
Sons And Daughters,Dance Me In,,,,,,,,,,,,,,,,
The Beatles,Any Time At All,,,,,,,,,,,,,,,,
Adele,Crazy For You,,,,,,,,,,,,,,,,
Sonic Youth,Providence,,,,,,,,,,,,,,,,
Sentenced,Despair-Ridden Hearts,,,,,,,,,,,,,,,,
Ladytron,The Lovers,,,,,,,,,,,,,,,,
Sonic Youth,Mary-Christ,,,,,,,,,,,,,,,,
Modest Mouse,The Ocean Breathes Salty,,,,,,,,,,,,,,,,
Jimmy Eat World,Cautioners,,,,,,,,,,,,,,,,
Tegan And Sara,City Girl,,,,,,,,,,,,,,,,
The Long Blondes,Autonomy Boy,,,,,,,,,,,,,,,,
Arch Enemy,Dead Eyes See No Future,,,,,,,,,,,,,,,,
Jimmy Eat World,Carry You,,,,,,,,,,,,,,,,
Morrissey,Piccadilly Palare,,,,,,,,,,,,,,,,
Architecture In Helsinki,Nothing'S Wrong,,,,,,,,,,,,,,,,
The Police,Synchronicity Ii,,,,,,,,,,,,,,,,
Aphex Twin,Alberto Balsam,,,,,,,,,,,,,,,,
Ben Harper,Diamonds On The Inside,,,,,,,,,,,,,,,,
White Lies,From The Stars,,,,,,,,,,,,,,,,
Pixies,Head On,,,,,,,,,,,,,,,,
The Beatles,For You Blue,,,,,,,,,,,,,,,,
Take That,Shine,,,,,,,,,,,,,,,,
Le Tigre,Let'S Run,,,,,,,,,,,,,,,,
Beastie Boys,Shake Your Rump,,,,,,,,,,,,,,,,
Aphex Twin,Cornish Acid,,,,,,,,,,,,,,,,
Soundgarden,Outshined,,,,,,,,,,,,,,,,
The Prodigy,Action Radar,,,,,,,,,,,,,,,,
Ludwig Van Beethoven,Moonlight Sonata,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
The Jesus And Mary Chain,Here Comes Alice,,,,,,,,,,,,,,,,
Múm,Blessed Brambles,,,,,,,,,,,,,,,,
Múm,The Island Of Children'S Children,,,,,,,,,,,,,,,,
The Decemberists,Sons & Daughters,,,,,,,,,,,,,,,,
Jimi Hendrix,Spanish Castle Magic,,,,,,,,,,,,,,,,
Him,For You,,,,,,,,,,,,,,,,
Volbeat,Sad Man'S Tongue,,,,,,,,,,,,,,,,
Air,Sex Born Poison,,,,,,,,,,,,,,,,
Asobi Seksu,Red Sea,,,,,,,,,,,,,,,,
Hellogoodbye,Shimmy Shimmy Quarter Turn,,,,,,,,,,,,,,,,
Hellogoodbye,Stuck To You,,,,,,,,,,,,,,,,
The Cranberries,Free To Decide,,,,,,,,,,,,,,,,
Tool,Jerk-Off (Live),1.0,1.0,0.0,0.4,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
The Duke Spirit,Hello To The Floor,,,,,,,,,,,,,,,,
The Rakes,Violent,,,,,,,,,,,,,,,,
Guns N' Roses,Shackler'S Revenge,,,,,,,,,,,,,,,,
Simon & Garfunkel,Scarborough Fair/Canticle,,,,,,,,,,,,,,,,
Architecture In Helsinki,Same Old Innocence,,,,,,,,,,,,,,,,
Azure Ray,Sleep,,,,,,,,,,,,,,,,
Les Savy Fav,Pots & Pans,1.0,0.8,0.0,0.4,1.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0
The Beatles,Little Child,,,,,,,,,,,,,,,,
Craig Armstrong,This Love,,,,,,,,,,,,,,,,
Whitesnake,Judgement Day,,,,,,,,,,,,,,,,
Grandaddy,The Go In The Go-For-It,,,,,,,,,,,,,,,,
T. Rex,Ride A White Swan,,,,,,,,,,,,,,,,
Grateful Dead,Box Of Rain,,,,,,,,,,,,,,,,
M. Ward,Poison Cup,,,,,,,,,,,,,,,,
Bush,Letting The Cables Sleep,,,,,,,,,,,,,,,,
The Pigeon Detectives,I Found Out,,,,,,,,,,,,,,,,
Maroon 5,Not Coming Home,,,,,,,,,,,,,,,,
Why?,A Sky For Shoeing Horses Under,,,,,,,,,,,,,,,,
Against Me!,Thrash Unreal,,,,,,,,,,,,,,,,
Kraftwerk,The Robots,,,,,,,,,,,,,,,,
Bush,Cold Contagious,,,,,,,,,,,,,,,,
John Mayer,I Don'T Trust Myself (With Loving You),,,,,,,,,,,,,,,,
Blind Guardian,Fly,,,,,,,,,,,,,,,,
Ambulance Ltd,Stay Where You Are,,,,,,,,,,,,,,,,
Echo & The Bunnymen,Silver,,,,,,,,,,,,,,,,
Mogwai,Time And A Half,,,,,,,,,,,,,,,,
Alanis Morissette,Uninvited,,,,,,,,,,,,,,,,
Laura Marling,My Manic And I,,,,,,,,,,,,,,,,
Gnarls Barkley,Go Go Gadget Gospel,,,,,,,,,,,,,,,,
Nine Inch Nails,Dead Souls,,,,,,,,,,,,,,,,
Nine Inch Nails,13 Ghosts Ii,,,,,,,,,,,,,,,,
Gotan Project,Tango Canción,,,,,,,,,,,,,,,,
Tegan And Sara,You Went Away,,,,,,,,,,,,,,,,
Doves,Here It Comes,0.8,0.6,0.0,0.4,0.6,0.4,0.0,0.0,0.0,0.4,0.0,0.0,0.6,0.4,0.8,0.0
Siouxsie And The Banshees,Peek-A-Boo,,,,,,,,,,,,,,,,
The Dandy Warhols,Cool Scene,,,,,,,,,,,,,,,,
Amorphis,I Of Crimson Blood,,,,,,,,,,,,,,,,
Holy Fuck,Lovely Allen,,,,,,,,,,,,,,,,
Why?,These Few Presidents,,,,,,,,,,,,,,,,
Animal Collective,Derek,,,,,,,,,,,,,,,,
System Of A Down,Peephole,,,,,,,,,,,,,,,,
Antony And The Johnsons,Deeper Than Love,,,,,,,,,,,,,,,,
Why?,Song Of The Sad Assassin,,,,,,,,,,,,,,,,
The Chemical Brothers,A Modern Midnight Conversation,,,,,,,,,,,,,,,,
Cansei De Ser Sexy,Rat Is Dead (Rage),,,,,,,,,,,,,,,,
Starsailor,Poor Misguided Fool,,,,,,,,,,,,,,,,
Be Your Own Pet,Bog,,,,,,,,,,,,,,,,
Wilco,We'Re Just Friends,,,,,,,,,,,,,,,,
Hot Chip,Baby Said,,,,,,,,,,,,,,,,
Oasis,Rockin' Chair,,,,,,,,,,,,,,,,
Van Halen,Top Of The World,,,,,,,,,,,,,,,,
Phoenix,Lost And Found,,,,,,,,,,,,,,,,
Guns N' Roses,Attitude,,,,,,,,,,,,,,,,
Tori Amos,Way Down,,,,,,,,,,,,,,,,
Adam Green,Down On The Street,,,,,,,,,,,,,,,,
Matchbox Twenty,Last Beautiful Girl,,,,,,,,,,,,,,,,
Breaking Benjamin,Dance With The Devil,,,,,,,,,,,,,,,,
Apparat,You Don'T Know Me,,,,,,,,,,,,,,,,
Ashley Tisdale,So Much For You,,,,,,,,,,,,,,,,
The Cure,A Short Term Effect,,,,,,,,,,,,,,,,
Sex Pistols,Emi,,,,,,,,,,,,,,,,
Abba,Super Trouper,,,,,,,,,,,,,,,,
The Fratellis,Vince The Loveable Stoner,,,,,,,,,,,,,,,,
Pet Shop Boys,I'M With Stupid,,,,,,,,,,,,,,,,
The Smiths,Golden Lights,,,,,,,,,,,,,,,,
Devendra Banhart,Poughkeepsie,,,,,,,,,,,,,,,,
Minor Threat,Minor Threat,,,,,,,,,,,,,,,,
The Perishers,Sway,,,,,,,,,,,,,,,,
Desmond Dekker,Israelites,,,,,,,,,,,,,,,,
The Flaming Lips,The Spark That Bled,,,,,,,,,,,,,,,,
New Order,Thieves Like Us,,,,,,,,,,,,,,,,
All Saints,Pure Shores,,,,,,,,,,,,,,,,
Depeche Mode,When The Body Speaks,,,,,,,,,,,,,,,,
Mastodon,Aqua Dementia,,,,,,,,,,,,,,,,
Creedence Clearwater Revisited,I Heard It Through The Grapevine,,,,,,,,,,,,,,,,
Radiohead,Last Flowers,,,,,,,,,,,,,,,,
Queens Of The Stone Age,Broken Box,,,,,,,,,,,,,,,,
Lo-Fi-Fnk,Wake Up,,,,,,,,,,,,,,,,
The New Pornographers,Failsafe,,,,,,,,,,,,,,,,
Mstrkrft,Neon Knights,,,,,,,,,,,,,,,,
Ensiferum,Lai Lai Hei,,,,,,,,,,,,,,,,
The National,Mr. November,,,,,,,,,,,,,,,,
Sarah Mclachlan,Adia,,,,,,,,,,,,,,,,
Alkaline Trio,Radio,,,,,,,,,,,,,,,,
The Hold Steady,Hot Soft Light,,,,,,,,,,,,,,,,
Stone Sour,Hell & Consequences,,,,,,,,,,,,,,,,
Thievery Corporation,Shadows Of Ourselves,,,,,,,,,,,,,,,,
Lemon Jelly,Nice Weather For Ducks,,,,,,,,,,,,,,,,
Clor,Love + Pain,,,,,,,,,,,,,,,,
The Doors,Wild Child,,,,,,,,,,,,,,,,
Leonard Cohen,Tower Of Song,,,,,,,,,,,,,,,,
Exodus,Bonded By Blood,,,,,,,,,,,,,,,,
Metronomy,My Heart Rate Rapid,,,,,,,,,,,,,,,,
She Wants Revenge,Red Flags And Long Nights,,,,,,,,,,,,,,,,
Metric,Satellite Mind,,,,,,,,,,,,,,,,
The Maccabees,Latchmere,,,,,,,,,,,,,,,,
Cobra Starship,Snakes On A Plane (Bring It),,,,,,,,,,,,,,,,
Children Of Bodom,Warheart,,,,,,,,,,,,,,,,
Paramore,Here We Go Again,,,,,,,,,,,,,,,,
Rufus Wainwright,Between My Legs,,,,,,,,,,,,,,,,
Johnny Cash,The Mercy Seat,,,,,,,,,,,,,,,,
Iamx,Mercy,,,,,,,,,,,,,,,,
Bright Eyes,True Blue,,,,,,,,,,,,,,,,
Booka Shade,Darko,,,,,,,,,,,,,,,,
The New Pornographers,Streets Of Fire,,,,,,,,,,,,,,,,
Dispatch,Two Coins,,,,,,,,,,,,,,,,
Iamx,This Will Make You Love Again,,,,,,,,,,,,,,,,
Sublime,Pawn Shop,,,,,,,,,,,,,,,,
Infected Mushroom,Cities Of The Future,,,,,,,,,,,,,,,,
Children Of Bodom,Hatebreeder,,,,,,,,,,,,,,,,
The New Pornographers,Three Or Four,,,,,,,,,,,,,,,,
Kyuss,Thumb,,,,,,,,,,,,,,,,
Rush,Fly By Night,,,,,,,,,,,,,,,,
Saosin,Sleepers,,,,,,,,,,,,,,,,
R.E.M.,Begin The Begin,,,,,,,,,,,,,,,,
Bonobo,Shadowtricks,,,,,,,,,,,,,,,,
Kylie Minogue,The One,,,,,,,,,,,,,,,,
Bloc Party,Talons,,,,,,,,,,,,,,,,
Soda Stereo,Signos,0.8,0.6,0.2,0.4,0.8,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.4,0.8,0.0
Death From Above 1979,Blood On Our Hands (Justice Remix),,,,,,,,,,,,,,,,
Gorillaz,New Genious (Brother),,,,,,,,,,,,,,,,
Gomez,Notice,,,,,,,,,,,,,,,,
The All-American Rejects,My Paper Heart,,,,,,,,,,,,,,,,
Dashboard Confessional,Am I Missing,,,,,,,,,,,,,,,,
Evanescence,The Only One,,,,,,,,,,,,,,,,
Nirvana,Aneurysm,,,,,,,,,,,,,,,,
Lamb,Cotton Wool,,,,,,,,,,,,,,,,
Evanescence,Farther Away,,,,,,,,,,,,,,,,
Björk,Submarine,,,,,,,,,,,,,,,,
Dido,Do You Have A Little Time,,,,,,,,,,,,,,,,
Dir En Grey,The Final,,,,,,,,,,,,,,,,
Mazzy Star,Halah,,,,,,,,,,,,,,,,
The Pretenders,Don'T Get Me Wrong,,,,,,,,,,,,,,,,
!!!,Infinifold,,,,,,,,,,,,,,,,
Maná,Somos Mar Y Arena,,,,,,,,,,,,,,,,
Sufjan Stevens,Seven Swans,,,,,,,,,,,,,,,,
Keane,Playing Along,,,,,,,,,,,,,,,,
Machine Head,Imperium,,,,,,,,,,,,,,,,
Suede,The Wild Ones,,,,,,,,,,,,,,,,
Bloodhound Gang,The Ballad Of Chasey Lain,,,,,,,,,,,,,,,,
The Velvet Underground,European Son,,,,,,,,,,,,,,,,
Tori Amos,Baker Baker,,,,,,,,,,,,,,,,
Empire Of The Sun,Half Mast,,,,,,,,,,,,,,,,
Emilíana Torrini,Nothing Brings Me Down,,,,,,,,,,,,,,,,
Chemistry,Wings Of Words [Tv Size],,,,,,,,,,,,,,,,
Dido,Who Makes You Feel,,,,,,,,,,,,,,,,
Supergrass,Caught By The Fuzz,,,,,,,,,,,,,,,,
Culture Club,Karma Chameleon,,,,,,,,,,,,,,,,
Colin Hay,Overkill,,,,,,,,,,,,,,,,
Electrelane,To The East,,,,,,,,,,,,,,,,
The Verve,Noise Epic,,,,,,,,,,,,,,,,
Anna Nalick,Citadel,,,,,,,,,,,,,,,,
Coldplay,One I Love,,,,,,,,,,,,,,,,
The Raconteurs,Hold Up,,,,,,,,,,,,,,,,
Bob Dylan,Queen Jane Approximately,,,,,,,,,,,,,,,,
The Kills,Pull A U,,,,,,,,,,,,,,,,
Fleetwood Mac,Never Going Back Again,,,,,,,,,,,,,,,,
Funeral For A Friend,Recovery,,,,,,,,,,,,,,,,
Leonard Cohen,I'M Your Man,,,,,,,,,,,,,,,,
Anton Maiden,Revelations,,,,,,,,,,,,,,,,
Dj Shadow,Changeling,,,,,,,,,,,,,,,,
Depeche Mode,The Bottom Line,,,,,,,,,,,,,,,,
