track_index,artist_name,track_name,play_count
127,Red Hot Chili Peppers,Scar Tissue,442
128,Arctic Monkeys,The View From The Afternoon,439
129,Coldplay,Violet Hill,438
130,Hot Chip,Over And Over,437
131,Franz Ferdinand,Do You Want To,436
132,The Kooks,Naïve,434
133,Britney Spears,Piece Of Me,433
134,Tool,Vicarious,432
135,Peter Bjorn And John,Young Folks,431
136,Arctic Monkeys,Dancing Shoes,431
137,Coldplay,Trouble,430
138,Arctic Monkeys,Fluorescent Adolescent,430
139,The Shins,Phantom Limb,429
140,Radiohead,Airbag,428
141,The Smiths,There Is A Light That Never Goes Out,427
142,Klaxons,Atlantis To Interzone,426
143,Klaxons,Gravity'S Rainbow,426
144,M.I.A.,Paper Planes,425
145,Joy Division,Transmission,425
146,Damien Rice,Cannonball,424
147,Regina Spektor,Samson,423
148,Nine Inch Nails,Closer,419
149,Pink Floyd,Comfortably Numb,419
150,Air,Kelly Watch The Stars,419
151,Muse,Knights Of Cydonia,419
152,Radiohead,Lucky,418
153,Coldplay,Talk,418
154,Keane,Somewhere Only We Know,416
155,Nelly Furtado,Say It Right,415
156,Portishead,Roads,415
157,The Goo Goo Dolls,Iris,414
158,The Killers,On Top,414
159,The Shins,Australia,413
160,The Postal Service,Recycled Air,413
161,Radiohead,Street Spirit (Fade Out),412
162,Interpol,Narc,412
163,Tool,The Pot,412
164,The Kooks,She Moves In Her Own Way,412
165,The Clash,London Calling,411
166,Depeche Mode,Precious,410
167,Kaiser Chiefs,Everyday I Love You Less And Less,409
168,Elliott Smith,Between The Bars,408
169,Nirvana,Lithium,407
170,Sufjan Stevens,Chicago,407
171,Air,Cherry Blossom Girl,407
172,Sigur Rós,Sæglópur,406
173,Death Cab For Cutie,Brothers On A Hotel Bed,406
174,The Smashing Pumpkins,1979,405
175,Neutral Milk Hotel,In The Aeroplane Over The Sea,405
176,Muse,Butterflies And Hurricanes,405
177,The Cure,Lullaby,403
178,Arcade Fire,Neon Bible,402
179,Air,La Femme D'Argent,402
180,Portishead,Sour Times,401
181,Radiohead,Everything In Its Right Place,400
182,Bloc Party,Blue Light,398
183,Pink Floyd,Money,398
184,Snow Patrol,Run,398
185,Frou Frou,Let Go,397
186,Interpol,C'Mere,397
187,Death Cab For Cutie,Transatlanticism,395
188,Joy Division,Disorder,395
189,The Fray,How To Save A Life,394
190,Sigur Rós,Svefn-G-Englar,394
191,Led Zeppelin Jam,Immigrant Song,394
192,Britney Spears,Break The Ice,393
193,Queen,Bohemian Rhapsody,393
194,The Strokes,Reptilia,392
195,Muse,Invincible,392
196,Sigur Rós,Hoppípolla,392
197,The Postal Service,We Will Become Silhouettes,391
198,Red Hot Chili Peppers,Dani California,390
199,Evanescence,My Immortal,390
200,Hot Chip,Ready For The Floor,390
201,The Killers,Read My Mind,389
202,Editors,Munich,389
203,Black Rebel Motorcycle Club,Spread Your Love,389
204,Mika,Grace Kelly,388
205,Gary Jules,Mad World,387
206,Daft Punk,One More Time,387
207,Muse,Take A Bow,387
208,Radiohead,Subterranean Homesick Alien,386
209,Bloc Party,Positive Tension,386
210,Death Cab For Cutie,A Lack Of Color,385
211,Placebo,Every You Every Me,384
212,Pink Floyd,The Great Gig In The Sky,383
213,Red Hot Chili Peppers,Snow ((Hey Oh)),383
214,Britney Spears,Radar,383
215,The Postal Service,This Place Is A Prison,382
216,Arcade Fire,Haiti,382
217,Nelly Furtado,Maneater,382
218,Pink Floyd,Time,381
219,Radiohead,Idioteque,381
220,Sufjan Stevens,Casimir Pulaski Day,381
221,Röyksopp,Eple,380
222,The Smiths,Bigmouth Strikes Again,380
223,Arctic Monkeys,Still Take You Home,380
224,The Killers,Bones,379
225,Black Rebel Motorcycle Club,Love Burns,379
226,Muse,Plug In Baby,378
227,Radiohead,My Iron Lung,376
228,Kings Of Leon,Sex On Fire,376
229,Red Hot Chili Peppers,Otherside,375
230,Arcade Fire,Ocean Of Noise,370
231,Radiohead,Just,370
232,The Cure,Close To Me,369
233,Lily Allen,Smile,369
234,Pink Floyd,Us And Them,368
235,Damien Rice,9 Crimes,368
236,Coldplay,God Put A Smile Upon Your Face,368
237,Daft Punk,Aerodynamic,368
238,A Perfect Circle,3 Libras,368
239,The Smiths,How Soon Is Now?,367
240,Arcade Fire,Black Wave/Bad Vibrations,367
241,Radiohead,The Bends,366
242,The Kooks,Ooh La,366
243,David Bowie,Ziggy Stardust,366
244,Interpol,Untitled,365
245,Queens Of The Stone Age,No One Knows,364
246,Lily Allen,Ldn,364
247,Modest Mouse,Dashboard,364
248,Red Hot Chili Peppers,Californication,363
249,Arctic Monkeys,Brianstorm,363
250,Black Rebel Motorcycle Club,Ain'T No Easy Way,363
251,Pixies,Debaser,362
252,The Smashing Pumpkins,Bullet With Butterfly Wings,360
253,Gorillaz,Dare,359
254,Madonna,Hung Up,359
255,The Knife,Pass This On,359
256,Broken Social Scene,Cause = Time,359
257,Radiohead,Climbing Up The Walls,358
258,The Knife,Silent Shout,358
259,Arctic Monkeys,A Certain Romance,358
260,Interpol,Nyc,358
261,The Strokes,Juicebox,357
262,Muse,Apocalypse Please,357
263,The Doors,Light My Fire,356
264,Coldplay,Warning Sign,356
265,Muse,Bliss,355
266,Coldplay,Green Eyes,355
267,Feist,My Moon My Man,355
268,Maxïmo Park,Apply Some Pressure,355
269,Arctic Monkeys,Riot Van,354
270,30 Seconds To Mars,From Yesterday,353
271,Radiohead,Electioneering,353
272,Air,Run,353
273,Arcade Fire,The Well And The Lighthouse,353
274,Britney Spears,Womanizer,353
275,Portishead,Mysterons,352
276,Muse,Feeling Good,352
277,Klaxons,It'S Not Over Yet,351
278,Pearl Jam,Black,351
279,Coldplay,A Rush Of Blood To The Head,350
280,The Killers,Human,350
281,Broken Social Scene,Anthems For A Seventeen Year-Old Girl,350
282,Sigur Rós,Gong,350
283,The Postal Service,Natural Anthem,350
284,30 Seconds To Mars,The Kill,349
285,The Beatles,Eleanor Rigby,349
286,Arctic Monkeys,When The Sun Goes Down,348
287,Muse,Falling Away With You,348
288,John Lennon,Imagine,347
289,Nirvana,Heart-Shaped Box,347
290,The Smiths,Hand In Glove,347
291,Franz Ferdinand,Jacqueline,347
292,Arctic Monkeys,Teddy Picker,346
293,Bloc Party,She'S Hearing Voices,346
294,Duffy,Mercy,346
295,Air,Talisman,346
296,Iron & Wine,Such Great Heights,346
297,Muse,Exo-Politics,346
298,Franz Ferdinand,The Dark Of The Matinée,345
299,David Bowie,Changes,345
300,The Beatles,Come Together,345
301,Death Cab For Cutie,The Sound Of Settling,344
302,Damien Rice,Volcano,344
303,Moby,Porcelain,344
304,The Ting Tings,That'S Not My Name,344
305,The Strokes,Someday,343
306,Interpol,Not Even Jail,343
307,Interpol,Take You On A Cruise,343
308,Justice,D.A.N.C.E.,343
309,Regina Spektor,On The Radio,342
310,Sia,Breathe Me,342
311,Amy Winehouse,Love Is A Losing Game,341
312,Klaxons,Totem On The Timeline,339
313,Goldfrapp,Ooh La La,338
314,Sigur Rós,Glósóli,338
315,Interpol,Say Hello To The Angels,338
316,Echo & The Bunnymen,The Killing Moon,337
317,Air,Alone In Kyoto,337
318,Pink Floyd,Brain Damage,337
319,Portishead,Glory Box,337
320,The Cure,A Forest,336
321,Pixies,Monkey Gone To Heaven,336
322,The Shins,Kissing The Lipless,336
323,Cat Power,The Greatest,336
324,Bright Eyes,First Day Of My Life,335
325,Gorillaz,Feel Good Inc.,334
326,Feist,I Feel It All,334
327,Pixies,Here Comes Your Man,332
328,Afi,Miss Murder,332
329,The Strokes,You Only Live Once,331
330,No Doubt,Don'T Speak,331
331,The Beatles,While My Guitar Gently Weeps,330
332,The Smiths,What Difference Does It Make?,329
333,Franz Ferdinand,Michael,329
334,Interpol,No I In Threesome,329
335,Black Sabbath,Paranoid,328
336,Beirut,Postcards From Italy,327
337,The Cranberries,Zombie,327
338,Nine Inch Nails,The Hand That Feeds,327
339,Kaiser Chiefs,Ruby,326
340,The Beatles,Strawberry Fields Forever,325
341,Coldplay,Politik,325
342,Interpol,Obstacle 2,325
343,Band Of Horses,The Funeral,324
344,Interpol,Next Exit,324
345,Death Cab For Cutie,Tiny Vessels,324
346,Mgmt,Weekend Wars,323
347,Massive Attack,Inertia Creeps,323
348,The Smashing Pumpkins,Zero,323
349,The White Stripes,Blue Orchid,323
350,Placebo,Infra-Red,323
351,Klaxons,Magick,322
352,Death Cab For Cutie,Passenger Seat,322
353,The Killers,Midnight Show,321
354,The Shins,Pink Bullets,321
355,U2,One,321
356,Muse,Blackout,321
357,Red Hot Chili Peppers,Under The Bridge,321
358,The Doors,People Are Strange,320
359,Portishead,Wandering Star,319
360,Oasis,Live Forever,318
361,The Beatles,Help!,318
362,Panic At The Disco,Lying Is The Most Fun A Girl Can Have Without Taking Her Clothes Off,318
363,Black Rebel Motorcycle Club,Shuffle Your Feet,318
364,Air,Ce Matin-Là,317
365,Damien Rice,Delicate,317
366,The Cure,Friday I'M In Love,317
367,Amy Winehouse,Wake Up Alone,317
368,Antony And The Johnsons,Hope There'S Someone,317
369,Muse,Soldier'S Poem,316
370,Elliott Smith,Angeles,316
371,A-Ha,Take On Me,316
372,Air,You Make It Easy,316
373,Air,Playground Love,315
374,The Beatles,Here Comes The Sun,315
375,Björk,All Is Full Of Love,315
376,Fleet Foxes,White Winter Hymnal,315
377,Röyksopp,So Easy,314
378,Yeah Yeah Yeahs,Way Out,314
379,Audioslave,Like A Stone,314
380,The Jesus And Mary Chain,Just Like Honey,314
381,Arcade Fire,My Body Is A Cage,314
382,Daft Punk,Digital Love,314
383,Franz Ferdinand,Auf Achse,314
384,Sigur Rós,Starálfur,314
385,Pixies,Hey,313
386,R.E.M.,Losing My Religion,313
387,Daft Punk,Something About Us,312
388,Tool,Jambi,312
389,Black Rebel Motorcycle Club,Berlin,312
390,Radiohead,Black Star,312
391,Britney Spears,Circus,312
392,Pulp,Common People,312
393,Kasabian,Club Foot,312
394,Jack Johnson,Better Together,312
395,The Smashing Pumpkins,Disarm,311
396,Röyksopp,Remind Me,311
397,Tool,Schism,311
398,Metric,Combat Baby,311
399,David Bowie,Space Oddity,311
400,Jeff Buckley,Last Goodbye,311
401,Snow Patrol,You'Re All I Have,311
402,The Killers,Believe Me Natalie,311
403,Oasis,Don'T Look Back In Anger,310
404,Interpol,Pioneer To The Falls,310
405,Air,Remember,310
406,Lady Gaga,Just Dance,310
407,Stars,Your Ex-Lover Is Dead,310
408,Ladytron,Seventeen,310
409,Nirvana,About A Girl,310
410,Metallica,Nothing Else Matters,309
411,Kanye West,Stronger,309
412,The Beatles,Lucy In The Sky With Diamonds,309
413,Radiohead,Planet Telex,309
414,Kaiser Chiefs,Modern Way,309
415,Nine Inch Nails,Hurt,309
416,The Beatles,Something,308
417,U2,Beautiful Day,308
418,Porcupine Tree,Blackest Eyes,308
419,Ac/Dc,Back In Black,307
420,Britney Spears,If U Seek Amy,307
421,Bob Dylan,Like A Rolling Stone,307
422,The Beatles,Let It Be,307
423,Queen,Don'T Stop Me Now,307
424,The Beatles,Hey Jude,306
425,David Bowie,Starman,306
426,Queen,Another One Bites The Dust,306
427,Yeah Yeah Yeahs,Date With The Night,306
428,Guns N' Roses,Welcome To The Jungle,306
429,Death Cab For Cutie,Lightness,306
430,Queens Of The Stone Age,Little Sister,306
431,Muse,City Of Delusion,305
432,The Rolling Stones,Paint It Black,305
433,Boards Of Canada,Dayvan Cowboy,304
434,Muse,Assassin,304
435,Arctic Monkeys,Red Light Indicates Doors Are Secured,304
436,Franz Ferdinand,The Fallen,304
437,Portishead,Strangers,304
438,Interpol,Stella Was A Diver And She Was Always Down,304
439,Amy Winehouse,Just Friends,303
440,Elliott Smith,Needle In The Hay,303
441,Mgmt,The Youth,303
442,The Cure,Pictures Of You,303
443,Yeah Yeah Yeahs,Y Control,303
444,Interpol,Public Pervert,303
445,Franz Ferdinand,This Fire,303
446,Snow Patrol,Chocolate,302
447,The Kooks,Sofa Song,302
448,Muse,New Born,302
449,Kaiser Chiefs,Oh My God,301
450,Coldplay,Shiver,301
451,The Shins,Sleeping Lessons,300
452,Foo Fighters,Everlong,300
453,Ratatat,Wildcat,300
454,Placebo,The Bitter End,300
455,Keane,Everybody'S Changing,299
456,Arcade Fire,Windowsill,299
457,Evanescence,Bring Me To Life,298
458,Vampire Weekend,A-Punk,297
459,Modest Mouse,The World At Large,297
460,Sigur Rós,Mílanó,297
461,Death Cab For Cutie,The New Year,297
462,Tool,Parabola,297
463,Arctic Monkeys,From The Ritz To The Rubble,297
464,Röyksopp,What Else Is There,296
465,Feist,One Evening,296
466,Jeff Buckley,Grace,296
467,Vampire Weekend,Oxford Comma,296
468,The Smiths,The Boy With The Thorn In His Side,296
469,Gorillaz,Clint Eastwood,296
470,Interpol,Roland,296
471,Tv On The Radio,Wolf Like Me,295
472,Pixies,Wave Of Mutilation,295
473,Placebo,Post Blue,295
474,Lady Gaga,Poker Face,295
475,The Who,Baba O'Riley,295
476,Bloc Party,Hunting For Witches,295
477,Metallica,Enter Sandman,295
478,Pink Floyd,On The Run,294
479,Green Day,Boulevard Of Broken Dreams,294
480,David Bowie,Life On Mars?,294
481,Radiohead,Pyramid Song,294
482,Placebo,Pure Morning,294
483,Radiohead,I Might Be Wrong,294
484,Broken Social Scene,Lover'S Spit,293
485,Beirut,Nantes,293
486,The Beatles,I Am The Walrus,293
487,Led Zeppelin Jam,Black Dog,293
488,Broken Social Scene,Stars And Sons,293
489,Kaiser Chiefs,Na Na Na Na Naa,293
490,Coldplay,Square One,292
491,Yeah Yeah Yeahs,Cheated Hearts,291
492,Nirvana,Rape Me,291
493,Broken Social Scene,7/4 (Shoreline),291
494,Madonna,Jump,290
495,Coldplay,The Hardest Part,290
496,Queen,Killer Queen,290
497,Interpol,The Heinrich Maneuver,290
498,Radiohead,How To Disappear Completely,290
499,Placebo,Because I Want You,290
500,The Strokes,Heart In A Cage,289
501,Jet,Are You Gonna Be My Girl,289
502,José González,Crosses,289
503,Rage Against The Machine,Killing In The Name,289
504,Panic At The Disco,I Write Sins Not Tragedies,289
505,Portishead,It Could Be Sweet,289
506,Black Rebel Motorcycle Club,Howl,288
507,Guns N' Roses,Sweet Child O' Mine,288
508,The Verve,Bitter Sweet Symphony,287
509,Muse,The Small Print,287
510,The Decemberists,We Both Go Down Together,287
511,Röyksopp,Only This Moment,287
512,Lez Zeppelin,Whole Lotta Love,286
513,Björk,Jóga,286
514,The Beatles,All You Need Is Love,285
515,New Order,Blue Monday,285
516,Dire Straits,Sultans Of Swing,285
517,Interpol,Leif Erikson,284
518,Portishead,Numb,284
519,Interpol,Hands Away,284
520,Joy Division,New Dawn Fades,283
521,The White Stripes,Fell In Love With A Girl,283
522,The Fratellis,Chelsea Dagger,283
523,The Killers,Sam'S Town,282
524,David Bowie,Suffragette City,282
525,Franz Ferdinand,Darts Of Pleasure,282
526,Soundgarden,Black Hole Sun,282
527,Depeche Mode,Strangelove,282
528,Queens Of The Stone Age,Go With The Flow,282
529,Porcupine Tree,Trains,282
530,Feist,Inside And Out,282
531,The Dandy Warhols,Bohemian Like You,282
532,Beck,Girl,282
533,Nick Drake,Pink Moon,281
534,Black Rebel Motorcycle Club,Weapon Of Choice,281
535,Motörhead,Ace Of Spades,281
536,Interpol,Rest My Chemistry,281
537,Sigur Rós,Olsen Olsen,281
538,The Beach Boys,God Only Knows,281
539,Kings Of Leon,On Call,281
540,Daft Punk,Around The World,280
541,Muse,Endlessly,280
542,Air,Venus,280
543,Sigur Rós,Intro,280
544,The Kooks,Seaside,280
545,Interpol,The New,280
546,Joy Division,Isolation,279
547,Nine Inch Nails,Only,279
548,The Velvet Underground,Sunday Morning,279
549,Björk,Army Of Me,279
550,Radiohead,Knives Out,279
551,Jimi Hendrix,All Along The Watchtower,279
552,Radiohead,The National Anthem,279
553,Eagles,Hotel California,278
554,Rihanna,Disturbia,278
555,Sigur Rós,Heysátan,278
556,Coldplay,Lost!,278
557,The White Stripes,Icky Thump,278
558,Franz Ferdinand,Walk Away,277
559,Weezer,Say It Ain'T So,277
560,Johnny Cash,I Walk The Line,277
561,Joy Division,Atmosphere,277
562,Damien Rice,Cold Water,277
563,Coldplay,Daylight,276
564,System Of A Down,B.Y.O.B.,276
565,Interpol,Length Of Love,276
566,Cansei De Ser Sexy,Alala,276
567,Regina Spektor,Better,276
568,Nine Inch Nails,Wish,275
569,Bloc Party,The Prayer,275
570,Imogen Heap,Goodnight And Go,275
571,Franz Ferdinand,Ulysses,275
572,Muse,Muscle Museum,275
573,Kings Of Leon,The Bucket,275
574,Arctic Monkeys,Perhaps Vampires Is A Bit Strong But...,275
575,Red Hot Chili Peppers,By The Way,274
576,The Strokes,12:51,274
577,The Clash,Rock The Casbah,274
578,The Beatles,Sgt. Pepper'S Lonely Hearts Club Band,274
579,David Bowie,Heroes,274
580,The Stone Roses,I Wanna Be Adored,274
581,The Knife,Marble House,274
582,Massive Attack,Risingson,274
583,Beirut,A Sunday Smile,273
584,Röyksopp,Sparks,273
585,The Velvet Underground,I'M Waiting For The Man,273
586,Massive Attack,Unfinished Sympathy,273
587,The Ting Tings,Great Dj,272
588,Blondie,Heart Of Glass,272
589,Mogwai,Hunted By A Freak,272
590,Snow Patrol,Open Your Eyes,272
591,The National,Slow Show,272
592,Amy Winehouse,Some Unholy War,272
593,My Chemical Romance,Welcome To The Black Parade,272
594,David Bowie,Rebel Rebel,272
595,Weezer,Buddy Holly,272
596,The Ting Tings,Shut Up And Let Me Go,272
597,Bloc Party,So Here We Are,272
598,Black Rebel Motorcycle Club,Weight Of The World,272
599,The Shins,Saint Simon,271
600,Placebo,Space Monkey,271
601,Placebo,Follow The Cops Back Home,271
602,Daft Punk,Crescendolls,271
603,The Knife,Neverland,271
604,The Strokes,Is This It,271
605,Arctic Monkeys,Balaclava,270
606,Modest Mouse,Ocean Breathes Salty,270
607,Tool,Rosetta Stoned,270
608,The Shins,Turn On Me,270
609,Fiona Apple,Criminal,270
610,Radiohead,Bones,270
611,Joy Division,Shadowplay,269
612,Nirvana,In Bloom,269
613,Clap Your Hands Say Yeah,Over And Over Again (Lost And Found),269
614,Yeah Yeah Yeahs,Dudley,269
615,Feist,Gatekeeper,269
616,The Libertines,Can'T Stand Me Now,269
617,Mgmt,The Handshake,269
618,Daft Punk,Technologic,269
619,Pink Floyd,Hey You,269
620,Amy Winehouse,He Can Only Hold Her,268
621,The Smiths,Heaven Knows I'M Miserable Now,268
622,Pink Floyd,Any Colour You Like,268
623,Audioslave,Show Me How To Live,268
624,The Shins,So Says I,268
625,Plain White T'S,Hey There Delilah,267
626,The Strokes,Barely Legal,267
627,The Killers,Mr Brightside,266
628,Röyksopp,Poor Leno,266
629,The Beatles,I Want To Hold Your Hand,266
630,Sigur Rós,Gobbledigook,266
631,Placebo,Special K,266
632,Katy Perry,I Kissed A Girl,265
633,Radiohead,There There,265
634,Muse,Thoughts Of A Dying Atheist,265
635,Editors,Blood,265
636,Mgmt,4Th Dimensional Transition,265
637,Pixies,Gigantic,265
638,Joy Division,Insight,264
639,Justice,Genesis,264
640,A Perfect Circle,The Noose,264
641,R.E.M.,Everybody Hurts,264
642,Justin Timberlake,Sexyback,264
643,Pearl Jam,Alive,263
644,Portishead,Nylon Smile,263
645,Patrick Wolf,The Magic Position,263
646,The Beatles,Yesterday,263
647,Madonna,Sorry,263
648,Björk,Pagan Poetry,263
649,The Kooks,Eddie'S Gun,263
650,Ac/Dc,You Shook Me All Night Long,262
651,Black Rebel Motorcycle Club,Red Eyes And Tears,262
652,Nine Inch Nails,March Of The Pigs,262
653,Yeah Yeah Yeahs,Phenomena,262
654,Talking Heads,Psycho Killer,262
655,Klaxons,Isle Of Her,262
656,Klaxons,Two Receivers,262
657,Metric,Monster Hospital,262
658,Rhianna,Don'T Stop The Music,261
659,Joy Division,Dead Souls,261
660,Cut Copy,Lights And Music,261
661,Arctic Monkeys,D Is For Dangerous,261
662,The Smiths,Still Ill,261
663,Lez Zeppelin,Rock And Roll,261
664,Nine Inch Nails,The Day The World Went Away,260
665,New Young Pony Club,Ice Cream,260
666,The National,Brainy,260
667,Kings Of Leon,Use Somebody,260
668,Death Cab For Cutie,Expo '86,260
669,The White Stripes,My Doorbell,260
670,The National,Mistaken For Strangers,260
671,Pantera,Cowboys From Hell,260
672,Air,Le Voyage De Pénélope,259
673,Muse,Sunburn,259
674,Radiohead,Fitter Happier,259
675,Death From Above 1979,Romantic Rights,259
676,Nirvana,Dumb,259
677,The Smiths,I Know It'S Over,259
678,Lou Reed,Walk On The Wild Side,259
679,My Chemical Romance,Helena,258
680,The Beach Boys,Wouldn'T It Be Nice,258
681,Metric,Poster Of A Girl,258
682,U2,I Still Haven'T Found What I'M Looking For,258
683,Animal Collective,Grass,258
684,Evanescence,Call Me When You'Re Sober,258
685,Arcade Fire,(Antichrist Television Blues),258
686,The Velvet Underground,Heroin,258
687,Air,Mike Mills,258
688,Massive Attack,Dissolved Girl,258
689,The Killers,For Reasons Unknown,257
690,Metallica,Master Of Puppets,257
691,The Kooks,You Don'T Love Me,257
692,The Shins,Young Pilgrims,257
693,Imogen Heap,Headlock,257
694,Muse,Interlude,256
695,Death Cab For Cutie,We Looked Like Giants,256
696,Feist,So Sorry,256
697,The Smashing Pumpkins,Today,256
698,Dido,Here With Me,256
699,Muse,Hoodoo,256
700,The Shins,Spilt Needles,255
701,U2,Where The Streets Have No Name,255
702,The National,Fake Empire,255
703,Black Rebel Motorcycle Club,Rifles,254
704,Kings Of Leon,King Of The Rodeo,254
705,Nirvana,Polly,254
706,Nine Inch Nails,Discipline,253
707,A Perfect Circle,Weak And Powerless,253
708,The Doors,Love Me Two Times,253
709,Interpol,Mammoth,253
710,Afi,Love Like Winter,253
711,Editors,All Sparks,253
712,Pixies,Tame,253
713,Joy Division,Day Of The Lords,253
714,The Cardigans,Lovefool,253
715,Lou Reed,Perfect Day,252
716,Thom Yorke,Black Swan,252
717,U2,Sunday Bloody Sunday,252
718,Metallica,One,252
719,Gnarls Barkley,Gone Daddy Gone,252
720,Björk,Human Behaviour,252
721,Britney Spears,Toy Soldier,252
722,The Strokes,Hard To Explain,252
723,Franz Ferdinand,Cheating On You,252
724,Björk,Bachelorette,252
725,Oasis,Champagne Supernova,251
726,Crystal Castles,Untrust Us,251
727,Sigur Rós,Hoppipolla,251
728,Tool,Lost Keys (Blame Hofmann),251
729,Guns N' Roses,November Rain,251
730,Placebo,Drag,251
731,Neutral Milk Hotel,Two-Headed Boy,251
732,U2,Vertigo,250
733,Gorillaz,Dirty Harry,250
734,Garbage,Only Happy When It Rains,249
735,Katy Perry,Hot N Cold,249
736,The Dresden Dolls,Coin-Operated Boy,249
737,Coldplay,White Shadows,249
738,Cansei De Ser Sexy,Let'S Make Love And Listen To Death From Above,248
739,Mgmt,Pieces Of What,248
740,Snow Patrol,Shut Your Eyes,248
